nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,13,16,20,10,12,26,22,66,89,93,77,62,76,65,87,113,99,103,75,73,55,31,21,""
02,30,15,3,37,40,28,28,23,55,66,48,82,59,51,111,101,-1,-1,14,41,30,43,33,19,""
03,28,33,42,33,10,15,23,49,63,71,57,60,48,59,60,39,56,59,60,91,49,42,31,12,""
04,22,37,29,13,12,14,24,40,58,75,73,62,53,56,114,100,68,43,43,40,47,36,38,29,""
05,19,27,33,25,27,18,20,39,51,85,49,61,61,77,111,106,99,96,96,92,68,44,8,8,""
06,12,19,31,30,32,21,19,31,63,69,79,49,71,68,65,75,56,53,96,67,54,44,13,59,""
07,16,20,17,31,48,48,41,44,63,89,93,122,82,86,77,-1,-1,29,59,61,35,48,31,28,""
08,25,35,19,26,26,23,28,62,76,87,110,103,93,86,93,89,85,90,78,53,30,27,31,20,""
09,23,31,22,41,14,27,22,29,80,80,90,52,58,69,98,89,77,68,74,78,48,33,21,35,""
10,29,37,37,40,49,34,43,33,61,91,84,73,60,57,62,96,84,79,87,55,31,26,31,20,""
11,14,30,43,56,36,39,53,4,17,10,25,16,22,32,29,8,26,18,14,14,22,19,6,8,""
12,6,14,5,8,14,18,14,3,23,41,30,40,40,36,43,60,34,22,19,13,5,5,6,2,""
13,4,2,6,6,15,18,12,4,15,34,39,47,42,66,56,33,22,25,21,33,27,29,18,30,""
14,7,4,5,4,4,4,7,7,7,4,7,30,35,48,42,52,15,22,7,10,5,3,2,3,""
15,7,18,14,21,4,1,2,7,10,10,9,8,13,21,17,19,19,54,15,10,6,5,2,0,""
16,26,29,2,22,47,21,23,6,6,16,14,13,16,22,37,40,46,41,38,0,8,2,5,5,""
17,5,10,5,9,24,33,22,22,3,15,21,32,37,28,32,48,39,35,22,15,6,4,4,9,""
18,14,5,7,7,17,22,35,11,11,27,30,23,26,34,57,40,15,9,7,7,6,3,1,2,""
19,3,7,6,1,4,14,17,26,17,23,32,25,48,41,34,31,33,53,29,20,15,11,7,6,""
20,3,0,3,10,8,19,17,4,18,32,20,27,29,52,51,66,71,33,22,18,10,26,15,27,""
21,27,31,40,30,16,5,7,9,12,12,35,26,42,18,18,39,53,44,44,17,11,11,2,11,""
22,11,10,3,12,25,27,24,10,25,56,39,75,98,72,62,67,39,56,85,53,15,32,13,46,""
23,100,14,23,21,41,33,44,12,24,35,31,54,73,68,64,49,30,38,29,25,8,12,5,24,""
24,51,26,41,45,46,38,42,8,9,15,25,26,39,29,44,49,37,62,45,28,24,13,9,4,""
25,9,7,6,11,27,30,13,5,19,30,26,31,42,41,70,67,48,46,24,2,5,11,2,7,""
26,17,19,11,5,15,18,24,38,47,77,83,70,80,71,59,46,21,24,10,4,8,7,21,17,""
27,26,37,42,15,19,11,8,28,48,50,67,72,59,84,86,77,23,13,27,35,21,45,24,18,""
28,38,18,15,19,45,27,25,5,16,27,34,28,70,91,84,69,60,23,17,29,15,17,10,20,""
29,8,38,53,43,36,30,37,48,39,52,58,69,113,116,64,53,64,74,58,47,49,32,16,25,""
30,21,22,27,10,23,40,33,38,47,71,62,89,88,90,79,77,64,79,57,37,9,11,7,10,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]o`zal{bhIjzfe,"}`fgz'gl}"
