nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,17,10,22,12,25,14,10,9,15,3,2,13,5,10,5,9,6,15,13,14,12,17,19,""
02,18,17,10,18,17,20,23,15,15,21,8,3,7,3,2,1,12,7,5,5,5,1,12,10,""
03,17,17,17,14,9,20,13,23,17,11,11,11,8,4,4,3,6,6,5,6,7,7,24,15,""
04,16,10,17,20,23,21,19,18,12,9,8,9,6,12,6,7,16,5,10,16,10,23,22,34,""
05,20,25,40,19,19,40,35,25,22,6,17,14,22,10,15,7,9,13,4,10,10,12,17,9,""
06,13,15,11,16,21,26,13,30,21,8,8,4,8,6,3,6,5,4,10,15,16,8,17,20,""
07,23,17,13,17,11,7,18,11,10,4,3,8,6,16,6,5,11,6,4,11,6,20,17,19,""
08,16,16,7,13,16,14,8,18,12,5,6,1,9,4,5,8,2,13,7,8,7,13,15,11,""
09,10,12,9,13,13,12,9,9,17,10,9,5,7,9,0,6,10,5,5,8,13,8,10,11,""
10,9,9,11,13,8,14,15,5,3,14,2,3,1,3,1,6,8,1,10,7,9,13,7,13,""
11,9,10,12,13,14,14,18,2,6,5,6,17,19,12,21,4,7,11,16,14,11,16,11,24,""
12,16,17,18,12,18,23,35,16,4,2,5,4,2,9,3,3,12,30,22,8,8,19,38,32,""
13,25,18,15,17,35,40,25,32,31,37,28,9,6,14,21,13,13,10,6,38,33,27,38,32,""
14,21,26,20,41,25,32,36,24,18,60,23,12,8,5,5,5,6,12,16,20,17,10,17,22,""
15,13,11,17,27,22,30,26,16,20,25,9,10,8,3,5,7,5,4,2,10,16,22,17,32,""
16,17,21,18,17,23,34,30,29,30,42,22,5,6,5,4,11,16,4,11,25,25,26,30,25,""
17,32,24,32,28,39,44,23,44,14,33,21,18,8,17,11,10,10,13,18,12,5,22,32,31,""
18,20,32,32,35,41,40,29,21,20,29,12,35,22,12,8,18,11,8,11,15,9,19,29,31,""
19,24,27,24,28,28,33,29,38,22,15,23,26,20,16,10,9,7,20,18,17,19,11,28,30,""
20,19,22,26,32,21,36,36,17,10,11,17,10,9,10,3,10,12,14,15,19,23,12,11,16,""
21,12,12,8,15,17,22,14,8,15,21,35,20,12,14,3,11,0,2,8,10,1,17,18,15,""
22,11,10,15,15,13,16,22,21,16,12,15,8,8,14,8,8,12,5,13,14,6,21,26,31,""
23,13,23,24,37,44,32,15,42,24,13,21,17,11,13,11,10,16,16,16,16,15,21,33,12,""
24,32,27,26,29,37,25,38,33,24,15,16,7,10,12,13,12,2,10,8,13,25,29,11,5,""
25,6,3,4,6,10,8,16,29,22,10,15,21,4,9,9,3,20,12,17,7,4,14,24,24,""
26,21,19,18,23,28,22,24,42,7,8,21,21,11,1,6,7,9,13,24,22,17,5,7,26,""
27,22,13,12,11,13,15,20,9,4,2,3,4,3,5,5,5,2,4,6,13,7,13,17,23,""
28,14,20,12,11,18,11,17,19,8,14,6,9,5,1,1,5,8,11,10,18,10,18,30,19,""
29,19,15,13,17,22,24,22,25,23,13,20,9,6,11,5,11,10,11,6,7,9,19,26,14,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
