nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,68,30,39,48,44,92,181,169,180,178,165,134,148,148,131,151,159,166,141,143,114,26,43,32,""
02,30,40,43,62,55,117,167,192,174,208,192,198,165,77,57,127,136,143,121,128,151,108,102,43,""
03,30,30,37,77,78,154,176,176,216,211,209,182,178,175,135,111,128,175,86,116,87,99,97,74,""
04,71,84,115,111,130,121,148,160,170,153,150,159,160,134,117,121,125,114,118,103,93,99,118,75,""
05,56,159,104,129,94,94,111,186,168,163,160,150,140,133,67,123,141,137,127,140,128,99,110,76,""
06,66,95,87,82,85,89,175,159,197,173,199,175,189,175,149,91,68,58,48,51,121,50,40,45,""
07,40,34,45,62,82,67,100,45,57,45,37,49,37,47,38,50,35,30,31,21,18,24,14,26,""
08,35,74,78,58,31,33,30,36,33,38,41,41,26,41,40,34,28,30,37,42,32,29,22,18,""
09,27,13,30,37,30,29,108,104,174,153,123,179,140,118,105,84,92,69,96,120,126,158,166,90,""
10,29,49,71,71,67,73,167,219,222,194,194,197,178,155,163,130,177,163,147,136,124,106,62,49,""
11,51,39,44,53,43,67,49,71,186,194,168,169,144,127,129,187,176,127,132,71,59,25,22,19,""
12,16,34,47,42,47,49,153,155,133,155,163,177,125,141,140,112,118,125,146,165,102,105,93,76,""
13,54,45,107,132,153,118,113,217,268,248,216,198,232,178,135,151,141,134,139,142,140,112,122,90,""
14,61,102,147,161,130,132,146,188,198,215,205,208,208,178,185,166,142,153,138,122,124,97,35,19,""
15,20,29,33,36,46,40,154,219,194,189,190,203,195,194,157,144,159,149,117,123,133,97,90,85,""
16,102,106,156,123,68,59,139,159,166,167,184,181,165,167,130,145,144,162,141,141,115,138,110,112,""
17,85,66,77,38,125,57,101,180,216,192,206,212,214,193,182,157,123,114,145,135,130,43,30,19,""
18,34,32,41,45,45,51,134,221,197,190,202,190,195,172,164,142,191,169,193,181,106,103,103,114,""
19,85,97,39,29,38,41,168,179,206,197,209,189,179,190,179,147,124,136,157,154,115,83,62,78,""
20,88,34,45,104,81,112,134,145,197,193,178,183,199,162,182,180,148,161,150,100,106,105,82,68,""
21,135,46,25,31,42,33,45,33,168,193,206,225,186,198,188,177,170,146,127,120,166,121,78,93,""
22,80,87,121,130,106,106,128,160,170,178,173,184,196,164,165,149,129,135,101,142,93,89,104,54,""
23,13,23,30,77,139,162,128,118,180,194,180,198,170,155,165,112,140,114,109,90,87,144,84,66,""
24,98,32,41,113,96,38,165,165,193,188,191,198,155,158,171,136,140,164,133,134,111,104,104,67,""
25,19,28,34,23,36,26,121,153,193,192,182,200,188,170,177,132,170,156,136,114,105,99,103,105,""
26,105,14,21,17,14,11,153,192,207,218,196,206,196,181,179,114,15,23,17,18,17,14,9,7,""
27,12,12,116,94,89,86,99,155,175,186,200,204,187,174,145,119,99,15,11,13,10,7,6,8,""
28,6,7,8,22,10,11,6,9,13,16,15,19,30,33,30,20,28,22,8,13,11,12,9,14,""
29,19,23,21,16,-1,22,121,127,175,200,181,186,172,177,134,141,144,140,139,115,106,94,89,87,""
30,75,63,94,155,114,111,164,176,187,207,185,191,168,175,166,163,133,141,134,149,124,116,99,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
