nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,34,42,57,82,104,149,154,167,180,169,140,150,139,145,103,123,116,122,110,90,93,56,64,59,""
02,44,44,61,101,116,135,167,165,161,187,194,196,162,137,124,131,111,109,105,86,62,32,26,18,""
03,22,31,32,100,108,76,114,137,165,183,183,172,126,130,137,135,118,114,90,92,13,80,62,66,""
04,56,53,66,83,100,124,147,179,173,174,172,175,169,150,142,156,154,128,129,114,99,92,85,63,""
05,61,53,76,103,95,135,165,179,188,209,195,208,177,169,141,165,164,154,137,120,89,76,70,63,""
06,51,47,88,261,376,299,219,162,166,147,176,181,170,141,127,166,152,123,106,97,67,60,63,65,""
07,54,32,54,83,102,122,137,93,116,96,83,116,100,94,102,105,101,86,62,49,34,46,36,34,""
08,27,22,41,47,63,58,79,93,101,110,104,114,78,106,99,81,86,79,117,72,64,68,57,51,""
09,32,48,44,61,73,89,110,126,161,140,119,159,106,111,88,103,110,78,89,108,103,111,70,47,""
10,54,61,64,85,117,143,156,154,197,180,157,193,181,150,122,149,152,133,111,109,71,81,58,59,""
11,51,50,57,83,107,123,145,197,179,163,246,192,132,116,104,136,132,120,101,116,77,66,49,34,""
12,63,44,65,60,95,116,131,158,153,168,169,170,123,132,148,129,116,132,121,104,84,82,77,47,""
13,61,48,66,87,93,115,136,153,156,178,149,158,164,127,124,140,127,151,104,83,84,263,129,47,""
14,54,53,57,67,102,124,127,136,157,168,175,165,177,148,161,125,119,119,84,74,71,61,40,47,""
15,53,45,51,65,88,112,122,146,162,161,183,168,150,137,138,147,125,120,107,96,81,80,47,58,""
16,64,50,66,87,111,103,152,149,144,148,184,165,163,148,133,131,127,106,112,90,69,70,58,46,""
17,49,48,55,69,88,96,121,140,144,149,136,158,137,143,121,146,131,137,89,96,76,73,53,55,""
18,44,48,54,72,103,119,135,142,134,141,161,184,142,138,159,148,140,122,127,113,79,66,114,174,""
19,174,356,446,384,127,114,219,195,86,81,83,71,74,85,103,105,84,67,51,88,78,76,84,88,""
20,85,91,101,147,173,57,272,108,94,182,106,84,93,88,65,56,86,64,85,82,68,157,126,75,""
21,117,122,105,116,98,110,111,103,124,125,120,116,121,145,110,115,113,90,78,78,118,90,86,109,""
22,113,117,99,123,112,142,114,100,195,185,130,150,154,126,102,109,123,93,86,89,84,102,76,79,""
23,125,185,165,170,146,102,116,120,115,113,145,144,147,141,138,95,74,95,73,89,85,105,113,99,""
24,98,152,111,112,123,119,148,121,114,148,119,114,109,111,135,85,92,97,100,94,100,86,80,75,""
25,122,331,283,147,109,140,137,128,115,139,136,127,161,199,187,130,140,134,124,134,142,337,164,128,""
26,157,186,235,197,237,221,234,222,239,258,235,237,247,248,237,218,232,192,186,156,128,104,97,60,""
27,44,46,66,73,85,108,155,141,156,166,135,185,172,203,222,161,216,200,193,176,211,233,267,283,""
28,194,196,216,167,215,207,214,197,234,248,209,259,244,215,220,219,211,181,215,210,164,171,151,118,""
29,82,67,51,87,101,117,129,155,186,215,250,215,253,202,203,207,194,205,191,201,193,208,147,168,""
30,169,157,115,163,173,204,168,165,193,191,145,157,162,143,124,128,130,101,97,89,64,63,57,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
