mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,14,14,23,20,12,11,8,12,15,15,15,15,17,12,1,8,12,8,10,10,14,15,8,""
02,11,20,30,20,21,20,15,10,16,11,17,21,26,14,12,14,14,12,9,5,15,17,8,10,""
03,24,11,23,26,20,12,12,21,18,9,18,16,13,11,19,6,6,8,8,2,8,7,4,9,""
04,16,10,13,25,21,18,12,18,10,21,21,11,24,18,12,7,7,7,12,13,14,8,15,13,""
05,18,17,17,23,18,16,14,10,7,11,19,16,26,10,12,12,8,6,8,15,11,3,12,11,""
06,16,13,20,15,26,15,16,22,12,21,22,24,22,17,6,10,13,7,9,12,7,8,11,10,""
07,16,14,27,28,13,19,19,19,23,8,23,28,30,12,4,10,6,6,5,2,12,11,11,9,""
08,14,25,23,20,22,15,14,8,5,13,15,18,23,13,8,17,6,8,2,12,5,8,6,34,""
09,11,18,14,19,20,13,13,15,21,25,23,27,18,13,10,10,14,6,10,9,9,7,11,9,""
10,8,22,25,27,22,10,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,12,9,13,""
11,9,16,24,23,16,20,17,15,9,8,21,19,26,10,17,9,5,11,4,7,5,13,5,11,""
12,13,16,23,16,18,18,12,13,9,12,14,14,12,12,10,9,15,7,4,9,12,5,11,11,""
13,8,11,18,15,18,15,13,14,16,15,22,19,20,17,13,9,7,3,5,2,11,9,12,18,""
14,14,12,13,17,12,8,7,19,14,18,24,19,18,13,6,11,5,5,7,6,11,12,11,12,""
15,8,11,17,19,22,15,10,12,13,18,13,21,26,19,17,12,8,9,12,8,10,14,21,21,""
16,22,12,24,27,14,15,17,26,15,24,22,31,34,17,18,13,9,7,11,8,9,15,19,6,""
17,16,17,27,29,20,16,29,15,17,19,25,29,19,26,20,12,14,6,5,11,15,7,16,12,""
18,9,22,26,20,26,16,27,17,12,15,20,25,24,12,26,15,4,10,4,12,20,15,12,9,""
19,23,23,22,17,21,10,30,14,10,13,16,27,25,24,26,11,10,10,9,7,8,15,7,10,""
20,13,19,34,34,24,29,21,18,22,22,15,22,25,10,19,8,6,10,8,10,14,15,13,8,""
21,18,20,24,15,19,9,12,17,18,11,13,22,18,13,15,17,7,7,7,6,13,7,21,16,""
22,12,26,18,23,27,12,9,9,8,26,12,29,22,22,18,12,8,2,5,5,11,7,6,11,""
23,11,20,20,23,18,12,14,19,14,16,19,20,17,30,19,12,12,6,4,8,12,12,6,10,""
24,14,17,14,23,12,10,16,17,20,22,17,21,30,25,12,14,15,7,10,8,9,8,9,6,""
25,5,16,17,20,20,15,12,21,20,19,23,27,16,12,11,11,8,2,14,4,13,11,5,20,""
26,18,17,13,14,6,18,21,12,10,11,16,20,21,24,16,14,10,14,3,7,5,13,8,12,""
27,19,-1,22,22,20,21,10,17,19,13,22,17,32,22,38,15,13,13,4,7,14,7,9,11,""
28,14,16,15,25,24,23,23,13,11,18,20,17,12,27,26,10,11,9,12,8,11,11,19,13,""
29,13,20,18,20,27,24,12,17,19,6,23,23,26,23,18,15,12,9,9,12,6,12,10,7,""
30,12,21,24,23,23,18,21,19,15,18,17,19,22,26,24,10,8,14,8,7,6,4,6,11,""
31,21,27,18,25,24,14,23,25,17,18,17,23,33,17,23,16,9,11,6,8,6,8,14,4,""
