mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,060,069,059,066,058,075,061,073,076,075,087,081,057,075,043,058,060,036,022,032,049,063,060,074
02,067,053,069,066,062,079,071,092,073,085,083,092,064,067,057,060,036,025,023,029,033,043,069,052
03,077,070,057,066,073,061,077,065,071,068,083,059,064,082,063,051,034,025,029,029,032,053,072,060
04,067,076,063,079,073,064,079,074,076,097,091,082,065,058,060,046,042,027,020,026,036,059,067,076
05,064,066,075,080,071,073,083,078,070,083,085,078,067,077,063,055,056,055,057,055,055,058,058,064
06,067,095,093,088,064,069,072,085,075,083,093,082,075,052,059,055,062,047,051,049,049,067,061,067
07,076,081,089,087,070,070,095,071,086,089,083,091,073,068,069,056,047,032,024,040,039,052,062,070
08,086,079,087,080,088,074,071,076,084,071,080,092,065,044,040,051,026,015,037,021,028,030,062,067
09,072,072,052,059,068,067,035,049,043,067,073,069,049,064,048,030,024,019,026,028,043,042,065,079
10,055,061,068,070,057,046,040,052,058,068,068,052,053,043,038,042,027,020,024,018,038,051,062,061
11,057,060,075,072,069,042,034,028,024,049,063,078,062,058,058,048,036,029,025,021,036,063,060,062
12,064,075,070,072,079,076,073,083,087,097,101,085,093,063,050,057,034,019,032,027,040,051,055,059
13,072,054,062,073,061,084,074,087,066,043,056,053,034,034,037,027,033,020,020,028,024,038,039,048
14,061,071,071,054,051,065,053,075,078,070,073,078,057,058,056,052,044,026,013,017,034,047,045,049
15,054,052,061,063,046,075,071,074,065,063,045,044,038,050,059,042,025,025,020,026,036,046,059,049
16,066,053,073,059,061,055,057,072,090,099,090,079,059,040,042,042,030,030,014,030,043,052,039,050
17,060,072,078,066,056,048,076,064,088,093,090,074,062,065,047,031,025,027,023,022,039,047,062,071
18,066,067,063,072,058,073,073,087,074,075,078,066,062,065,052,050,036,022,024,030,043,059,056,052
19,064,062,059,077,059,079,096,079,086,069,087,075,064,047,054,034,045,043,031,032,039,056,053,060
20,068,059,061,063,066,054,061,078,063,056,059,058,052,065,042,045,040,035,025,039,046,041,069,080
21,072,073,068,064,067,069,043,081,067,081,065,078,071,070,050,038,029,021,018,026,042,044,060,064
22,067,073,071,074,071,051,039,070,084,074,083,069,071,054,048,043,032,023,032,040,031,052,048,054
23,044,065,060,065,076,063,080,076,072,091,086,091,046,033,041,044,034,026,022,028,039,050,045,055
24,042,066,065,072,047,068,054,051,058,077,095,050,030,041,054,056,032,032,018,024,024,039,050,060
25,080,048,071,072,075,061,044,058,044,055,044,052,027,029,030,025,029,031,030,025,021,032,039,047
26,052,040,047,054,030,031,040,031,027,041,047,039,039,036,041,026,028,018,017,026,022,032,035,039
27,047,037,040,039,051,050,055,043,043,060,061,062,035,044,037,031,032,019,022,026,023,032,037,038
28,040,038,035,040,054,049,115,067,137,091,063,039,041,026,037,035,027,023,022,032,028,026,031,037
29,056,026,057,048,053,063,048,063,047,068,077,057,056,048,047,032,026,030,015,031,027,042,051,051
30,057,053,054,044,060,063,057,053,073,079,073,053,042,069,029,034,028,022,022,038,044,051,047,058
31,057,048,043,054,071,074,081,064,064,115,120,109,087,069,027,025,025,021,012,031,042,038,041,015
