mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,3,4,3,3,3,-1,-1,-1,-1,1,4,6,5,1,7,5,10,7,11,11,13,9,9,""
02,9,4,5,3,4,5,4,2,-1,-1,2,7,3,4,6,8,5,2,7,5,1,8,4,6,""
03,5,10,8,-1,3,3,1,-1,1,-1,3,-1,2,4,2,5,3,3,3,4,4,7,7,4,""
04,5,7,6,4,3,1,1,2,1,1,1,2,2,3,4,2,4,6,6,4,3,3,8,4,""
05,8,4,3,4,6,2,3,4,2,1,1,-1,1,6,3,5,8,7,9,14,6,15,10,8,""
06,17,10,11,10,8,3,2,3,1,5,-1,6,8,9,9,9,13,9,11,5,11,10,16,21,""
07,14,7,9,9,8,5,3,4,3,2,2,5,1,10,4,6,4,8,20,12,15,9,5,8,""
08,4,10,8,1,-1,3,3,4,1,2,-1,2,3,6,4,11,6,12,8,12,10,8,9,11,""
09,16,10,14,7,5,2,5,4,2,1,2,1,6,7,3,8,7,10,15,17,18,15,25,24,""
10,13,12,7,12,7,3,4,-1,2,1,1,6,5,6,4,-1,-1,-1,-1,-1,-1,-1,-1,0,""
11,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
13,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,5,2,9,2,5,10,7,11,8,13,10,5,14,23,""
14,23,16,16,11,11,6,4,1,2,4,4,8,4,5,2,16,11,14,10,7,11,6,13,16,""
15,8,8,3,5,3,3,3,3,2,3,3,7,5,3,6,10,16,4,9,5,11,11,9,14,""
16,13,10,2,7,6,8,3,5,3,5,2,5,1,7,10,13,6,9,12,16,12,15,16,12,""
17,10,3,4,3,7,4,-1,-1,4,2,1,1,5,6,13,13,11,10,6,15,9,14,13,16,""
18,15,8,5,3,6,1,1,6,2,-1,1,7,9,5,4,13,10,-1,1,8,5,6,11,7,""
19,4,2,10,2,5,4,-1,-1,-1,1,-1,1,4,2,1,-1,2,3,1,5,10,9,18,17,""
20,12,9,7,1,6,5,1,1,1,2,3,5,10,5,5,14,7,12,9,10,11,14,17,21,""
21,10,16,8,5,7,5,6,1,2,1,-1,3,10,3,4,11,5,6,15,16,20,15,17,13,""
22,12,10,6,4,7,7,4,1,4,2,5,5,8,9,8,3,4,11,11,13,7,17,27,9,""
23,24,11,9,5,3,6,-1,4,3,2,2,4,6,4,16,7,7,12,13,9,10,8,19,19,""
24,6,1,3,12,7,4,7,3,4,4,5,5,-1,-1,8,7,7,5,8,13,16,16,16,14,""
25,8,7,4,4,6,4,5,3,3,-1,2,2,4,10,15,10,4,13,14,12,14,13,23,18,""
26,12,13,7,8,8,4,1,-1,1,3,1,5,5,10,9,8,8,11,11,5,9,12,26,16,""
27,10,11,8,9,6,5,13,2,-1,1,1,6,11,9,13,9,6,13,6,6,10,16,19,14,""
28,20,16,8,6,9,7,4,1,4,2,4,6,9,6,5,10,14,9,7,11,14,18,15,17,""
29,16,18,12,6,6,6,3,3,2,2,5,8,10,12,5,12,14,15,12,11,16,5,8,10,""
30,10,6,2,2,2,1,2,2,-1,-1,1,4,3,5,2,3,3,4,4,6,5,4,3,8,""
31,-1,2,3,1,-1,-1,1,4,1,2,2,-1,7,4,5,6,3,2,9,2,7,4,4,0,""
