mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,72,76,59,72,70,59,76,61,64,80,80,72,61,55,57,45,35,35,27,28,36,65,73,83,""
02,68,48,75,86,73,60,50,58,71,73,80,65,65,-1,57,40,28,22,30,25,31,50,80,68,""
03,78,87,74,80,65,51,83,63,72,80,71,62,56,54,53,36,21,24,26,26,35,50,71,79,""
04,80,72,72,79,68,57,70,54,64,82,87,65,58,49,55,46,41,27,30,39,48,52,67,79,""
05,69,85,71,73,73,58,69,82,72,97,86,83,60,62,68,41,42,25,28,32,49,63,63,98,""
06,74,91,91,105,89,91,84,113,116,169,144,101,112,95,87,71,41,39,37,30,56,81,54,81,""
07,98,76,101,100,83,63,64,63,64,72,58,73,52,83,52,46,40,20,16,24,50,41,63,73,""
08,87,78,75,80,71,49,53,57,69,78,90,63,73,68,58,37,39,22,23,23,44,45,70,68,""
09,69,71,94,105,74,50,56,51,87,80,84,73,63,57,49,39,26,23,22,29,32,57,80,84,""
10,71,79,73,90,83,59,49,81,68,87,88,74,66,66,53,35,27,31,24,20,43,41,59,69,""
11,86,76,82,97,90,77,74,65,76,77,73,77,55,151,130,43,32,31,28,23,38,61,76,76,""
12,92,87,68,75,89,117,63,101,98,93,79,91,88,70,69,41,52,26,28,28,56,60,78,70,""
13,76,59,84,92,85,80,96,113,141,150,132,135,107,-1,98,70,86,54,35,30,48,74,75,86,""
14,89,77,77,89,69,53,49,93,82,102,80,71,79,50,55,39,26,32,27,28,44,66,70,80,""
15,98,76,74,112,73,64,78,84,84,92,89,80,70,42,62,62,39,42,37,37,34,53,69,73,""
16,83,77,79,90,87,83,99,94,101,77,85,98,76,68,67,43,27,37,15,20,40,46,69,74,""
17,101,74,93,89,68,58,66,89,95,98,88,88,70,74,61,54,28,23,30,32,41,59,84,80,""
18,89,78,77,86,78,60,76,53,71,91,69,56,51,54,50,34,47,25,24,36,32,44,-1,69,""
19,75,79,66,89,80,63,92,-1,-1,-1,-1,61,73,63,61,34,33,22,26,36,43,64,86,85,""
20,76,90,81,83,75,95,95,150,148,154,132,119,137,104,-1,76,75,37,43,39,53,59,82,92,""
21,87,79,79,117,87,65,36,65,115,114,91,88,69,81,63,38,48,39,34,29,28,60,89,99,""
22,95,87,82,90,74,61,77,113,91,102,86,62,80,65,49,45,38,28,22,24,33,49,78,99,""
23,82,94,88,106,79,64,67,99,103,112,69,69,58,78,-1,71,31,31,26,26,31,47,87,97,""
24,90,85,71,88,65,60,71,96,112,91,86,75,72,73,64,34,44,27,26,28,47,41,73,74,""
25,95,91,84,92,70,74,67,105,120,93,89,67,-1,99,59,45,47,29,34,33,42,51,73,87,""
26,104,82,70,75,89,69,91,105,121,99,100,101,79,71,77,58,40,40,29,32,50,82,57,100,""
27,92,83,97,90,88,93,120,135,157,164,139,112,123,121,100,72,48,44,49,47,54,68,70,81,""
28,96,92,87,97,76,63,98,92,127,121,81,90,91,87,80,43,33,32,30,26,40,46,82,89,""
29,90,73,98,97,98,72,95,85,91,96,87,143,102,70,47,43,33,42,20,25,47,57,69,76,""
30,96,82,98,91,65,53,84,82,80,105,62,133,60,77,44,77,42,25,26,30,36,67,58,89,""
31,92,102,86,82,62,69,62,79,100,99,76,75,76,100,72,58,56,37,20,34,38,69,-1,-1,""
