Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,21,10,20,17,42,23,19,42,36,12,18,51,73,46,34,28,44,49,37,16,32,13,54,53
2,86,39,19,24,52,32,66,29,36,23,25,65,74,37,34,38,19,15,25,6,9,8,19,30
3,39,52,51,38,29,18,25,94,94,66,45,25,50,31,32,20,13,15,14,5,13,4,43,41
4,35,14,14,30,35,44,66,27,38,54,20,78,78,55,85,39,5,31,32,15,17,14,47,29
5,74,24,25,21,76,92,83,58,93,73,65,151,182,179,134,99,66,64,25,23,13,10,51,22
6,81,49,20,15,42,48,54,93,24,64,92,52,70,101,157,74,141,41,11,9,7,10,14,17
7,56,86,29,47,52,78,50,20,36,31,22,19,27,49,28,14,15,14,26,23,8,10,5,9
8,10,9,21,13,28,15,17,25,15,7,21,58,57,33,33,45,33,23,19,3,7,7,21,18
9,70,7,18,22,41,33,47,25,55,26,29,97,59,30,43,27,6,18,73,82,37,10,18,13
10,32,20,19,20,17,20,33,14,12,16,18,26,30,10,8,6,7,6,9,3,2,2,24,12
11,18,8,6,18,11,13,25,8,10,13,10,34,28,12,17,55,7,13,6,4,5,7,22,15
12,29,13,17,4,28,31,43,5,10,14,4,20,16,20,26,10,8,24,16,5,4,7,16,13
13,36,4,4,11,15,14,17,20,14,16,22,10,23,22,44,34,16,7,12,15,12,11,24,16
14,21,11,22,14,19,39,21,17,22,30,23,37,11,11,15,51,31,14,9,10,6,23,19,18
15,16,7,8,10,18,13,13,28,25,23,10,44,58,18,18,27,23,25,26,8,22,16,35,29
16,39,9,12,12,19,17,32,12,10,18,17,33,22,8,7,11,23,16,16,8,7,16,22,13
17,16,7,11,8,12,19,19,16,13,9,5,23,28,20,22,15,27,10,14,3,11,5,20,24
18,42,16,6,10,21,19,44,12,18,17,15,27,20,24,23,30,22,34,42,13,30,26,49,32
19,47,11,10,13,37,18,60,17,12,41,17,34,22,23,16,20,24,22,20,17,13,20,25,24
20,56,25,33,37,24,27,22,31,9,17,14,12,15,11,22,10,8,14,18,21,33,9,32,25
21,14,10,5,12,18,17,22,17,19,24,22,19,36,77,53,65,37,21,18,23,17,15,15,15
22,14,8,21,19,7,6,7,17,14,9,21,17,35,14,39,26,29,18,12,9,11,10,24,12
23,30,13,12,8,25,20,35,17,36,50,14,16,22,19,19,24,20,10,14,9,7,11,21,25
24,46,25,27,33,40,49,20,6,10,32,12,19,19,21,19,19,19,20,18,17,12,12,25,22
25,56,25,13,32,20,31,54,21,54,34,41,20,27,39,55,102,53,46,8,15,12,17,22,41
26,81,50,52,50,34,36,40,9,11,20,11,17,6,11,11,8,19,9,16,20,9,8,14,16
27,19,14,13,8,19,11,11,14,13,16,14,10,13,18,18,16,18,9,18,26,12,11,11,6
28,17,7,8,8,15,12,11,3,11,10,9,5,17,38,53,16,33,17,9,6,7,7,6,10
29,11,12,4,10,9,10,6,18,11,12,7,10,14,15,24,14,14,16,15,5,10,6,12,12
30,39,19,17,49,38,23,53,23,31,57,25,37,32,30,56,91,38,33,22,15,32,22,41,14
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
