feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,28,15,14,12,9,21,11,14,10,15,12,12,17,20,32,67,46,46,62,56,54,52,35,32,""
02,25,14,9,8,6,14,15,24,19,8,18,14,12,25,36,49,137,58,47,43,48,51,44,34,""
03,42,26,25,175,131,107,75,16,17,11,23,11,18,35,37,32,50,51,62,55,51,85,135,149,""
04,207,215,44,93,25,29,16,16,7,10,12,22,16,24,25,37,36,41,34,24,34,26,52,112,""
05,118,121,82,166,22,21,20,15,11,15,13,14,19,38,236,56,42,59,70,62,70,90,59,49,""
06,47,193,258,156,122,19,21,25,24,113,281,121,37,48,58,74,113,65,47,69,77,63,59,40,""
07,43,45,93,14,24,18,82,44,33,129,135,123,115,41,28,40,73,50,72,68,70,74,46,54,""
08,22,20,35,21,30,17,6,9,19,13,14,17,25,35,44,42,62,48,49,58,51,68,61,22,""
09,16,25,21,14,22,9,23,10,10,14,20,20,23,37,32,50,66,50,48,62,50,54,36,37,""
10,24,26,19,18,22,17,18,15,10,15,21,11,33,39,64,50,58,69,56,66,84,53,37,41,""
11,30,31,17,16,7,16,12,20,8,18,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,34,29,""
12,31,22,14,18,29,105,53,23,24,11,16,17,25,26,38,39,53,49,65,108,48,68,52,37,""
13,37,25,22,21,21,19,17,15,8,16,12,13,21,21,40,23,40,45,41,72,66,63,58,39,""
14,41,23,26,23,27,22,11,17,11,20,32,22,29,36,55,54,72,66,60,62,116,86,84,61,""
15,54,40,36,27,34,14,13,9,12,10,19,268,260,155,251,62,58,44,81,69,85,93,71,62,""
16,55,104,117,37,20,22,11,13,13,10,17,24,23,35,30,46,40,33,61,51,87,51,58,52,""
17,30,34,28,31,28,21,23,15,11,19,24,21,36,55,52,64,58,54,89,64,76,139,80,71,""
18,34,30,35,31,27,28,8,25,14,9,1,11,24,7,35,46,60,55,50,87,69,8,17,61,""
19,33,23,22,30,23,20,17,8,5,5,14,135,11,1,2,0,0,0,7,3,11,74,56,31,""
20,32,24,17,24,22,17,19,11,16,19,9,21,30,41,45,75,56,55,62,8,38,15,0,4,""
21,21,17,11,28,27,17,11,9,18,20,20,32,36,30,42,44,39,32,60,45,68,54,44,43,""
22,31,18,20,19,23,25,17,21,11,12,19,0,14,32,39,69,38,20,7,9,8,12,26,55,""
23,7,26,26,25,18,16,10,18,119,7,112,6,1,4,32,34,44,43,48,46,80,65,33,36,""
24,4,4,18,18,13,11,24,10,10,15,11,0,3,4,2,5,2,6,27,69,54,54,3,1,""
25,13,31,29,24,27,15,15,7,11,8,2,0,2,0,4,5,5,2,7,14,6,53,51,4,""
26,28,22,29,26,11,15,16,15,13,9,11,5,18,17,19,19,1,0,1,2,1,31,35,5,""
27,6,20,19,22,27,25,21,9,17,13,12,8,16,6,19,18,28,47,37,51,69,67,63,13,""
28,4,14,31,32,37,31,19,19,12,12,7,0,0,4,5,36,26,29,47,53,64,60,50,36,""
29,1,23,8,17,19,19,15,15,9,5,14,20,8,25,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]b;qgIzbpdlza'jfd'h,""
