feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,1,7,14,11,19,18,28,44,54,59,59,67,49,43,34,27,24,28,21,13,10,7,2,""
02,5,2,9,6,14,20,20,43,41,57,67,79,58,47,33,28,37,26,21,24,12,7,10,5,""
03,3,7,7,9,13,11,24,27,28,53,61,59,63,51,38,31,44,31,22,21,11,8,3,2,""
04,1,2,7,8,10,19,25,27,40,64,70,66,66,60,34,36,34,32,19,21,12,11,3,3,""
05,3,8,5,10,12,15,12,27,43,53,70,76,60,52,38,30,41,33,22,16,8,6,4,4,""
06,3,4,9,13,11,16,25,38,53,68,58,65,50,43,33,45,35,26,18,13,15,12,6,1,""
07,4,4,7,14,16,22,18,22,34,54,57,74,66,51,31,30,22,18,16,14,12,3,3,1,""
08,1,1,2,3,10,13,10,20,29,31,37,45,36,32,30,33,32,22,14,6,7,5,3,4,""
09,0,2,3,4,9,7,20,28,29,37,60,52,48,36,28,29,31,21,19,8,11,6,2,3,""
10,1,4,4,4,10,7,16,28,29,23,49,47,44,29,24,19,18,25,17,10,3,1,1,2,""
11,1,2,3,9,8,14,16,19,30,47,45,36,37,35,32,20,20,7,9,9,8,9,3,3,""
12,5,5,2,4,11,14,17,15,32,41,40,30,45,35,26,18,15,25,18,14,9,3,2,2,""
13,1,2,5,7,8,8,9,18,17,31,35,40,49,39,32,20,25,9,16,10,10,6,1,1,""
14,1,1,5,10,6,21,11,15,25,21,39,43,27,29,21,26,16,20,23,11,12,7,2,5,""
15,2,4,3,4,9,7,10,11,14,23,26,38,34,29,28,18,25,20,15,20,5,4,6,1,""
16,2,5,3,6,15,11,11,15,27,33,42,47,50,45,36,33,30,25,17,9,0,0,0,0,""
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,""
20,2,4,1,6,14,17,19,24,23,45,40,42,46,29,32,28,34,30,22,18,8,10,13,5,""
21,5,3,6,9,14,21,17,25,24,43,45,47,40,32,25,27,26,35,14,11,11,9,4,4,""
22,3,4,8,7,10,14,16,20,31,39,28,40,43,38,44,37,46,28,19,20,20,11,6,3,""
23,3,3,9,6,10,17,16,21,25,37,48,57,37,33,27,34,23,21,29,13,14,2,3,4,""
24,5,4,3,8,11,17,13,24,35,36,39,46,39,36,39,29,23,15,12,15,10,7,4,3,""
25,2,3,1,7,11,14,14,24,40,39,47,48,53,53,37,32,20,23,15,9,8,7,5,3,""
26,1,4,8,9,11,13,14,17,23,34,48,48,28,33,26,28,30,17,13,17,13,9,1,1,""
27,2,6,7,15,12,11,26,27,29,44,55,54,41,44,28,26,32,29,28,9,6,9,2,5,""
28,3,2,9,8,5,17,20,24,30,51,47,59,49,52,38,28,34,11,13,12,17,8,3,3,""
29,1,1,4,3,3,15,20,17,33,39,51,40,46,39,42,27,26,22,23,14,10,11,7,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
