feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,6,9,17,22,23,23,20,20,21,11,26,21,16,8,2,4,10,8,5,9,11,6,14,""
02,9,7,15,18,15,9,21,13,11,10,18,10,14,6,7,2,4,4,3,4,19,6,6,12,""
03,4,7,10,13,22,25,13,14,13,14,13,12,13,4,9,12,4,2,6,4,3,10,5,8,""
04,8,8,11,16,10,15,18,13,16,20,16,8,11,5,5,8,5,7,5,7,7,6,12,10,""
05,11,14,17,15,18,14,20,16,13,23,16,20,6,2,12,7,6,14,9,8,16,9,4,13,""
06,6,9,10,15,9,10,8,24,17,21,19,16,9,8,4,11,10,7,1,16,9,12,3,6,""
07,9,6,18,11,15,21,12,12,16,23,18,13,19,9,4,6,9,8,3,9,16,13,7,11,""
08,7,7,12,9,17,11,18,28,15,15,11,14,5,11,4,5,3,4,3,8,9,11,6,6,""
09,11,9,10,10,13,14,22,17,8,17,15,7,11,8,5,3,3,6,7,5,9,5,10,6,""
10,8,12,9,13,17,23,14,12,12,24,12,15,12,7,4,3,2,0,4,2,10,3,8,8,""
11,6,5,9,6,16,6,21,16,9,8,13,11,14,11,9,9,4,2,4,2,9,6,12,10,""
12,9,8,11,19,12,16,18,9,12,15,14,8,10,8,5,6,6,3,4,7,10,6,17,4,""
13,14,9,14,13,19,11,15,12,14,15,12,12,12,7,4,3,4,4,4,11,6,10,12,9,""
14,10,14,9,18,20,22,15,18,8,19,11,11,7,10,4,5,6,6,7,8,8,9,9,6,""
15,6,11,8,17,14,18,17,14,16,15,17,10,14,4,7,5,11,4,7,8,4,15,5,9,""
16,9,10,14,11,6,17,14,13,12,13,6,19,11,8,6,6,4,7,3,7,6,6,8,15,""
17,4,12,13,19,15,14,13,23,18,24,13,10,8,8,8,5,4,7,5,5,11,4,8,8,""
18,6,12,12,16,10,12,16,15,19,17,14,17,8,10,2,10,3,4,0,7,6,4,6,6,""
19,9,9,16,9,10,12,11,20,8,8,5,6,10,8,4,13,9,7,10,3,11,9,10,7,""
20,6,8,15,16,8,13,16,15,18,22,9,25,12,7,8,8,8,7,9,6,10,3,12,6,""
21,10,8,8,8,16,18,19,19,13,24,32,10,17,22,24,8,9,8,13,13,31,16,6,8,""
22,7,9,18,18,15,11,14,20,10,23,16,17,12,7,4,7,2,5,11,9,12,8,6,5,""
23,10,6,12,22,19,14,23,18,18,21,10,18,19,8,6,6,7,1,4,6,5,11,10,10,""
24,8,11,14,17,20,12,15,15,20,23,10,9,8,11,12,10,9,3,5,4,5,10,6,8,""
25,9,15,16,15,17,18,24,15,18,16,15,10,12,6,6,3,5,1,9,6,12,9,7,5,""
26,12,12,18,15,20,23,26,17,14,20,23,13,16,19,11,14,7,8,13,12,28,10,10,13,""
27,11,18,6,32,14,15,25,18,13,26,22,12,11,7,5,7,3,4,7,7,5,10,6,10,""
28,10,16,12,17,17,17,16,16,22,27,29,19,19,12,18,8,7,9,9,13,11,15,5,15,""
29,10,9,7,12,9,7,21,21,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
