feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,15,29,26,37,43,55,42,50,57,48,39,51,54,68,49,55,47,59,38,37,24,21,15,""
02,3,10,28,34,35,40,51,61,61,46,49,51,59,46,62,58,50,39,52,37,33,24,18,12,""
03,11,13,33,28,46,41,53,53,73,61,64,49,50,67,47,71,55,36,42,51,24,18,22,13,""
04,16,19,22,26,26,40,48,59,45,59,40,52,59,58,61,71,45,46,41,44,39,15,11,11,""
05,11,17,22,31,31,45,45,59,53,56,55,57,59,45,55,57,61,49,42,37,30,19,18,14,""
06,13,12,21,28,37,39,46,39,50,57,49,63,46,66,53,54,50,54,49,37,33,18,17,14,""
07,17,22,17,24,40,40,51,45,59,56,55,51,48,54,53,55,58,54,34,36,26,17,15,12,""
08,13,21,21,26,36,38,45,45,51,37,40,29,40,43,58,59,49,53,51,44,33,26,13,11,""
09,12,13,18,23,30,34,60,53,48,36,34,55,47,56,48,65,58,53,39,27,27,17,5,10,""
10,14,14,25,33,30,34,28,30,42,35,38,48,4,46,44,38,51,52,42,21,17,10,17,25,""
11,17,22,28,39,51,47,59,65,79,56,61,57,58,60,54,68,68,68,60,49,28,29,13,19,""
12,15,20,29,33,33,45,46,50,67,54,52,60,62,68,76,77,66,77,48,37,25,17,17,14,""
13,13,19,20,20,29,27,47,62,53,47,44,44,61,60,60,66,59,67,51,48,25,20,18,16,""
14,14,28,27,34,35,42,53,62,64,64,49,51,48,67,56,56,47,41,50,58,25,28,15,6,""
15,13,14,26,19,29,34,55,49,57,47,45,44,46,48,47,48,64,62,56,48,33,22,23,9,""
16,17,18,32,31,41,66,45,55,49,53,52,41,49,58,60,52,58,53,70,55,37,19,26,22,""
17,15,23,35,31,42,51,51,59,56,49,52,49,37,70,59,60,87,66,58,53,32,26,17,14,""
18,14,21,24,16,28,28,56,59,39,47,40,40,33,30,58,64,58,56,43,38,33,21,8,13,""
19,17,15,21,18,25,32,48,49,45,29,32,40,42,38,49,57,72,45,45,47,36,17,12,16,""
20,10,23,26,34,38,53,54,50,49,48,33,63,58,54,56,64,71,52,42,45,20,15,15,13,""
21,23,17,19,28,36,41,44,57,55,61,45,44,50,46,72,49,58,60,54,37,28,15,17,14,""
22,8,20,27,27,33,45,49,34,61,51,50,50,49,60,58,64,60,64,67,35,31,22,14,14,""
23,12,18,29,26,25,45,66,42,53,54,43,48,48,64,68,66,58,51,55,44,35,21,11,14,""
24,10,18,17,26,34,40,43,56,45,42,43,53,52,60,52,64,76,75,57,47,29,12,21,14,""
25,21,19,29,30,53,51,63,53,52,50,54,42,46,61,62,60,52,61,63,55,32,27,20,20,""
26,26,13,18,33,44,41,56,44,59,62,38,55,57,64,73,57,73,57,54,54,29,17,18,13,""
27,13,13,18,33,39,51,60,51,52,68,50,45,52,49,52,77,82,62,53,37,33,0,11,13,""
28,9,25,20,35,37,43,39,51,51,54,40,50,51,53,53,76,54,57,49,33,34,21,17,6,""
29,17,21,23,36,37,34,44,50,60,53,38,52,52,40,53,46,62,44,47,45,17,25,13,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
