feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,055,072,073,076,069,072,073,070,055,081,071,074,055,038,048,041,037,031,045,047,054,051,050,055
02,080,064,063,067,073,070,050,063,052,065,070,062,061,054,028,037,028,032,045,043,042,047,049,058
03,061,050,084,091,080,092,063,066,066,073,069,051,059,045,047,039,037,043,040,045,047,047,055,051
04,051,063,052,064,066,058,078,070,074,061,067,090,065,038,042,049,014,-1,-1,028,044,036,050,047
05,070,059,061,077,087,060,096,083,066,089,076,073,055,066,060,061,056,040,047,049,045,056,037,032
06,056,063,067,072,081,081,074,073,078,093,078,075,066,050,043,045,033,032,053,053,071,049,073,065
07,076,067,068,069,077,072,080,079,087,069,059,069,050,047,041,043,039,036,060,043,053,051,056,066
08,044,087,061,069,081,067,075,083,069,071,075,090,076,063,048,041,040,033,063,063,046,057,068,068
09,057,071,072,081,082,085,088,063,079,068,082,061,065,044,046,029,035,031,045,047,046,047,058,054
10,071,078,068,077,074,066,086,060,079,071,076,077,072,046,032,047,034,041,050,052,055,050,068,064
11,059,068,071,073,067,068,082,071,070,056,069,078,063,055,075,064,050,035,063,057,069,046,057,061
12,090,079,087,081,073,072,083,084,088,068,076,083,060,050,041,046,034,062,080,043,056,069,079,075
13,070,071,091,094,080,109,086,089,090,083,073,089,079,090,063,064,061,047,052,058,068,062,064,120
14,123,097,073,087,073,075,067,092,095,106,080,069,083,053,045,043,072,063,038,049,046,056,067,078
15,065,058,080,091,091,088,104,093,093,098,083,069,074,062,061,059,068,050,068,075,071,067,076,068
16,080,083,059,086,082,071,094,074,098,106,094,060,082,092,079,066,058,051,054,057,057,070,076,080
17,094,064,077,097,090,081,081,076,086,082,009,085,097,079,070,064,109,060,070,073,072,062,068,062
18,069,109,097,089,090,100,100,095,069,063,092,105,104,095,092,087,083,063,060,064,056,061,077,060
19,069,054,085,051,067,074,081,063,071,061,074,072,072,053,056,048,035,024,038,048,037,051,057,063
20,045,061,052,066,069,049,065,047,060,066,068,055,054,035,043,032,041,032,039,043,044,052,067,072
21,075,074,090,094,071,072,066,067,083,074,071,078,061,050,044,039,032,036,039,034,035,043,044,057
22,054,055,053,075,053,075,070,069,055,058,066,061,059,036,045,036,034,024,037,035,035,042,039,056
23,053,057,071,064,058,059,031,-1,-1,-1,-1,-1,-1,003,013,018,014,019,022,014,018,016,027,021
24,015,016,012,023,014,016,016,013,017,022,012,022,015,013,014,022,018,016,028,021,031,032,046,035
25,030,019,019,027,030,020,019,022,028,029,018,034,015,026,014,019,014,021,011,013,013,012,015,014
26,015,018,015,015,013,014,016,017,017,028,019,021,017,016,010,015,012,013,012,012,021,022,020,010
27,013,011,009,012,014,007,012,016,019,012,012,028,017,022,019,015,016,012,015,013,012,013,009,011
28,018,018,019,014,011,010,014,018,022,021,015,014,019,014,017,016,012,012,013,012,011,016,019,014
29,018,026,018,011,014,014,017,006,016,033,026,015,040,026,027,026,006,011,011,008,008,015,003,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
