sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,41,40,35,43,47,33,22,42,39,18,21,31,12,16,15,15,14,21,19,17,19,35,35,39
02,30,34,34,31,27,39,34,46,40,21,18,16,15,15,22,13,20,26,19,18,30,33,47,38
03,22,29,28,33,44,37,44,38,34,41,18,23,21,15,21,16,14,19,17,30,20,35,35,33
04,40,39,33,50,41,35,36,37,37,30,20,22,17,10,22,16,21,21,22,16,34,41,38,38
05,32,40,32,46,34,33,42,44,28,24,28,18,19,14,15,16,11,22,29,18,32,32,44,42
06,37,41,38,43,41,35,44,40,24,20,22,15,20,18,17,15,16,17,17,23,30,39,41,39
07,34,45,41,36,34,38,39,32,32,31,25,15,13,20,12,12,17,19,17,21,20,23,48,24
08,26,29,26,29,32,36,44,39,40,26,7,17,9,15,13,17,17,8,13,20,18,33,39,37
09,25,29,16,23,25,29,37,42,39,34,19,22,19,19,14,21,16,13,13,30,40,30,36,34
10,28,21,32,29,38,34,27,25,36,23,20,13,12,15,20,17,9,16,21,25,19,19,25,36
11,34,36,33,35,28,34,48,36,44,31,27,20,14,13,10,16,19,27,19,20,22,32,37,36
12,34,40,44,38,32,48,43,37,32,29,39,18,16,15,17,17,18,17,21,24,21,43,39,37
13,33,44,40,38,26,35,37,28,40,39,25,23,19,20,22,23,10,22,14,18,30,30,43,36
14,25,42,33,33,26,31,42,40,43,24,34,20,18,15,12,13,15,16,23,28,32,36,41,38
15,33,34,32,39,27,37,42,47,39,36,22,23,21,19,16,21,18,12,7,18,24,31,29,35
16,33,30,28,30,34,32,29,40,39,26,28,22,10,15,14,13,12,11,19,20,33,28,30,34
17,37,43,38,30,29,24,34,45,37,32,23,21,19,16,21,22,11,22,22,20,19,23,37,30
18,22,34,17,26,32,37,43,45,28,35,27,24,13,11,14,18,12,13,20,29,22,32,44,32
19,31,35,32,41,32,40,40,41,39,20,29,22,22,16,17,18,21,14,19,22,27,26,38,36
20,42,35,39,34,32,30,31,42,37,29,26,20,8,13,20,10,12,17,18,19,24,31,35,36
21,40,30,27,38,34,24,34,44,30,32,19,17,16,11,20,19,14,18,17,27,25,29,29,42
22,31,35,36,35,27,32,33,31,37,25,29,25,17,18,15,14,8,13,22,22,28,44,44,37
23,26,28,45,35,33,38,34,36,29,29,27,16,15,15,12,13,16,25,13,12,35,31,29,40
24,29,22,39,26,12,21,28,33,19,16,15,14,19,18,12,11,9,16,16,20,27,31,39,34
25,30,29,30,36,35,35,35,30,25,33,28,27,18,13,14,11,14,15,19,21,33,22,27,37
26,28,47,42,40,33,30,51,47,29,29,23,13,11,18,14,15,17,21,23,21,26,45,26,39
27,37,33,38,37,24,38,50,38,38,27,23,20,18,17,17,17,15,19,18,28,31,34,48,38
28,27,26,30,27,30,36,28,41,38,22,36,16,11,18,-1,13,11,16,15,31,27,34,27,29
29,34,22,28,31,37,40,34,53,39,33,32,25,24,13,12,12,14,22,21,21,25,34,36,34
30,29,28,39,31,28,34,36,39,44,29,24,28,21,13,18,14,17,13,15,31,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
