oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,163,172,172,208,257,239,229,251,247,228,206,178,202,152,131,123,84,87,82,81,164,144,178,160
02,174,180,-1,289,242,251,251,208,237,241,216,182,214,182,184,142,103,82,58,78,114,153,166,155
03,174,215,248,-1,-1,-1,-1,-1,241,263,218,221,195,191,168,135,95,92,75,99,130,152,164,171
04,216,181,239,253,274,292,228,221,249,-1,235,240,183,188,173,147,117,79,66,85,117,150,164,175
05,179,180,194,287,269,240,220,211,229,212,213,198,223,175,158,101,62,44,49,65,100,100,132,141
06,169,134,129,186,197,168,210,170,144,137,-1,-1,109,121,93,91,68,51,46,65,84,103,129,138
07,127,113,134,187,194,158,175,146,157,152,137,157,151,143,166,74,55,37,48,67,104,123,112,135
08,140,159,182,190,220,200,222,226,210,197,188,177,131,133,117,116,92,82,63,100,122,156,173,159
09,-1,1,13,230,233,229,207,222,214,192,168,163,127,131,104,97,76,72,70,84,118,133,137,134
10,163,134,196,221,206,213,209,198,165,167,166,162,131,137,102,101,71,64,48,74,108,123,129,143
11,171,169,205,234,218,201,185,191,221,201,185,176,156,125,129,92,98,68,54,78,113,128,149,196
12,181,145,207,182,215,210,186,171,196,197,199,160,153,135,125,99,56,52,50,88,111,150,140,191
13,144,140,224,206,208,189,200,183,181,206,177,156,118,118,116,111,72,-1,48,80,104,101,143,151
14,155,148,209,226,213,209,208,191,182,196,143,136,141,126,104,100,78,70,45,66,103,128,136,181
15,154,154,195,244,200,223,196,194,173,151,161,131,123,118,103,89,68,56,64,82,101,137,141,150
16,151,175,186,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,134,138,92,74,63,63,88,119,130,139,168
17,177,157,204,246,238,217,201,193,185,197,174,160,155,156,100,76,76,40,40,55,83,88,103,127
18,103,123,134,149,169,135,197,228,270,272,191,172,144,157,127,83,54,48,46,55,72,91,107,134
19,134,144,158,206,195,169,198,183,232,230,195,164,116,122,108,107,55,34,54,55,83,92,126,154
20,134,161,184,176,211,192,195,238,221,199,189,152,130,116,119,89,50,53,49,48,70,80,122,159
21,167,155,217,238,247,219,208,223,234,214,156,160,143,139,151,97,38,48,58,63,85,87,133,127
22,162,182,221,255,210,230,248,212,275,246,188,185,156,148,106,107,90,56,65,90,125,127,168,181
23,221,220,268,315,265,256,258,234,215,217,178,179,123,123,154,97,69,59,64,58,88,92,127,130
24,162,144,191,213,210,181,239,209,180,195,169,113,139,106,116,93,70,79,71,77,60,104,119,148
25,145,169,229,227,195,239,181,195,239,215,216,190,140,123,142,123,82,72,77,85,97,99,116,132
26,129,131,158,200,196,212,189,208,244,241,192,162,124,121,114,108,85,54,68,76,87,114,152,159
27,151,148,204,212,251,186,210,165,195,185,166,138,156,124,125,108,89,68,77,96,98,109,133,169
28,156,182,232,217,256,212,257,214,246,165,3,10,139,78,7,6,6,39,72,104,117,120,156,190
29,157,189,222,256,236,234,290,240,210,196,98,107,185,169,114,112,73,75,77,113,91,134,148,184
30,183,195,240,227,210,218,214,229,202,180,185,234,230,76,119,109,203,72,172,135,109,123,127,148
31,127,161,212,206,265,247,215,205,205,197,191,295,224,177,123,97,97,61,79,90,17,-1,-1,0
