oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,12,13,29,18,19,29,38,29,23,32,14,11,4,4,13,10,8,5,8,4,8,18,21,17
02,24,21,24,27,21,22,33,61,26,50,25,17,5,5,8,4,13,10,4,5,9,13,28,32
03,13,23,19,13,18,11,30,47,31,26,14,7,6,5,11,7,5,5,5,7,12,17,14,19
04,19,11,20,14,24,28,25,29,35,10,19,10,8,2,10,9,7,2,1,6,30,20,19,36
05,21,34,15,44,29,21,28,31,29,27,19,14,7,3,11,6,11,5,4,5,7,36,13,22
06,21,14,28,22,41,20,56,83,31,22,23,15,9,8,4,8,6,4,41,11,10,22,20,54
07,28,23,13,21,24,39,27,42,23,20,12,9,8,4,10,5,11,6,6,9,15,19,21,34
08,23,13,15,22,18,42,19,22,23,44,58,24,6,5,15,5,8,4,4,12,8,26,41,44
09,29,37,36,28,25,38,35,41,53,31,33,25,13,7,12,41,6,13,7,16,16,19,37,33
10,44,22,25,35,26,44,41,25,36,19,57,4,15,3,7,7,7,11,10,9,16,26,33,30
11,30,19,15,48,19,33,15,32,34,56,33,16,13,5,7,7,7,5,3,13,19,20,23,33
12,36,18,18,35,45,25,19,27,13,25,22,22,12,8,-1,-1,14,9,3,7,17,24,38,33
13,27,21,31,35,50,38,47,26,27,32,13,20,37,17,5,14,11,7,6,8,9,25,27,63
14,31,27,21,29,33,27,32,24,52,38,17,-1,16,11,5,13,9,8,6,5,15,52,76,42
15,52,39,13,22,37,40,48,51,44,44,29,-1,68,9,9,14,12,6,9,8,25,-1,73,29
16,20,44,28,32,37,33,35,33,35,45,16,27,15,10,6,9,11,9,7,14,19,22,30,34
17,43,25,27,32,22,25,37,30,27,38,25,15,18,10,7,12,5,5,5,7,19,42,29,32
18,29,48,39,24,50,51,48,28,38,52,45,23,6,5,7,22,13,10,8,11,29,24,27,36
19,42,49,43,64,110,66,37,70,66,26,25,34,21,18,26,39,17,2,8,9,13,24,26,31
20,41,45,71,90,63,49,49,91,53,32,38,19,13,5,12,31,11,2,14,11,14,30,39,45
21,80,84,115,81,74,40,58,103,83,85,45,23,11,5,15,7,23,90,84,10,13,33,25,33
22,58,82,118,95,92,66,46,84,56,52,37,43,8,8,6,9,4,7,14,3,20,34,28,21
23,36,90,70,100,62,31,48,61,54,112,61,-1,12,7,11,5,7,9,7,15,11,33,29,29
24,46,50,38,93,68,55,39,75,110,34,39,17,28,8,3,9,12,9,6,13,28,24,28,43
25,47,61,61,54,62,40,90,38,33,29,42,20,10,48,5,10,6,6,12,13,12,17,23,15
26,43,54,49,54,38,57,49,40,57,55,17,26,8,8,3,8,6,13,10,12,18,29,38,27
27,18,46,57,41,39,42,62,35,41,17,17,27,18,9,11,7,6,10,11,23,30,25,34,35
28,22,28,34,49,28,28,41,54,43,19,21,51,5,16,60,40,8,5,14,15,29,20,25,28
29,25,28,50,45,48,37,28,30,34,13,23,24,11,11,30,6,5,11,10,22,34,55,40,32
30,52,32,30,35,62,25,47,21,45,22,21,8,7,5,7,6,1,8,13,20,25,33,50,25
31,40,48,35,46,34,17,25,24,29,25,17,3,8,12,4,8,10,0,-1,-1,-1,-1,-1,-1,-1
