oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,76,76,91,96,146,169,193,239,269,314,267,278,257,265,248,254,287,279,266,211,171,120,144,115
02,90,74,89,100,118,153,200,236,262,261,280,245,244,256,234,256,282,260,261,242,218,147,142,83
03,73,81,69,92,114,144,209,214,228,215,248,274,212,242,232,248,256,270,265,245,205,172,123,98
04,57,67,68,79,114,153,183,216,264,252,267,243,258,233,196,203,237,238,224,228,187,162,118,95
05,69,71,60,84,123,173,215,210,250,240,250,249,237,246,164,260,275,242,204,198,194,145,113,85
06,67,60,69,102,127,150,208,229,229,268,293,299,254,258,230,220,273,256,224,211,196,152,101,88
07,74,69,78,97,110,168,209,220,250,266,259,251,265,238,232,267,277,232,223,203,173,173,109,101
08,80,82,89,105,120,153,38,7,9,6,6,4,8,1,83,172,166,201,231,220,179,167,119,77
09,84,70,81,95,129,170,156,14,9,10,5,6,86,215,211,193,244,212,237,192,196,157,142,105
10,98,73,105,89,118,160,204,57,13,5,4,6,10,5,1,148,253,254,226,208,205,124,117,95
11,71,78,92,106,132,171,213,218,240,256,268,262,251,204,192,190,229,226,206,207,152,151,119,100
12,93,71,108,102,127,158,199,238,244,248,269,273,260,241,242,239,227,238,187,207,182,162,132,92
13,70,70,74,91,113,149,205,250,249,269,287,296,249,220,201,212,245,257,243,251,184,151,106,94
14,73,69,67,103,142,176,210,230,257,264,247,231,241,232,228,237,242,221,223,205,189,147,110,85
15,87,81,71,118,138,159,220,247,246,258,242,259,237,236,243,223,219,207,212,185,174,95,84,61
16,66,81,87,111,119,165,214,228,247,258,290,289,270,241,242,223,245,234,206,197,184,134,124,81
17,54,84,96,103,117,168,180,209,232,263,310,288,256,237,225,243,235,248,219,210,182,143,114,87
18,79,72,80,101,125,177,212,229,263,248,246,278,252,227,224,262,225,230,202,142,162,133,117,88
19,83,77,68,95,124,150,201,221,246,246,257,264,258,259,272,233,199,183,213,173,171,145,119,72
20,78,85,84,102,123,164,196,221,219,279,282,276,260,262,258,224,266,231,259,177,172,153,109,72
21,85,77,91,94,125,184,197,236,253,229,268,265,246,218,251,217,260,226,226,184,170,131,113,91
22,71,72,91,103,115,150,186,195,267,297,286,314,272,270,253,240,257,243,217,198,182,150,120,79
23,73,60,97,93,96,150,216,231,253,245,292,261,230,264,251,225,233,214,226,201,173,161,120,123
24,101,103,95,105,133,184,232,247,253,279,280,287,264,255,232,207,243,226,190,175,196,142,112,76
25,75,73,72,98,120,172,194,225,242,245,269,280,258,216,203,220,232,216,189,162,172,139,116,99
26,84,74,97,90,124,166,211,196,237,239,254,248,240,247,243,236,252,209,184,175,150,149,115,73
27,65,58,86,121,122,167,184,215,246,280,311,282,268,248,256,234,265,217,215,186,160,144,110,87
28,71,70,84,77,134,174,212,223,243,243,263,240,237,236,249,193,245,208,176,170,166,139,94,77
29,63,88,82,121,134,154,204,204,240,281,273,265,232,213,213,200,229,247,201,174,148,122,96,83
30,67,70,87,117,108,147,176,201,229,239,268,244,238,227,232,221,220,203,205,190,177,111,87,80
31,59,67,77,99,105,149,194,225,246,206,264,243,251,215,207,218,241,200,204,157,-1,-1,-1,-1,-1
