aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,8,12,12,19,13,17,33,41,42,56,46,53,33,30,41,25,25,19,18,26,9,18,8,""
02,13,10,12,7,20,20,17,30,40,30,51,50,57,49,38,36,48,34,23,20,24,13,16,8,""
03,5,8,14,15,15,16,27,32,48,42,47,50,54,53,41,34,33,43,40,30,17,23,11,9,""
04,9,10,13,17,17,19,25,32,35,39,55,58,50,48,39,36,47,31,33,21,34,20,14,10,""
05,5,8,6,13,10,11,58,37,25,38,43,39,45,44,50,37,45,33,29,26,17,20,10,10,""
06,12,14,10,20,16,21,23,31,36,35,31,40,33,53,33,31,46,32,27,31,28,15,14,14,""
07,14,14,7,15,16,16,28,26,39,48,49,55,41,32,43,42,41,34,42,36,41,42,23,15,""
08,14,15,16,24,20,18,26,38,31,47,56,49,51,51,48,53,24,39,49,30,35,25,23,9,""
09,10,13,12,14,28,23,30,37,45,44,53,48,53,48,54,60,54,58,42,25,32,25,21,10,""
10,13,9,15,16,14,24,38,46,49,45,50,40,63,61,58,45,41,50,45,39,23,20,11,13,""
11,9,18,12,16,20,28,21,38,36,61,54,64,71,83,92,74,68,57,62,40,43,23,19,17,""
12,32,26,21,24,17,36,50,73,95,114,118,171,136,122,108,100,81,88,78,53,64,51,37,20,""
13,26,21,24,29,27,35,43,76,81,71,77,88,120,96,84,74,70,78,58,47,46,15,15,14,""
14,10,12,8,11,9,15,28,43,52,48,62,77,76,51,37,61,53,47,60,32,41,17,11,10,""
15,11,9,13,12,22,22,29,44,41,31,38,46,45,52,48,55,45,39,42,29,25,18,17,7,""
16,6,13,9,7,10,19,27,13,20,37,31,31,32,29,50,37,27,30,28,31,29,22,12,13,""
17,13,6,8,14,9,11,25,27,37,42,29,40,37,44,28,36,28,22,31,15,19,18,16,13,""
18,5,5,15,10,22,15,18,31,34,28,44,33,38,31,28,36,38,32,26,21,20,22,14,9,""
19,4,7,10,17,11,17,16,19,34,26,24,42,24,30,27,40,30,44,27,26,21,18,17,15,""
20,14,20,21,8,14,19,27,28,37,15,12,28,24,24,17,28,19,16,12,20,17,22,21,9,""
21,7,9,9,15,2,9,9,13,18,11,20,22,25,23,36,22,30,38,35,23,24,23,13,16,""
22,7,4,8,7,3,12,11,18,19,23,40,23,25,40,36,31,37,32,27,21,20,10,11,6,""
23,7,7,10,7,12,14,21,28,29,20,27,24,29,27,28,28,26,16,21,19,12,10,7,6,""
24,6,7,10,12,18,20,31,28,29,24,32,44,26,25,27,33,29,19,23,15,21,21,10,9,""
25,5,5,7,11,17,13,21,20,13,23,18,28,33,37,36,34,41,26,12,18,19,14,17,4,""
26,8,5,10,7,11,13,23,31,21,29,29,34,23,31,29,33,40,27,34,21,24,25,19,7,""
27,9,5,2,12,10,17,24,30,31,18,16,21,21,15,34,26,34,26,16,20,18,14,3,9,""
28,6,4,8,7,8,6,12,23,27,25,29,24,23,23,32,29,36,37,24,25,20,13,17,5,""
29,4,7,5,13,11,12,25,20,38,38,26,32,25,34,24,41,34,30,21,17,18,7,5,6,""
30,9,8,12,6,9,12,16,24,35,24,30,28,30,30,27,26,35,26,21,23,20,16,21,12,""
31,9,9,13,10,19,18,24,19,26,26,25,24,37,24,33,41,19,31,32,23,25,17,15,-1,""
[E]{hzjynI}le,"z'gl}"
