aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,40,32,41,52,88,175,221,273,262,385,349,296,244,202,167,156,112,101,68,60,46,34,33,34,""
02,35,31,36,56,86,175,219,233,235,295,295,257,216,193,162,155,121,121,79,76,47,38,38,28,""
03,23,34,38,56,104,157,194,201,176,236,239,240,256,194,172,118,120,89,57,51,46,44,35,38,""
04,22,31,49,86,-1,199,183,183,236,304,292,308,251,199,258,208,147,84,51,66,46,43,36,42,""
05,-1,-1,35,56,80,203,228,212,225,234,273,248,230,175,159,139,123,125,89,86,52,38,37,34,""
06,28,30,37,53,114,123,129,165,194,257,252,248,255,205,194,149,137,100,66,43,39,26,34,32,""
07,23,27,29,50,88,159,145,209,202,251,268,206,223,177,174,169,124,145,157,157,171,60,39,29,""
08,27,37,49,46,80,145,138,183,231,247,238,219,211,189,186,122,158,254,180,60,72,47,36,38,""
09,46,37,33,66,108,142,163,171,209,240,301,275,237,213,208,183,124,107,88,82,71,49,36,51,""
10,29,28,48,46,90,141,166,166,190,220,257,271,227,218,177,168,135,123,91,94,51,51,36,32,""
11,31,37,42,51,67,131,156,195,232,306,305,319,305,272,200,206,220,181,106,92,79,82,39,36,""
12,34,6,30,43,71,183,196,278,335,405,395,406,359,398,376,326,294,231,174,128,101,47,51,47,""
13,37,39,39,62,98,151,205,220,267,345,348,327,310,282,236,189,237,151,120,69,80,44,46,27,""
14,32,36,37,49,92,121,172,177,222,266,271,288,232,226,217,201,172,100,87,69,59,42,36,36,""
15,51,38,29,-1,53,147,189,210,201,280,236,212,226,182,198,159,119,86,79,57,51,38,43,42,""
16,37,44,31,63,66,123,155,154,222,230,270,227,221,218,169,160,130,128,106,77,56,43,33,35,""
17,50,24,35,54,73,130,188,162,173,217,198,162,168,173,141,144,113,105,57,62,43,36,29,40,""
18,36,38,40,67,92,119,104,131,158,201,204,195,176,134,145,159,130,106,74,43,45,33,48,29,""
19,19,44,51,62,71,111,104,128,153,216,240,201,182,194,178,162,129,126,103,73,57,46,55,36,""
20,34,40,30,51,77,112,146,141,192,209,218,168,170,160,153,124,134,107,71,62,58,61,51,36,""
21,30,41,37,67,68,101,131,131,169,185,193,160,140,122,127,124,90,98,51,50,39,45,37,36,""
22,25,27,32,57,66,127,129,109,146,168,100,151,140,134,123,112,95,104,57,59,41,55,54,39,""
23,92,42,46,51,74,75,121,71,95,130,151,156,144,147,121,129,99,99,82,72,48,62,54,35,""
24,36,51,47,70,81,110,123,133,142,185,194,181,149,152,190,153,103,77,80,63,68,42,58,49,""
25,44,39,50,71,97,96,105,176,172,196,195,171,153,154,149,126,101,98,65,60,56,59,61,44,""
26,31,35,40,60,86,101,115,163,180,201,179,149,137,121,143,130,110,78,90,50,51,57,52,38,""
27,39,37,38,46,74,92,110,105,138,191,165,146,124,148,154,137,130,90,92,62,84,85,70,68,""
28,51,33,49,58,75,121,107,94,145,190,194,159,152,146,160,153,173,126,70,84,62,61,58,47,""
29,45,39,38,45,101,119,166,137,143,201,167,139,154,152,164,133,134,83,66,66,69,59,56,33,""
30,41,22,39,50,78,90,95,152,152,164,175,145,165,149,122,148,123,125,103,87,81,66,62,53,""
31,38,27,38,41,87,109,117,128,160,164,213,152,144,143,147,152,122,96,92,69,79,57,59,-1,""
