aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,135,168,172,157,218,211,230,237,234,267,293,258,240,234,257,176,168,165,143,140,142,157,138,141,""
02,154,158,152,162,214,236,242,286,302,283,319,294,300,235,238,223,188,186,162,123,133,137,130,138,""
03,140,149,138,155,163,184,206,237,230,286,283,289,280,256,218,186,146,128,146,140,130,121,128,114,""
04,126,139,160,233,215,209,245,275,245,236,265,268,261,235,219,203,196,196,159,164,140,133,117,108,""
05,192,158,134,164,198,179,213,240,239,313,246,295,226,256,266,194,157,163,154,149,156,123,118,135,""
06,147,151,154,169,205,185,223,248,259,265,287,279,325,281,232,216,158,151,140,136,167,159,157,129,""
07,168,140,165,182,210,218,259,256,307,284,302,265,257,275,238,200,150,154,124,145,162,172,134,120,""
08,129,163,160,182,215,217,216,242,265,278,278,239,263,254,246,238,176,170,154,138,147,152,144,128,""
09,131,138,144,182,168,199,247,248,297,310,333,277,283,243,269,233,219,199,157,170,155,141,134,145,""
10,134,132,139,154,216,199,230,284,272,274,276,257,266,256,222,241,186,191,197,143,162,145,153,144,""
11,166,176,138,159,190,212,239,243,259,268,293,292,290,291,292,275,278,-1,-1,-1,-1,-1,146,140,""
12,150,169,172,207,247,249,294,303,317,254,261,250,247,243,220,249,239,250,223,225,174,182,169,168,""
13,199,169,202,238,211,267,289,313,280,359,312,305,285,323,306,287,261,226,185,186,165,168,179,160,""
14,164,152,154,188,193,227,233,233,259,291,287,273,286,282,276,265,214,196,197,168,120,145,118,121,""
15,141,125,135,161,154,181,214,234,236,305,267,305,290,279,243,194,171,152,127,129,167,128,143,138,""
16,132,120,126,159,164,178,187,214,240,245,228,261,248,230,204,157,137,173,144,156,131,122,124,124,""
17,115,117,109,115,142,162,191,191,198,191,221,202,222,243,191,182,198,144,133,126,133,142,139,126,""
18,134,128,168,195,196,169,190,212,218,181,181,203,209,195,186,157,173,144,133,125,145,130,127,119,""
19,108,116,147,154,164,189,231,234,193,207,241,213,233,222,218,187,163,127,126,130,131,113,117,104,""
20,124,138,143,188,144,197,227,216,216,236,210,222,215,217,199,158,127,137,152,145,140,125,147,111,""
21,115,126,145,159,163,176,197,194,190,251,211,257,223,197,226,155,138,137,144,140,128,146,138,94,""
22,143,115,145,186,202,172,191,189,206,223,249,236,211,184,199,151,147,138,165,162,130,112,116,122,""
23,133,130,171,171,165,183,205,194,226,227,254,219,229,242,222,167,164,140,142,167,143,152,142,153,""
24,124,149,151,197,178,191,249,230,177,152,115,133,134,99,103,86,106,132,147,139,136,150,117,99,""
25,111,133,142,172,184,175,169,149,132,140,126,147,154,125,130,129,125,109,116,116,111,94,124,106,""
26,123,131,130,190,163,140,180,201,190,223,240,233,168,120,126,156,133,125,119,110,110,106,112,111,""
27,139,128,140,170,195,206,197,204,120,142,131,151,147,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,26,181,140,160,197,168,129,95,114,120,128,117,122,93,157,121,115,101,122,116,120,118,102,""
29,98,114,139,148,163,164,182,212,204,216,158,150,116,132,108,127,119,98,138,155,135,133,125,106,""
30,110,98,134,134,169,134,81,97,74,86,98,125,125,104,63,92,106,102,125,123,126,105,90,65,""
31,33,17,106,117,159,115,105,99,59,89,106,116,103,244,410,368,382,375,317,323,273,276,278,-1,""
