aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,5,8,5,3,2,2,5,5,9,8,10,21,29,44,55,37,26,39,31,12,10,10,7,""
02,6,7,3,2,2,5,5,4,7,6,6,10,13,18,31,36,35,33,51,51,14,9,12,13,""
03,12,4,4,2,3,2,4,3,4,6,6,9,9,20,37,25,24,22,37,22,16,14,23,6,""
04,7,4,2,5,3,7,6,1,5,3,8,14,8,25,24,26,25,39,35,28,20,17,15,8,""
05,8,12,5,4,7,2,7,7,2,6,7,13,19,29,27,58,56,44,47,38,28,11,18,17,""
06,16,5,16,4,4,7,6,5,5,3,2,12,13,24,25,23,20,40,48,29,25,17,22,23,""
07,17,12,11,6,3,2,4,6,4,5,12,7,20,14,19,11,34,22,34,22,9,18,8,13,""
08,12,18,1,9,5,5,3,3,2,3,3,8,16,30,33,24,27,46,45,30,25,13,12,38,""
09,11,5,5,7,3,6,9,2,4,5,2,7,14,29,30,32,32,31,33,34,12,8,12,17,""
10,9,7,13,3,2,2,9,2,4,9,16,8,18,17,27,37,24,30,22,32,27,7,22,24,""
11,8,-1,-1,2,12,4,6,6,2,6,6,9,7,20,27,21,30,34,43,29,31,34,28,20,""
12,18,9,8,17,10,5,6,4,5,1,11,15,22,36,25,52,40,62,71,61,42,30,40,33,""
13,30,17,18,13,6,7,10,3,3,5,8,16,19,21,24,30,36,21,57,33,34,18,26,22,""
14,9,14,20,6,9,3,3,3,8,-1,4,14,16,12,16,21,22,50,25,32,21,17,19,6,""
15,13,9,7,2,5,1,3,9,5,1,3,4,6,10,20,18,25,19,45,26,19,13,11,9,""
16,7,7,5,4,2,2,2,4,5,5,7,11,19,24,31,31,18,22,22,16,20,17,15,14,""
17,12,4,8,1,6,7,1,3,4,3,8,12,23,19,27,28,33,22,37,36,22,8,21,22,""
18,10,13,4,2,10,6,5,4,6,6,6,10,19,25,18,25,28,39,30,33,27,20,26,10,""
19,7,12,14,7,5,8,8,4,1,3,3,3,11,14,16,22,25,23,31,23,8,4,9,16,""
20,6,7,7,5,4,4,10,5,4,4,7,10,13,17,16,20,25,38,29,31,17,13,15,12,""
21,6,9,9,5,3,5,5,10,2,9,10,15,14,18,13,18,13,26,39,30,19,21,12,16,""
22,17,4,6,4,9,5,4,5,3,4,7,11,15,20,16,22,17,35,41,24,24,13,13,10,""
23,11,9,4,3,6,5,9,7,7,3,3,6,11,22,21,16,16,30,28,14,15,18,10,14,""
24,8,10,2,5,5,8,4,9,8,9,8,12,14,12,15,18,22,18,44,27,15,10,18,6,""
25,15,8,5,4,5,6,3,1,2,-1,4,8,11,5,13,13,12,18,17,11,5,11,11,14,""
26,6,8,5,2,3,8,3,8,9,6,7,13,13,18,19,17,12,21,18,19,9,12,12,9,""
27,12,6,10,12,6,3,3,4,2,3,5,5,9,9,14,20,18,13,18,18,9,17,16,10,""
28,9,10,6,7,4,4,2,2,1,5,5,5,10,13,16,13,4,14,14,18,13,6,8,16,""
29,9,10,5,3,4,7,6,3,3,4,9,8,14,17,16,16,9,24,23,20,16,10,21,10,""
30,10,12,10,6,7,5,7,5,5,7,6,9,15,13,18,14,13,25,25,25,19,16,14,9,""
31,14,10,5,4,3,4,3,1,5,1,8,8,21,13,11,18,15,20,29,23,24,14,20,5,""
