aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,72,43,66,108,107,244,110,108,75,93,27,27,21,32,21,33,37,121,87,54,52,77,35,49,""
02,35,26,33,40,58,65,102,72,52,39,26,33,23,19,28,31,149,50,55,107,58,75,89,45,""
03,41,42,70,95,79,68,106,121,58,43,44,28,23,28,22,26,43,78,35,40,74,88,50,24,""
04,28,26,12,49,74,52,94,231,119,244,90,26,23,20,35,24,36,36,31,117,73,68,53,86,""
05,74,22,36,74,59,87,50,58,50,21,28,22,17,24,19,99,39,49,157,161,113,68,73,7,""
06,1,20,38,52,77,258,268,242,119,38,32,45,25,19,14,5,10,50,29,35,34,130,21,20,""
07,19,26,40,55,40,69,86,227,338,42,23,20,20,20,10,7,1,10,22,29,29,44,5,16,""
08,61,21,65,81,50,43,186,215,165,139,26,30,17,17,2,4,3,14,11,91,26,33,-1,1,""
09,-1,1,50,86,68,49,38,66,62,32,22,85,37,103,79,131,253,145,93,83,114,101,123,73,""
10,64,44,86,152,174,133,128,175,167,60,90,82,50,52,58,107,56,76,62,82,109,123,149,75,""
11,67,70,60,112,171,137,120,209,150,141,76,66,64,62,47,49,69,77,118,88,166,143,209,138,""
12,84,85,157,245,208,233,178,34,227,152,478,200,99,145,167,101,84,115,108,119,154,164,81,21,""
13,29,119,186,224,233,208,195,203,176,114,97,112,218,132,72,93,127,249,104,196,138,134,101,108,""
14,81,80,148,154,159,191,166,152,154,112,87,51,57,64,47,51,50,64,88,86,120,115,50,58,""
15,56,43,80,114,106,121,127,132,99,76,81,66,55,57,40,57,50,68,67,98,99,144,93,51,""
16,53,54,96,122,128,118,132,151,115,78,62,66,65,63,47,47,44,65,45,87,97,104,142,60,""
17,51,45,62,152,150,90,93,122,78,79,64,40,61,57,43,67,60,91,54,87,124,123,131,51,""
18,57,44,34,49,108,88,81,84,92,65,71,51,38,55,62,72,51,57,54,91,123,115,142,102,""
19,4,-1,44,66,89,100,91,93,90,58,274,326,81,45,56,51,77,54,70,97,109,116,102,57,""
20,29,34,84,106,86,129,114,93,98,64,52,53,39,57,52,65,61,70,76,73,104,127,55,52,""
21,50,37,63,108,103,99,99,121,73,49,40,54,37,38,46,52,103,45,61,73,77,87,40,40,""
22,35,30,54,101,106,95,80,93,83,57,55,44,66,40,49,57,51,55,58,90,76,124,45,36,""
23,31,30,66,92,104,122,104,108,87,47,52,41,45,55,50,48,59,62,59,88,85,107,128,46,""
24,35,35,42,75,93,94,100,105,93,70,59,70,33,46,48,42,63,63,64,101,135,127,73,60,""
25,34,31,32,39,116,97,96,101,96,67,65,40,48,45,47,49,61,63,61,67,82,135,82,68,""
26,39,91,87,118,100,98,95,97,68,66,79,57,53,66,75,67,70,57,72,106,104,124,70,3,""
27,-1,25,82,105,126,124,127,120,102,56,204,164,47,30,37,54,47,59,49,88,89,110,86,83,""
28,47,48,79,113,123,116,119,119,116,70,82,52,104,100,47,59,52,58,95,222,125,83,50,42,""
29,38,31,39,101,116,112,104,157,81,58,48,61,44,136,140,33,77,127,66,100,88,123,33,45,""
30,37,35,57,94,103,102,121,123,85,103,81,51,64,78,64,72,96,75,-1,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
