Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,9,16,17,31,29,22,22,19,19,25,30,29,21,20,20,8,37,14,11,8,17,12,14,18
2,9,14,15,21,29,29,22,21,20,20,20,32,18,20,23,22,29,13,14,19,31,28,22,30
3,18,21,22,28,32,31,30,39,28,41,32,44,23,40,33,21,23,17,8,18,19,20,13,7
4,10,20,20,15,22,32,34,19,55,68,77,43,22,28,40,19,44,20,14,11,23,23,14,10
5,12,22,16,26,23,26,37,31,34,33,35,50,25,31,32,34,45,17,22,14,13,39,25,21
6,38,13,35,22,23,42,24,76,44,73,31,40,28,33,29,18,22,11,16,19,24,12,14,15
7,19,17,14,24,28,26,19,19,21,34,37,33,17,26,40,17,26,14,16,24,21,21,20,8
8,16,15,16,12,16,15,16,14,19,24,32,32,29,37,22,20,25,15,20,21,30,25,34,37
9,39,35,47,34,45,46,40,27,30,19,35,33,19,21,18,20,28,7,12,14,17,27,23,17
10,19,20,37,33,23,35,37,36,25,40,34,18,30,19,11,14,13,9,16,13,17,16,14,23
11,9,24,18,16,32,16,25,17,32,29,19,24,17,26,25,18,12,10,9,25,18,21,12,10
12,17,15,14,16,16,12,28,20,12,31,12,11,24,20,18,12,8,5,15,12,11,9,14,14
13,26,31,33,23,30,25,19,28,22,24,19,23,12,14,12,6,16,11,6,11,20,24,13,13
14,31,28,41,27,40,25,20,31,31,29,20,28,26,17,19,15,33,17,15,26,24,33,22,19
15,35,32,23,29,35,31,28,40,29,27,28,18,19,26,17,16,22,12,17,22,20,26,20,15
16,15,11,8,13,30,38,27,30,25,24,15,16,20,14,16,18,14,10,16,19,11,19,14,14
17,10,22,18,36,15,22,17,2,6,-1,4,4,2,-1,4,3,2,2,3,8,5,6,5,5
18,6,12,7,9,9,11,6,4,7,6,2,6,5,5,6,2,9,3,3,6,10,5,5,13
19,12,15,10,8,8,8,9,6,2,8,5,14,8,8,7,9,6,5,3,6,7,10,11,8
20,17,15,11,10,17,13,14,9,15,12,12,9,5,11,5,6,12,4,4,12,11,14,18,15
21,16,19,19,17,23,17,15,17,10,22,12,10,5,9,17,6,15,9,6,11,16,6,22,20
22,29,24,31,15,13,22,17,23,16,10,11,13,11,12,17,9,5,9,6,10,11,17,13,13
23,14,20,8,14,23,33,27,13,23,12,11,11,4,18,17,15,12,8,8,2,7,8,16,5
24,8,7,7,9,9,10,7,7,4,3,7,1,9,7,4,6,6,2,1,2,9,17,18,11
25,8,6,15,9,8,14,21,11,19,15,10,10,5,12,7,8,15,7,2,8,9,10,6,14
26,16,17,9,15,19,20,21,11,14,8,7,14,16,6,3,2,9,4,10,8,16,12,9,13
27,8,9,23,13,19,12,12,14,8,19,12,7,12,7,7,3,7,7,10,10,15,10,6,9
28,10,12,14,11,11,17,14,7,25,13,11,10,15,14,5,3,5,7,7,4,19,16,14,8
29,13,15,14,16,11,31,17,22,21,22,12,6,11,5,7,7,11,10,9,12,13,15,12,9
30,25,12,12,10,11,12,11,21,13,11,11,9,13,11,11,13,12,11,16,11,16,9,12,16
31,18,18,20,14,13,14,24,17,12,9,20,7,12,8,7,8,14,5,9,18,7,7,11,20
