Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,330,433,402,382,372,370,382,373,361,422,394,395,335,263,254,234,218,183,237,248,257,275,310,205
2,311,349,431,419,399,387,395,467,475,436,436,405,344,260,241,214,205,208,251,243,267,294,294,281
3,267,376,396,366,357,355,381,392,453,394,455,407,372,299,264,199,184,203,226,255,239,274,308,259
4,237,371,344,387,356,351,364,367,326,332,337,341,298,249,202,213,193,181,182,183,130,216,189,224
5,292,414,327,356,326,337,325,378,385,388,340,322,304,267,236,205,192,207,227,214,199,241,245,135
6,282,345,323,322,328,320,315,373,374,333,330,320,325,242,232,195,190,210,219,222,191,232,237,194
7,277,369,291,319,314,316,361,327,340,312,301,284,272,223,193,222,177,207,188,193,200,232,220,165
8,205,334,320,327,321,346,321,321,339,320,311,271,254,208,193,191,185,226,229,234,209,242,275,272
9,268,359,401,375,342,321,348,347,310,341,334,270,250,233,203,166,173,196,219,219,193,253,222,214
10,247,279,417,338,330,319,314,313,297,318,277,282,268,207,209,201,187,204,227,247,200,268,229,182
11,249,369,355,358,338,359,339,387,374,339,353,357,328,261,218,188,202,185,232,215,227,182,176,199
12,272,401,376,394,364,403,403,382,371,368,343,302,291,281,221,184,204,233,241,236,254,299,257,195
13,274,429,374,368,355,325,311,381,351,320,301,310,264,266,220,231,178,216,210,224,218,299,265,177
14,290,430,375,563,345,357,408,413,391,359,367,334,291,286,255,227,197,209,263,225,224,268,327,166
15,253,414,385,341,342,343,327,381,383,319,346,318,293,240,244,203,177,212,228,248,248,266,252,174
16,232,363,418,351,366,331,333,352,365,347,354,298,260,323,230,213,212,200,235,230,254,257,301,284
17,270,343,441,373,384,357,367,383,382,315,366,320,317,309,258,221,209,194,172,182,177,206,171,198
18,260,361,317,295,291,269,278,309,338,339,333,289,288,230,202,215,181,182,209,210,185,193,225,231
19,253,381,339,313,335,338,344,390,356,292,286,275,238,215,212,199,163,191,219,261,213,273,309,175
20,338,386,384,368,352,378,315,396,404,352,329,287,246,258,210,219,152,225,188,204,214,257,287,231
21,279,405,323,353,380,367,367,387,447,358,323,285,278,216,187,194,158,212,195,209,242,248,305,177
22,265,389,315,392,384,406,401,418,375,362,324,316,272,234,201,225,189,207,245,230,226,278,288,229
23,262,352,334,316,312,343,300,356,289,277,244,261,229,203,199,189,212,189,171,194,193,204,240,230
24,238,303,360,340,354,322,351,358,346,322,323,281,262,228,231,199,203,241,214,209,233,276,242,293
25,307,393,362,335,337,376,330,310,312,310,266,281,267,245,183,202,202,228,203,217,229,263,241,197
26,248,353,296,317,301,353,380,409,365,337,326,310,276,238,203,199,216,234,242,228,249,278,296,211
27,347,408,381,376,340,379,382,431,379,298,351,306,315,269,227,252,243,229,252,261,229,299,267,219
28,319,447,382,397,349,367,387,375,389,366,305,317,293,253,230,210,216,240,248,245,249,259,189,185
29,300,399,372,402,337,360,373,409,404,379,349,308,290,268,197,199,226,239,278,237,226,243,310,312
30,290,335,389,403,358,355,382,360,368,347,337,313,289,258,241,199,229,244,259,245,238,276,282,321
31,282,302,282,360,364,333,341,383,320,323,312,296,234,236,193,218,211,212,244,237,226,241,252,285
