Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,15,9,4,8,4,11,2,5,7,3,6,7,14,12,14,6,8,9,18,10,12,12,22,7
2,16,11,7,7,3,8,6,7,3,6,4,15,11,6,7,9,13,8,12,17,15,17,21,10
3,17,13,11,2,7,9,5,4,11,5,9,6,13,11,13,6,9,8,8,6,14,15,12,19
4,15,7,6,5,3,5,5,12,4,2,9,9,16,17,5,5,12,8,10,15,13,15,16,16
5,16,11,7,7,6,6,6,6,8,7,6,10,9,10,13,7,17,12,7,11,15,13,13,21
6,15,8,5,7,10,8,7,3,6,6,8,12,9,12,19,11,15,11,12,5,10,17,13,13
7,15,8,4,11,6,4,-1,3,7,7,5,20,10,9,11,7,7,6,6,9,18,9,8,8
8,19,4,12,6,10,5,3,10,9,2,10,8,14,12,16,2,9,2,19,12,14,10,17,11
9,6,16,7,6,5,7,8,3,8,6,7,9,9,9,15,14,9,11,5,13,18,15,12,13
10,12,7,3,4,6,7,5,3,4,4,9,14,14,13,11,3,16,12,11,12,17,22,17,14
11,7,14,7,5,5,4,5,8,8,5,17,12,16,13,14,9,9,13,9,14,10,15,13,18
12,11,8,8,6,5,9,9,13,3,6,10,9,9,14,15,8,11,12,10,12,11,18,11,12
13,12,10,13,9,5,4,1,6,4,10,9,18,9,14,10,10,16,7,14,8,11,21,10,14
14,10,11,1,12,1,5,3,7,1,6,14,12,18,20,14,8,7,12,9,12,17,11,18,9
15,7,8,6,5,3,1,2,3,6,7,5,15,6,14,8,14,9,13,9,10,19,12,10,13
16,13,9,9,11,6,6,9,4,5,8,6,13,7,15,14,11,12,9,12,10,14,11,8,18
17,11,9,9,6,5,4,5,2,3,5,9,4,9,12,11,10,8,10,7,15,11,15,19,19
18,7,9,7,10,7,6,9,7,4,6,8,10,17,10,8,10,9,7,12,9,13,12,14,10
19,12,10,11,4,5,13,6,2,4,6,7,5,16,13,17,8,11,13,11,12,6,14,10,17
20,15,11,5,10,5,13,10,3,7,7,7,12,10,14,9,12,13,9,17,16,17,16,21,18
21,21,18,14,8,6,8,5,7,6,12,10,11,15,19,17,9,17,19,20,15,16,19,14,10
22,11,12,15,4,13,8,10,10,5,10,8,15,12,13,15,12,18,21,10,16,19,17,19,17
23,16,12,5,7,7,9,6,1,8,6,6,10,9,9,17,14,9,16,15,14,12,26,20,6
24,11,10,6,13,9,11,7,7,11,6,12,13,11,18,13,18,14,20,22,20,13,15,20,19
25,21,1,6,5,11,9,2,-1,11,8,11,14,13,14,15,13,15,11,12,16,16,9,17,16
26,10,7,4,5,5,6,10,6,10,9,5,9,17,13,11,10,9,19,9,10,11,23,17,24
27,11,8,10,3,7,9,1,4,5,9,4,15,12,12,11,12,12,8,17,9,10,5,16,12
28,15,16,5,7,8,3,5,8,3,2,7,8,12,17,15,8,8,8,10,10,11,15,18,12
29,17,12,8,7,9,4,1,4,3,7,7,6,8,11,16,-1,14,10,6,14,8,20,5,13
30,5,10,7,5,4,6,2,3,9,4,6,10,13,10,7,5,11,12,16,12,11,14,12,14
31,18,12,9,9,5,-1,-1,5,5,8,6,5,12,11,5,13,10,12,12,13,15,17,13,14
