Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,2,-1,16,12,-1,6,6,5,4,5,2,3,9,9,6,4,6,5,11,11,17,7,10,11
2,15,12,13,16,7,3,4,1,5,6,4,11,2,4,7,6,10,10,7,15,13,15,14,10
3,16,21,24,8,9,9,9,4,3,7,13,4,9,11,11,6,6,7,11,25,27,20,15,21
4,28,18,16,15,13,7,16,8,9,5,10,11,11,17,10,14,16,20,24,23,26,25,20,30
5,27,16,15,21,20,10,7,6,9,12,7,9,8,18,14,9,18,22,16,23,15,20,19,24
6,7,7,9,6,11,8,-1,-1,2,3,-1,7,2,6,4,9,18,25,23,17,13,24,13,19
7,11,7,8,6,4,4,2,4,1,4,3,13,5,9,8,6,8,7,14,9,9,11,12,10
8,12,12,8,13,13,8,8,13,6,6,5,6,16,12,11,5,6,2,17,12,10,8,12,9
9,18,20,19,11,15,7,9,2,4,5,7,1,4,3,4,13,9,20,17,23,19,18,15,11
10,5,1,3,4,6,6,4,2,-1,-1,-1,4,9,20,19,1,4,8,6,5,4,3,8,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,20,11,23,17,12,12,12,9,8,9,7,6,14,13,20,11,21,19,28,28,21,34,20,18
13,29,21,17,24,9,14,9,5,2,6,7,16,11,14,12,17,17,19,24,21,31,24,23,34
14,11,14,20,13,7,6,7,7,8,8,7,8,12,11,16,19,10,17,22,30,20,19,19,22
15,22,-1,10,9,6,8,2,5,5,5,7,11,20,16,15,18,19,23,17,19,24,21,19,24
16,24,16,15,13,8,14,15,8,4,8,12,10,12,17,14,16,18,19,13,16,26,22,25,25
17,11,-1,-1,-1,-1,6,1,-1,3,8,14,3,10,12,8,13,17,22,19,20,22,25,23,28
18,23,15,13,17,9,10,12,5,7,6,13,11,9,10,6,18,19,20,19,22,25,19,15,15
19,16,19,20,17,17,10,6,8,5,6,3,6,9,11,13,16,20,17,17,29,17,25,16,19
20,22,20,25,26,20,19,10,5,11,5,6,8,9,16,4,19,19,22,28,27,35,27,32,20
21,19,15,12,8,15,12,10,14,8,11,7,9,12,13,9,4,6,10,9,3,10,17,14,12
22,10,16,6,12,8,10,5,3,4,8,9,6,7,9,8,9,12,23,20,22,28,28,28,23
23,13,22,8,9,11,11,7,5,8,6,12,7,7,13,18,7,9,8,8,13,18,17,7,4
24,22,19,22,9,7,12,10,10,7,10,15,13,11,14,14,16,20,22,24,30,25,24,28,33
25,23,14,14,15,8,10,4,-1,8,4,16,15,9,13,11,13,20,14,24,28,25,30,21,20
26,15,19,20,13,22,13,11,11,13,9,7,7,12,15,8,18,21,13,26,25,28,34,28,38
27,15,9,18,13,14,8,4,6,3,7,10,8,5,9,8,13,19,23,22,22,14,12,14,16
28,18,-1,-1,-1,-1,-1,-1,-1,-1,5,7,5,8,5,7,14,8,17,18,14,23,22,23,12
29,9,-1,-1,-1,12,8,4,3,5,3,4,4,12,10,12,9,18,14,16,20,23,20,16,12
30,9,19,16,12,22,9,6,6,2,5,12,3,5,8,8,7,17,20,20,17,12,17,18,21
31,27,27,13,20,6,3,2,3,5,2,4,4,5,4,5,15,13,20,9,19,20,25,15,27
