jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,2,1,1,2,1,1,4,5,3,2,1,2,7,1,4,4,6,7,3,2,4,2,2,""
02,5,2,1,4,3,3,2,6,4,5,15,9,8,7,5,4,4,5,2,3,1,7,1,3,""
03,1,4,7,5,3,3,6,5,2,3,8,14,13,15,1,6,5,2,4,3,2,4,1,3,""
04,1,2,3,2,2,3,3,11,10,9,3,9,4,5,3,4,4,6,3,-1,-1,-1,-1,0,""
05,2,2,2,1,5,1,1,1,6,1,1,1,4,5,4,5,2,2,3,5,1,2,4,3,""
06,1,5,3,3,1,1,1,-1,-1,-1,-1,-1,-1,4,3,5,2,1,3,1,1,1,1,0,""
07,2,2,2,3,6,1,2,-1,-1,-1,2,-1,-1,6,2,4,5,6,9,1,8,2,2,5,""
08,2,7,4,2,5,2,4,6,4,5,7,4,3,3,5,4,5,1,5,-1,-1,-1,-1,1,""
09,1,2,2,4,4,4,5,5,4,5,3,1,3,2,2,2,5,4,4,5,1,2,1,0,""
10,5,2,1,2,4,6,4,4,4,1,1,3,1,1,1,3,2,5,3,1,2,3,2,0,""
11,3,4,6,1,5,2,1,1,5,5,4,6,7,6,7,4,9,2,6,2,1,5,1,2,""
12,1,3,4,4,1,4,2,3,2,3,9,4,3,2,1,1,1,3,4,9,1,10,5,3,""
13,4,5,1,1,2,3,3,5,5,2,6,11,1,4,1,1,9,2,4,3,1,1,4,2,""
14,1,2,1,2,2,1,5,2,7,2,6,4,3,1,3,1,3,1,6,8,2,4,2,3,""
15,1,3,2,1,1,1,4,6,8,5,2,3,4,1,1,1,4,1,5,5,3,3,4,3,""
16,3,3,2,1,2,2,5,6,7,9,5,3,5,4,6,1,2,4,5,13,2,1,1,4,""
17,2,1,2,4,4,1,2,4,5,7,7,8,4,4,4,1,4,1,7,2,1,7,4,5,""
18,1,6,2,3,3,7,4,1,4,4,-1,-1,-1,2,2,1,4,4,10,6,4,5,3,2,""
19,2,3,4,6,3,5,4,-1,-1,-1,-1,-1,-1,2,2,5,2,2,-1,-1,-1,3,4,3,""
20,1,4,2,1,6,3,4,4,2,6,5,2,5,3,2,1,1,1,1,6,3,3,3,4,""
21,4,2,2,3,2,5,10,5,7,3,1,4,6,4,5,4,2,4,4,2,1,1,1,1,""
22,3,1,1,3,1,5,5,4,6,6,6,9,4,7,2,1,3,1,12,5,6,2,3,1,""
23,1,3,3,2,4,3,4,1,3,5,5,5,1,4,3,5,2,4,3,3,6,3,3,2,""
24,1,3,6,5,10,7,5,3,6,10,8,3,2,5,4,2,4,1,2,4,3,3,9,1,""
25,1,1,1,1,7,4,3,5,8,8,8,5,5,5,5,4,7,9,3,3,3,1,3,4,""
26,2,1,1,2,1,1,1,3,7,6,7,4,1,4,5,8,-1,1,-1,-1,1,-1,-1,3,""
27,3,2,3,6,3,5,5,7,5,4,4,5,3,11,2,2,3,4,3,3,1,3,7,1,""
28,1,3,4,9,2,3,2,2,4,6,5,5,2,1,1,3,6,3,4,5,1,3,3,5,""
29,3,2,4,5,6,2,4,7,5,4,5,3,2,1,5,2,4,7,3,7,1,2,-1,2,""
30,3,4,3,3,6,5,4,3,4,4,2,-1,2,3,2,3,4,2,3,1,3,4,6,2,""
31,2,1,3,1,2,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
