jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,40,38,59,54,52,44,41,46,41,28,32,26,30,21,7,11,10,11,18,20,23,24,24,36,""
02,43,35,52,64,72,47,47,36,18,27,28,18,25,18,17,21,23,11,18,22,31,18,36,36,""
03,51,58,79,92,120,113,112,72,40,73,99,72,75,68,70,60,42,26,27,29,38,31,41,38,""
04,45,57,64,69,70,56,39,19,12,14,15,16,27,16,12,21,10,15,12,14,15,18,23,25,""
05,45,46,60,69,66,54,31,28,20,23,19,23,23,15,7,13,13,13,10,11,24,17,36,26,""
06,38,39,42,41,38,30,28,25,25,27,19,25,18,17,9,15,11,11,7,10,17,13,16,25,""
07,21,30,36,34,45,43,28,21,11,12,6,10,13,9,6,8,4,9,11,8,10,15,17,22,""
08,39,40,44,40,32,41,22,18,13,13,12,15,13,14,8,6,5,9,8,15,18,20,18,18,""
09,25,30,35,63,42,35,25,26,26,27,28,14,15,15,7,5,9,8,9,10,12,13,26,33,""
10,30,35,47,41,43,34,26,24,16,22,21,13,24,14,16,16,4,10,9,10,14,29,21,34,""
11,41,50,49,64,62,42,39,25,34,23,30,23,20,22,9,4,3,8,7,12,18,13,22,24,""
12,27,48,51,54,70,42,30,21,15,19,18,19,17,7,13,9,11,14,13,16,18,18,26,45,""
13,36,51,44,74,63,52,38,25,31,25,25,26,17,13,15,11,13,14,15,16,24,25,21,43,""
14,48,65,65,66,67,70,41,27,29,17,26,19,21,19,12,9,8,12,11,20,19,25,22,21,""
15,26,43,57,43,54,37,34,24,23,23,17,16,15,17,11,14,6,12,11,11,20,21,24,33,""
16,33,40,50,49,47,31,28,23,28,16,17,10,15,12,12,15,7,6,11,8,14,9,16,26,""
17,34,38,45,47,46,37,30,33,23,24,25,24,24,15,7,8,11,11,14,10,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,18,21,15,14,12,8,11,8,20,19,16,19,24,33,""
19,38,42,66,46,51,52,32,29,26,23,22,14,18,11,7,10,9,8,11,11,19,17,30,33,""
20,34,34,45,46,44,36,27,29,23,26,25,12,16,17,15,10,18,6,14,17,15,16,20,24,""
21,29,38,50,56,47,47,32,30,33,24,21,12,14,10,7,8,11,11,7,10,19,22,23,22,""
22,35,39,39,56,41,43,29,24,22,20,17,17,9,8,11,7,7,10,11,14,13,25,29,26,""
23,23,37,52,53,54,41,29,26,25,19,20,18,12,11,4,10,8,8,8,14,22,19,21,27,""
24,27,44,43,41,35,26,25,21,26,12,15,14,9,9,3,6,4,8,7,9,12,17,17,25,""
25,30,30,40,27,22,30,14,17,13,3,9,4,4,11,5,8,5,10,5,10,15,18,29,35,""
26,35,42,41,28,25,21,11,20,23,21,4,16,13,7,6,6,4,5,14,19,18,10,13,23,""
27,25,22,31,32,29,26,25,23,18,16,15,15,14,4,10,2,3,11,5,12,10,16,16,19,""
28,20,39,38,39,35,28,23,20,16,21,24,16,13,11,10,7,5,7,5,12,13,17,18,21,""
29,37,39,44,41,37,32,30,29,20,16,19,16,5,9,5,3,4,10,10,11,15,19,21,20,""
30,32,39,39,42,47,36,25,25,20,23,22,14,11,8,7,7,12,15,16,11,9,16,25,27,""
31,31,36,37,39,36,27,15,16,17,16,12,10,13,11,9,8,9,7,6,15,10,-1,-1,-1,""
