jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,27,48,57,77,43,27,31,31,35,95,78,68,56,65,57,32,27,43,53,47,45,53,61,80,""
02,63,112,86,122,93,108,73,94,80,70,67,76,91,162,204,86,19,31,49,45,44,52,44,42,""
03,51,95,83,107,106,137,128,64,89,182,142,130,121,136,78,74,49,42,26,39,38,38,30,23,""
04,30,42,33,54,51,38,38,25,28,32,30,29,25,47,23,7,7,8,8,7,8,12,13,13,""
05,10,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,3,3,2,7,""
10,9,6,9,8,13,6,8,9,4,5,8,5,10,11,8,4,4,4,2,4,6,6,8,3,""
11,7,8,21,5,9,8,11,14,4,14,8,10,7,9,11,3,4,3,4,1,-1,2,-1,0,""
12,1,2,2,1,3,-1,-1,1,1,3,4,2,1,1,1,2,2,3,-1,-1,-1,2,-1,1,""
13,2,3,1,5,4,3,1,4,4,2,1,2,1,4,1,2,1,1,2,2,2,1,1,0,""
14,1,6,4,3,7,3,3,1,1,2,2,1,8,1,1,2,1,2,-1,1,-1,1,4,2,""
15,2,2,2,2,12,2,5,1,-1,-1,5,1,1,2,1,1,1,5,2,1,4,1,1,1,""
16,4,1,1,7,2,3,7,2,1,5,4,1,1,2,1,2,1,2,-1,3,-1,1,1,3,""
17,3,2,3,7,4,8,4,4,2,5,1,3,2,4,4,1,4,-1,1,1,1,2,1,0,""
18,-1,3,2,1,3,3,1,1,-1,3,1,2,3,8,15,17,57,39,14,14,48,12,389,24,""
19,13,14,12,11,16,10,10,13,8,76,10,144,23,14,63,24,32,14,14,15,25,16,22,13,""
20,13,13,17,15,17,28,35,21,12,15,76,24,30,21,30,47,93,13,23,34,64,56,504,74,""
21,17,19,16,24,29,40,47,53,96,77,78,93,104,103,111,160,304,297,292,267,17,120,17,20,""
22,18,12,12,12,12,12,12,18,13,25,39,8,6,12,31,10,62,19,13,9,27,126,17,10,""
23,13,10,11,10,10,10,10,12,12,233,14,46,76,10,12,18,15,14,35,17,10,15,12,11,""
24,11,10,12,10,11,11,11,40,12,16,15,16,20,11,15,10,131,93,24,21,21,14,13,12,""
25,11,16,12,11,14,11,12,14,15,12,16,22,11,33,13,358,12,41,20,41,11,37,13,10,""
26,15,11,11,12,12,13,10,13,14,32,145,15,12,33,10,10,20,12,16,9,10,11,12,10,""
27,16,10,11,10,10,11,10,11,12,11,18,113,13,11,22,22,22,21,21,31,26,31,21,25,""
28,61,66,54,66,64,57,62,55,46,54,49,69,57,36,3,20,46,23,27,36,42,25,44,29,""
29,32,45,51,77,48,46,55,62,37,66,66,56,54,45,23,24,37,56,28,43,29,32,33,37,""
30,40,41,42,51,63,60,52,70,95,54,47,52,40,34,25,25,28,19,33,20,35,28,31,39,""
31,54,49,55,58,55,57,37,48,27,23,29,45,46,43,26,33,22,19,32,25,43,29,30,3,""
