jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,35,52,37,53,45,51,62,44,42,47,42,48,46,42,47,52,40,29,40,30,40,34,103,31,""
02,47,43,48,51,61,55,64,54,52,43,62,67,60,60,59,31,25,35,27,25,28,32,95,74,""
03,57,79,82,81,95,121,110,72,65,104,157,180,155,148,132,106,80,48,36,36,51,39,107,65,""
04,72,71,62,57,53,57,56,58,51,53,39,61,66,58,49,38,37,31,34,34,35,30,30,88,""
05,37,45,57,49,51,51,60,49,48,63,56,70,65,60,49,47,43,29,28,37,36,46,131,46,""
06,50,52,55,54,59,61,45,54,52,58,52,43,54,63,37,35,40,41,35,28,36,87,98,57,""
07,65,38,41,66,52,50,57,53,45,67,52,72,62,61,49,43,61,49,28,36,33,37,149,92,""
08,39,50,58,57,74,66,52,44,40,51,54,50,52,48,50,31,30,32,29,29,44,35,23,43,""
09,47,46,50,51,50,76,62,40,61,49,36,66,63,72,53,40,36,26,36,30,21,25,42,47,""
10,49,50,48,59,43,53,53,50,49,56,52,56,61,56,52,45,23,32,40,31,26,38,96,35,""
11,50,42,53,51,41,49,56,44,54,47,50,53,52,62,51,44,24,34,30,31,36,39,46,128,""
12,46,38,50,49,44,48,57,53,43,41,46,68,63,74,53,39,34,29,28,40,25,39,33,54,""
13,49,55,61,42,45,52,52,51,36,54,64,62,53,61,52,38,42,40,37,25,32,124,199,65,""
14,52,53,57,52,53,55,69,53,48,58,50,60,72,76,39,34,34,25,28,82,34,84,155,56,""
15,57,53,59,56,50,58,45,59,45,52,65,78,99,73,67,44,32,24,31,32,43,41,45,41,""
16,56,50,45,57,60,65,64,49,43,53,69,64,62,71,48,47,34,39,31,30,33,28,132,76,""
17,53,53,54,49,57,60,57,49,55,53,62,81,62,62,42,42,34,24,31,38,43,38,80,43,""
18,43,50,57,56,56,67,59,62,50,47,55,66,78,62,41,35,37,28,27,129,35,46,71,97,""
19,55,49,47,60,61,65,63,62,60,54,57,70,43,50,32,37,44,35,40,25,36,33,46,55,""
20,40,49,51,47,58,51,52,41,45,43,64,56,60,29,42,33,27,24,31,26,41,28,136,44,""
21,39,59,45,68,60,43,53,51,54,35,55,50,66,40,35,42,27,28,37,26,31,26,39,46,""
22,40,43,44,49,53,49,50,63,42,60,63,48,51,56,38,25,35,34,45,29,25,35,142,120,""
23,41,56,57,46,46,59,46,54,50,41,48,55,46,30,36,24,22,26,35,37,32,23,68,50,""
24,37,44,48,33,42,55,48,51,54,46,57,42,54,46,37,-1,-1,-1,6,20,33,27,76,96,""
25,34,40,33,41,32,47,46,47,35,31,46,31,37,29,32,28,33,22,34,19,27,31,33,44,""
26,38,44,33,35,31,49,41,38,33,42,38,32,36,31,26,35,17,27,12,32,22,31,26,25,""
27,29,38,36,37,34,36,34,22,38,40,41,36,35,26,35,26,18,3,-1,9,38,29,80,34,""
28,37,39,32,47,47,43,51,49,52,49,50,43,42,16,2,18,38,18,20,37,37,20,50,32,""
29,30,54,45,43,51,42,59,44,58,54,45,38,52,45,30,30,37,31,7,9,35,35,65,37,""
30,44,42,35,49,53,47,48,43,36,45,42,53,38,36,37,42,4,15,22,3,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
