jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,10,11,10,17,11,10,31,118,119,148,227,192,21,7,17,10,18,13,13,9,8,15,25,""
02,14,19,9,12,16,20,10,14,18,27,16,8,66,18,11,7,3,6,1,5,4,3,1,1,""
03,7,11,10,8,16,30,19,11,7,16,11,8,11,17,13,7,6,14,3,7,4,4,5,8,""
04,4,6,7,2,13,14,25,13,13,21,19,13,17,15,16,4,6,4,6,4,4,4,12,25,""
05,12,10,4,10,4,8,14,19,16,11,14,9,21,15,7,5,2,4,1,6,7,6,1,1,""
06,-1,2,4,7,16,7,8,6,2,2,7,12,9,13,5,6,4,3,6,8,1,9,9,8,""
07,6,4,4,10,10,8,12,12,12,6,6,19,21,15,16,18,2,8,2,8,13,13,8,13,""
08,12,17,4,2,7,7,13,7,11,10,25,19,19,13,19,17,5,2,3,5,5,6,6,13,""
09,10,9,12,18,10,12,5,18,26,22,28,17,19,14,18,10,5,1,2,4,4,13,17,7,""
10,17,19,11,11,10,10,16,8,11,9,7,20,17,11,8,10,9,6,10,11,8,5,10,8,""
11,6,3,9,11,10,8,7,14,18,17,14,12,13,11,15,9,9,23,15,17,19,17,17,8,""
12,10,15,13,16,11,11,13,18,17,13,7,9,13,9,15,4,6,9,9,7,4,9,5,4,""
13,4,11,4,8,8,11,10,3,6,10,9,8,16,9,7,8,4,1,22,4,38,9,5,6,""
14,4,4,12,10,8,7,12,17,13,11,16,15,14,15,14,16,27,181,17,12,3,9,2,2,""
15,3,3,6,14,9,11,9,13,21,17,20,15,22,19,19,13,10,13,15,26,21,5,5,2,""
16,4,8,4,9,9,12,9,10,19,14,26,20,19,18,18,19,14,15,2,3,5,8,6,7,""
17,12,3,6,23,12,6,7,15,21,12,19,22,16,22,22,14,151,200,41,21,6,42,10,26,""
18,34,15,31,6,23,4,5,8,61,33,17,4,4,11,15,10,11,6,4,4,13,10,16,12,""
19,7,13,14,11,17,15,14,16,12,8,7,5,3,8,11,10,12,13,15,15,19,8,15,6,""
20,9,5,10,13,8,9,14,9,14,10,6,21,15,12,14,20,8,5,11,7,15,11,7,13,""
21,15,5,10,11,11,14,9,15,10,10,12,-1,1,5,13,10,7,14,4,3,18,4,8,9,""
22,11,8,8,19,8,13,6,17,9,8,16,7,5,16,36,65,84,90,82,101,96,86,86,116,""
23,123,133,171,184,246,227,193,238,226,86,2,1,-1,1,2,-1,-1,-1,2,1,-1,3,-1,1,""
24,5,-1,1,1,1,2,4,-1,23,95,82,87,90,81,55,75,52,51,56,59,55,72,53,43,""
25,33,40,29,28,25,30,21,30,33,30,39,33,43,30,46,40,35,46,59,46,40,39,38,46,""
26,46,41,42,27,35,23,29,35,36,33,51,45,41,47,41,37,53,46,43,51,43,44,34,33,""
27,27,45,38,34,24,43,51,34,32,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,32,26,7,5,2,3,3,2,3,-1,-1,2,4,1,""
29,3,4,5,1,4,2,4,3,6,-1,2,337,416,484,83,177,118,85,21,35,7,10,5,1,""
30,4,5,4,8,4,1,15,29,39,30,23,18,26,20,35,38,32,151,160,23,25,19,25,28,""
31,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
[E]cal}{`jbIyhj`o`j'lm,""
