jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,37,49,29,38,49,38,45,34,42,55,31,-1,79,34,29,24,17,17,17,23,39,26,30,32,""
02,-1,95,51,43,48,62,60,96,83,81,84,78,66,-1,115,43,31,28,30,34,31,56,60,78,""
03,86,114,-1,225,126,116,109,72,70,64,151,143,124,113,93,-1,109,44,37,43,45,44,54,13,""
04,51,61,46,47,-1,120,52,54,54,42,31,55,52,42,28,17,20,-1,38,19,24,29,36,36,""
05,40,52,44,48,47,53,51,35,44,41,53,58,27,38,25,25,20,20,18,-1,50,19,45,28,""
06,30,51,44,46,45,49,38,36,-1,64,47,40,40,34,32,19,20,18,25,19,19,-1,58,40,""
07,34,27,35,47,33,56,40,46,41,35,-1,108,44,30,27,42,21,20,16,28,27,29,40,-1,""
08,69,46,50,48,65,61,60,55,63,44,59,52,-1,86,28,17,17,16,25,20,29,34,33,37,""
09,56,-1,96,42,49,43,57,35,55,35,30,35,46,38,-1,52,18,20,18,19,19,21,33,51,""
10,37,30,36,-1,90,34,47,33,47,39,59,52,49,36,21,20,-1,28,16,25,13,33,32,22,""
11,45,31,40,41,46,-1,109,42,44,46,55,48,49,29,32,15,18,22,-1,44,29,26,36,35,""
12,51,55,47,53,44,38,51,-1,73,40,47,35,47,32,26,19,13,15,34,37,-1,54,55,38,""
13,31,42,39,40,44,39,47,30,47,-1,96,43,55,38,28,21,21,25,16,17,16,27,-1,71,""
14,40,43,45,41,41,51,50,45,51,48,54,-1,108,38,25,20,22,15,30,24,30,26,24,47,""
15,-1,113,43,39,42,40,48,60,33,43,54,66,53,-1,78,22,16,22,18,26,29,24,40,39,""
16,46,60,-1,102,55,60,63,46,43,45,-1,111,50,28,25,-1,47,21,16,21,31,23,33,50,""
17,42,39,34,44,-1,82,43,33,30,38,52,46,53,28,20,15,12,-1,33,23,28,27,34,29,""
18,40,42,65,81,68,98,-1,389,176,116,115,84,66,52,29,30,20,16,21,-1,52,29,48,41,""
19,44,64,47,76,60,92,85,90,-1,284,125,86,58,42,28,28,38,167,148,24,27,-1,69,40,""
20,46,59,61,55,61,92,101,80,59,77,-1,153,53,35,37,16,27,24,-1,37,24,22,36,-1,""
21,90,50,58,50,56,76,101,-1,206,112,93,88,-1,94,24,20,18,11,26,28,-1,64,42,66,""
22,51,-1,131,78,55,57,95,114,137,-1,134,64,53,60,-1,54,19,27,32,28,-1,62,38,56,""
23,47,54,55,68,-1,117,88,58,70,-1,80,50,43,39,38,-1,40,11,21,34,35,36,34,-1,""
24,85,49,52,43,-1,93,69,58,69,48,46,47,-1,84,31,22,13,-1,36,36,35,31,47,48,""
25,58,-1,126,47,59,76,-1,127,53,54,-1,73,48,32,20,-1,52,23,23,28,34,-1,75,56,""
26,52,72,59,77,63,-1,100,45,49,45,-1,106,36,28,22,19,22,24,-1,51,23,32,32,-1,""
27,89,65,59,68,52,49,60,-1,87,54,42,-1,65,49,33,16,15,23,21,-1,59,49,41,36,""
28,-1,103,50,58,56,56,45,54,-1,76,41,24,19,-1,14,9,20,17,19,19,24,-1,71,48,""
29,45,51,-1,109,47,47,74,26,17,10,-1,41,18,22,9,-1,44,14,10,21,26,25,33,-1,""
30,85,28,25,26,-1,49,28,24,27,22,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
