jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,121,131,89,133,146,178,155,157,165,184,190,162,160,120,100,73,57,56,36,49,76,78,93,83,""
02,101,94,109,147,175,151,183,177,163,157,169,166,161,155,112,90,67,64,35,71,67,71,93,80,""
03,101,123,132,221,265,264,217,178,213,297,341,350,333,340,279,208,142,109,108,85,113,108,93,110,""
04,111,132,140,152,173,158,159,159,156,180,136,142,142,150,116,66,48,41,42,68,96,82,97,73,""
05,81,108,120,134,189,177,166,159,122,151,141,141,140,110,91,63,38,40,33,37,64,53,79,71,""
06,71,85,115,137,134,135,128,126,148,161,111,143,120,95,94,81,43,42,45,32,70,71,73,69,""
07,62,78,92,113,150,130,123,125,108,120,125,147,140,95,104,79,46,29,51,48,51,62,74,73,""
08,76,79,96,133,147,139,105,123,129,140,152,163,124,88,91,50,36,34,39,35,52,57,69,69,""
09,65,88,109,96,149,126,117,134,133,133,97,129,117,118,101,70,49,44,42,36,43,60,43,72,""
10,81,82,109,121,140,152,114,137,142,117,147,129,130,113,75,54,46,41,40,59,47,66,75,72,""
11,50,53,92,115,133,149,135,130,142,124,160,166,135,104,98,60,48,31,30,47,42,65,62,56,""
12,54,83,96,110,128,124,114,128,125,125,138,123,116,91,107,53,55,41,43,52,71,75,96,88,""
13,79,93,137,175,190,205,176,170,175,194,129,128,117,96,81,64,50,21,39,44,47,62,50,58,""
14,154,97,104,108,127,142,130,139,132,119,173,146,165,128,100,43,38,22,27,31,43,65,44,41,""
15,62,70,92,101,117,117,108,109,108,111,139,151,126,91,73,78,56,58,55,81,88,62,44,63,""
16,49,96,104,121,158,127,110,131,114,163,191,177,157,145,92,50,31,33,36,59,56,80,70,98,""
17,96,142,156,177,194,172,167,118,138,132,171,189,151,128,87,60,45,61,86,69,65,93,85,97,""
18,108,112,149,188,188,184,171,147,160,178,209,185,178,140,97,73,64,55,48,82,81,106,121,88,""
19,100,95,119,160,179,234,222,226,169,158,115,107,89,86,53,33,47,36,41,42,47,62,77,77,""
20,40,49,43,81,90,107,100,101,94,80,130,120,105,92,81,43,63,52,20,50,46,46,56,60,""
21,69,79,75,99,85,115,93,107,108,121,104,104,77,59,69,48,36,26,37,46,54,54,78,63,""
22,82,81,72,98,128,117,93,96,101,103,97,198,142,113,113,34,38,29,38,43,45,65,53,65,""
23,56,68,58,83,114,99,92,109,116,117,127,94,102,94,76,60,37,29,25,44,66,82,66,65,""
24,70,84,98,87,113,110,90,117,100,128,107,118,115,94,77,46,45,31,47,46,51,56,56,69,""
25,73,102,89,117,125,108,102,129,110,111,132,121,97,98,70,61,38,26,49,67,91,92,100,105,""
26,104,130,123,143,162,160,157,149,169,168,244,197,168,144,120,88,58,22,42,46,58,86,77,92,""
27,89,93,106,132,110,140,132,111,117,134,122,106,97,93,63,52,41,35,32,42,51,65,79,78,""
28,75,86,99,115,127,129,115,117,114,115,121,135,105,37,4,24,59,39,39,60,76,74,77,72,""
29,98,78,90,136,116,104,124,101,130,120,102,104,97,87,49,34,35,17,26,25,43,40,50,46,""
30,48,58,72,80,84,84,76,74,93,79,82,94,70,70,62,67,34,46,45,44,73,66,87,70,""
31,93,90,100,122,118,128,121,131,113,123,122,101,107,80,58,45,41,30,42,56,53,44,51,79,""
