dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,92,98,111,129,114,119,118,117,127,134,89,116,99,106,77,78,56,64,61,75,89,76,91,74,""
02,92,86,113,97,95,124,102,108,116,111,98,83,65,69,68,76,60,62,70,70,80,98,82,88,""
03,96,97,107,107,118,102,100,102,109,101,95,102,86,105,69,64,68,60,62,69,92,80,97,95,""
04,84,95,92,115,98,108,90,102,107,114,66,83,69,69,75,57,63,63,62,78,91,101,87,69,""
05,88,84,87,109,104,93,104,86,94,83,83,81,63,77,79,51,55,49,56,67,89,77,83,66,""
06,82,89,74,92,89,84,96,80,77,66,62,82,69,51,51,46,36,57,49,67,79,79,101,66,""
07,79,66,75,78,87,89,84,85,79,88,70,81,55,70,71,52,54,62,64,82,84,94,100,92,""
08,76,90,104,102,107,101,103,109,96,92,88,84,71,59,73,49,53,40,49,68,73,65,83,98,""
09,87,72,77,99,115,86,92,90,104,108,73,71,54,62,53,40,38,59,53,78,70,100,94,96,""
10,111,92,72,94,111,100,109,121,121,98,68,86,61,61,68,49,36,53,66,79,95,104,118,126,""
11,98,84,78,115,127,113,140,126,127,117,74,80,73,66,77,50,38,55,72,114,122,138,150,167,""
12,153,113,100,117,152,160,176,163,144,133,108,88,60,73,60,49,39,63,108,128,156,184,236,245,""
13,237,181,156,185,266,232,224,199,170,168,138,98,78,87,68,74,78,80,175,187,206,239,265,261,""
14,272,254,244,242,277,238,238,231,213,180,162,137,83,78,80,51,80,136,74,95,135,127,150,158,""
15,157,127,114,115,140,100,121,146,117,126,90,63,68,71,70,51,53,43,49,66,68,64,72,73,""
16,74,71,88,67,87,91,81,73,101,93,80,69,69,65,57,50,50,50,46,59,61,74,77,85,""
17,97,80,95,93,85,95,105,98,116,115,89,85,82,65,79,55,64,41,52,65,74,83,69,66,""
18,79,82,97,95,86,95,89,111,112,105,97,80,64,51,53,45,45,40,48,46,76,50,62,68,""
19,63,81,74,92,95,70,101,86,96,107,83,91,65,71,59,44,45,42,46,46,65,70,68,45,""
20,71,80,70,82,94,83,89,105,83,93,73,64,47,43,38,35,28,38,30,38,30,50,51,52,""
21,46,42,49,53,56,55,56,40,64,77,40,57,47,37,38,32,49,52,41,64,72,51,77,60,""
22,60,88,97,74,105,91,117,118,128,118,104,94,69,67,60,52,37,44,39,46,53,63,54,51,""
23,63,59,67,83,80,75,68,78,103,100,79,75,52,46,34,26,38,37,26,45,51,54,50,49,""
24,52,59,66,87,67,76,52,55,77,66,49,87,46,56,36,45,34,36,27,52,50,69,64,52,""
25,44,70,67,51,64,56,71,56,88,90,73,56,56,36,46,34,36,28,30,41,47,48,49,45,""
26,41,47,59,73,52,49,51,63,71,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
