dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,210,231,265,271,284,277,291,318,322,363,361,347,357,342,321,352,357,289,275,240,211,231,170,148
02,202,214,262,263,299,298,299,327,351,347,360,346,358,354,364,289,305,305,294,239,219,207,183,169
03,192,212,239,253,274,265,275,287,317,318,302,357,333,359,356,322,317,298,296,294,257,225,208,190
04,207,208,241,281,282,283,294,290,331,340,332,343,349,390,355,384,363,332,301,277,267,259,241,216
05,211,216,238,295,296,291,291,291,315,306,348,346,377,347,394,366,322,333,286,283,253,213,206,198
06,234,227,263,278,288,285,265,269,357,349,366,365,372,352,343,326,314,262,277,244,248,221,194,189
07,219,247,254,278,279,295,280,334,302,343,334,377,355,372,361,357,335,281,273,249,256,233,208,164
08,201,233,279,282,311,311,297,295,348,357,347,379,368,361,366,338,361,388,301,269,268,235,207,181
09,188,221,263,323,329,318,333,364,319,346,333,354,360,361,364,360,353,355,305,277,246,198,180,180
10,177,263,300,351,381,369,314,320,312,380,347,376,370,397,384,378,345,325,288,241,225,207,207,193
11,187,246,302,328,330,345,335,330,328,321,347,333,348,364,346,370,344,312,295,292,274,272,231,209
12,185,268,334,349,349,343,320,326,288,275,296,273,312,360,363,330,303,298,284,254,217,189,147,176
13,197,283,320,358,308,284,218,242,161,162,222,194,216,275,315,239,313,305,275,247,252,218,180,180
14,202,271,284,299,260,264,259,305,326,347,350,341,313,332,332,354,334,295,314,274,257,253,203,175
15,160,192,193,270,282,281,276,310,280,328,314,284,330,335,315,310,281,329,321,243,250,189,173,165
16,179,173,196,223,254,251,267,265,266,277,306,308,349,336,304,324,295,291,308,244,231,203,172,179
17,172,207,210,230,254,289,275,269,304,305,310,300,316,345,334,332,311,294,289,283,250,217,202,174
18,177,193,235,239,227,227,252,272,269,308,275,303,320,330,334,300,292,281,250,224,200,196,150,132
19,130,187,246,241,208,212,249,226,247,269,262,267,264,294,323,291,281,249,273,257,200,200,166,156
20,164,149,164,167,199,191,214,217,238,255,270,294,341,316,293,310,258,250,249,212,189,143,154,132
21,145,158,183,188,196,172,190,244,267,269,263,253,253,257,275,307,279,256,222,233,212,202,166,159
22,156,145,183,185,173,185,227,208,233,269,276,304,284,295,279,280,257,267,260,238,193,194,137,127
23,160,159,171,161,169,186,205,222,221,254,238,262,289,284,270,264,263,224,233,154,149,115,110,107
24,94,135,113,141,140,141,170,198,181,218,219,219,222,222,227,259,238,225,215,200,173,146,121,114
25,129,148,146,186,196,202,195,201,238,236,258,268,256,256,278,303,289,250,230,221,176,171,178,122
26,138,144,146,187,207,164,213,202,220,225,247,297,311,287,266,287,289,267,266,208,198,177,137,144
27,125,146,189,201,211,172,237,236,258,278,315,296,327,314,296,312,256,263,236,218,196,138,146,130
28,123,174,191,227,215,199,199,253,252,265,270,259,283,302,318,286,267,225,209,222,177,117,134,137
29,115,131,153,164,135,151,167,206,224,243,266,255,297,266,289,280,264,199,210,198,193,173,118,114
30,116,118,146,138,171,196,206,213,230,264,260,287,299,298,299,239,245,245,244,211,184,63,52,106
31,104,135,119,172,202,177,189,229,260,277,285,297,285,270,298,260,255,262,234,182,145,123,-1,-1,-1
