dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,144,172,213,217,192,245,269,286,298,340,345,350,296,300,306,304,263,252,236,200,152,126,137,124
02,148,181,168,193,196,238,242,297,341,331,351,320,315,319,308,293,257,256,251,198,155,115,139,126
03,156,185,193,191,199,215,230,268,285,289,319,334,339,321,300,297,302,269,268,210,187,131,140,137
04,151,184,190,227,220,246,291,300,329,365,361,351,340,337,332,299,306,292,222,186,158,114,114,137
05,169,186,192,182,181,237,272,299,325,337,356,361,342,360,323,255,260,248,238,210,161,119,100,110
06,149,183,190,191,186,217,246,263,333,334,391,371,372,323,293,284,256,213,199,194,143,115,84,124
07,153,188,182,170,221,245,261,285,333,334,329,326,314,342,306,305,272,237,236,179,159,150,120,120
08,151,168,212,206,221,254,302,300,322,306,352,347,330,309,288,296,276,253,243,170,162,123,119,143
09,159,164,236,229,237,218,303,265,311,299,301,321,328,292,316,283,270,240,227,171,149,123,83,109
10,134,195,224,205,232,227,255,288,299,295,310,355,341,297,316,327,277,249,196,178,157,117,113,124
11,168,219,251,251,214,241,259,310,335,318,329,340,330,343,309,291,247,237,216,174,162,116,91,131
12,178,261,297,278,268,276,322,308,266,288,349,334,343,312,303,312,256,276,226,211,179,110,106,144
13,237,269,297,302,293,253,171,210,208,269,274,338,278,296,294,300,245,235,186,172,153,100,105,141
14,197,243,269,266,264,272,301,286,317,331,302,302,303,289,266,289,249,230,207,175,136,96,85,127
15,127,178,201,214,222,239,251,259,247,251,299,297,345,308,321,278,268,283,225,207,144,100,91,100
16,124,133,189,169,190,209,221,286,273,311,293,305,282,298,291,270,276,251,223,217,153,111,101,91
17,106,118,158,159,180,212,227,250,286,272,275,285,280,307,300,300,284,258,220,189,139,114,89,96
18,142,151,175,195,180,221,268,291,320,302,294,320,298,279,297,260,283,233,211,199,170,121,83,85
19,121,129,136,150,183,197,238,246,286,304,308,304,282,291,271,249,248,242,198,191,159,108,76,95
20,115,154,146,126,160,208,229,228,252,272,286,250,286,308,271,298,258,239,225,199,124,106,95,108
21,110,117,139,186,192,225,199,242,273,290,362,324,344,372,319,295,299,247,231,161,152,145,120,112
22,127,142,156,180,201,228,278,282,313,327,346,339,334,358,326,302,282,268,243,205,164,119,114,104
23,114,128,147,168,176,213,226,281,284,306,305,334,324,342,337,297,287,229,233,179,155,102,113,86
24,117,130,122,151,150,203,215,267,260,302,323,307,300,184,264,283,244,258,226,187,132,102,96,84
25,131,138,151,169,191,198,260,251,278,307,291,372,305,290,315,277,271,243,239,187,152,109,132,102
26,107,141,228,220,162,180,221,251,242,260,249,263,284,303,288,293,244,265,204,171,125,115,109,104
27,111,131,196,199,155,221,233,255,244,232,267,284,309,302,254,261,239,240,211,173,121,107,100,86
28,115,133,155,154,184,225,217,244,270,261,302,327,362,303,299,283,246,255,214,167,160,119,94,113
29,118,143,159,160,188,200,246,317,303,306,339,368,322,325,313,293,263,239,248,203,173,146,98,113
30,117,138,144,162,182,195,206,263,284,318,306,323,299,297,285,267,247,228,203,183,157,81,91,92
31,99,128,139,145,178,220,249,268,276,310,321,300,313,308,280,287,289,254,217,161,174,104,103,129
