dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,33,32,39,41,43,26,25,18,24,19,21,18,12,17,10,12,10,17,13,24,37,34,43,48
02,26,37,30,38,35,43,37,28,24,26,26,20,11,12,17,8,14,13,18,19,33,34,35,34
03,34,31,35,32,38,32,24,19,34,23,16,16,17,13,11,10,12,13,14,26,27,34,50,43
04,19,26,31,30,32,31,28,28,19,21,27,15,11,10,10,15,9,17,13,24,19,33,30,41
05,32,25,35,46,28,28,31,22,24,23,9,22,13,10,4,8,8,17,17,29,21,38,45,36
06,26,22,35,34,31,31,35,29,22,26,22,14,12,15,7,5,9,5,15,22,29,35,54,48
07,28,36,37,28,34,28,27,31,33,23,24,21,13,12,4,5,18,9,18,20,26,42,37,41
08,34,29,31,33,25,26,15,34,26,15,19,15,17,8,11,7,9,17,24,26,31,41,59,47
09,25,29,28,31,32,28,33,20,23,29,17,17,9,11,11,3,14,16,13,21,29,37,45,47
10,27,22,26,35,42,28,22,25,28,19,18,17,10,12,12,10,6,15,21,35,39,55,79,73
11,50,34,24,27,36,42,29,27,24,20,17,15,10,10,6,14,10,14,34,39,57,68,110,107
12,52,21,22,37,32,29,32,32,39,26,26,10,12,9,8,10,16,20,30,63,65,128,174,175
13,114,52,34,28,31,29,49,58,47,24,32,13,10,7,9,8,16,29,41,60,81,97,168,152
14,111,60,38,35,35,32,45,49,35,34,17,16,6,10,7,6,10,13,11,25,31,41,66,52
15,51,36,22,33,31,26,28,25,18,18,24,18,14,6,12,10,7,14,12,23,25,36,28,32
16,31,27,30,29,34,27,20,21,31,18,19,17,16,12,6,7,7,14,14,15,27,30,33,20
17,30,33,28,31,38,29,33,30,21,14,14,17,13,10,10,9,8,12,8,14,25,23,34,34
18,32,24,29,34,21,24,27,22,21,24,24,11,12,10,16,7,5,9,22,17,21,25,29,27
19,15,23,31,35,32,39,24,25,11,24,17,21,19,8,11,3,8,7,14,15,25,27,35,35
20,31,35,31,38,22,27,36,23,24,24,16,16,13,9,12,10,7,13,13,23,21,31,31,27
21,27,22,26,28,24,26,22,30,31,23,21,7,13,12,10,6,7,13,14,19,32,30,34,21
22,26,39,40,52,53,42,29,41,22,22,18,22,14,11,11,8,8,5,11,23,23,25,31,36
23,32,18,29,30,31,31,34,28,21,20,17,18,14,12,8,8,8,6,14,16,20,26,35,17
24,20,24,34,39,23,28,30,28,23,20,20,19,11,10,13,2,7,13,17,21,20,35,39,22
25,21,14,22,36,25,37,28,28,22,18,18,13,8,5,6,6,6,8,18,12,16,23,29,21
26,26,27,19,34,27,30,23,21,25,17,24,23,10,12,10,7,8,7,10,15,24,30,26,28
27,23,27,23,31,30,21,25,25,19,18,14,9,8,12,11,10,7,7,11,11,23,25,23,28
28,22,22,31,27,29,36,25,29,16,27,15,13,22,7,8,15,12,11,13,16,16,24,31,32
29,24,22,23,39,31,36,29,18,21,17,19,19,12,11,14,6,5,12,9,13,18,22,33,30
30,29,26,33,35,36,37,33,20,23,21,13,9,15,8,3,5,10,14,6,21,23,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
