Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,111,179,183,247,248,208,145,64,114,97,100,49,27,29,22,21,16,28,41,56,59,64,32,50
2,107,131,172,142,136,107,97,71,92,66,89,82,54,62,63,73,53,54,60,99,101,136,119,95
3,121,135,161,169,161,127,108,75,106,73,82,79,68,47,49,67,28,49,43,29,59,66,83,97
4,118,146,104,120,152,146,100,77,90,111,82,69,66,74,63,47,37,28,15,32,40,54,54,58
5,123,122,134,115,131,110,96,95,89,88,69,57,54,52,53,25,35,48,60,63,89,107,136,136
6,165,176,176,212,255,244,202,193,111,87,102,58,73,70,43,26,15,17,60,65,66,65,95,125
7,134,187,129,145,158,142,137,132,116,49,60,71,45,45,50,36,45,62,42,59,83,95,96,171
8,204,188,199,232,230,195,147,122,161,172,173,132,119,96,71,42,43,56,50,81,90,123,154,164
9,150,205,188,203,238,197,193,124,112,94,93,73,82,81,74,55,43,36,52,78,97,96,134,185
10,156,181,186,195,212,253,182,104,123,74,65,82,77,27,35,31,43,37,41,43,71,85,99,114
11,218,157,170,169,267,234,186,161,114,133,111,102,55,60,65,47,36,45,38,45,76,118,177,215
12,189,189,143,130,146,207,147,89,69,86,88,59,46,45,40,33,35,79,102,164,182,233,301,400
13,507,376,423,395,441,465,482,435,387,238,195,106,40,88,69,60,64,125,250,418,198,364,527,599
14,454,459,398,460,494,464,469,347,212,188,136,125,88,53,23,22,22,37,42,49,84,124,196,126
15,103,120,216,232,277,229,169,103,133,124,147,107,96,68,66,61,60,51,44,79,122,103,76,58
16,124,180,160,235,212,201,184,157,148,74,85,124,66,54,42,36,38,32,42,66,114,101,120,146
17,155,163,206,218,231,182,160,96,86,105,86,43,31,41,21,28,31,22,30,25,37,41,55,39
18,155,119,160,178,206,154,159,110,83,146,174,89,64,84,82,73,65,50,32,35,61,95,89,96
19,148,195,186,225,200,179,172,124,116,129,102,130,83,34,27,65,58,56,21,45,49,69,47,105
20,122,152,211,210,215,172,196,173,131,103,107,96,84,81,50,43,38,33,39,65,80,104,113,129
21,123,151,192,232,217,192,177,132,90,76,56,68,52,63,35,25,24,19,45,64,42,61,44,94
22,139,163,215,205,174,159,143,123,131,113,51,63,34,21,27,21,26,29,35,40,43,35,41,43
23,85,131,123,94,140,119,108,39,80,103,120,65,66,37,21,43,36,38,31,37,47,50,97,120
24,55,72,63,125,150,130,111,81,70,74,74,47,42,18,26,30,17,38,25,32,45,54,68,139
25,109,148,174,229,284,247,224,125,77,81,84,69,72,91,65,47,37,31,38,35,43,56,70,69
26,74,123,172,219,222,175,188,153,154,116,92,105,73,39,72,47,32,38,54,33,49,53,67,54
27,86,135,129,166,165,144,135,148,116,84,85,87,57,45,20,6,23,21,18,11,27,42,70,93
28,120,133,105,148,169,164,143,101,121,104,85,64,38,30,45,29,23,14,11,19,20,32,40,102
29,134,160,206,212,209,182,164,174,206,112,82,98,65,65,72,44,47,31,40,52,42,29,61,59
30,70,119,145,172,173,160,159,104,76,127,108,74,70,41,11,38,38,25,21,24,-1,29,41,39
31,43,34,43,54,67,76,51,50,66,51,44,43,42,34,34,41,21,26,24,24,48,52,39,42
