dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,66,81,82,80,43,71,49,39,33,23,50,39,44,63,56,67,""
02,83,116,116,126,143,141,124,113,88,112,116,90,92,87,78,69,43,40,47,51,53,57,48,43,""
03,55,88,84,102,106,104,92,105,82,73,83,96,73,74,58,59,49,41,37,42,45,72,56,56,""
04,59,80,77,92,99,117,98,86,72,89,101,80,74,70,65,50,46,45,26,51,44,-1,-1,43,""
05,56,84,76,92,102,94,105,77,109,86,91,73,62,73,54,49,46,26,22,42,50,59,44,54,""
06,67,76,89,85,82,93,77,71,111,75,75,95,107,75,71,43,35,29,24,42,53,66,36,54,""
07,73,58,58,82,88,106,89,86,78,104,76,105,93,68,53,45,60,33,42,52,51,42,60,49,""
08,56,67,59,57,92,120,87,98,84,95,88,93,85,73,71,51,42,69,49,44,48,64,71,45,""
09,106,101,123,131,161,137,126,110,100,84,76,89,77,60,54,59,65,32,34,33,56,73,77,63,""
10,98,102,123,117,109,112,97,92,106,69,62,63,36,37,39,34,42,20,35,40,40,61,61,62,""
11,59,84,66,100,114,111,137,95,113,99,69,68,45,57,21,28,35,23,34,62,52,75,62,55,""
12,72,114,93,114,111,136,143,100,91,63,52,35,49,43,30,22,29,19,33,41,82,128,98,102,""
13,124,136,100,121,161,182,182,146,144,89,88,59,52,33,43,34,42,27,49,72,109,153,162,173,""
14,185,249,167,222,246,245,189,190,155,102,101,81,62,68,56,39,20,29,48,61,93,106,146,138,""
15,96,128,110,123,143,110,92,102,65,91,77,77,70,54,54,46,45,46,22,31,37,56,76,38,""
16,66,85,84,76,59,73,67,57,51,87,82,96,97,69,47,56,42,28,27,43,36,43,60,59,""
17,59,67,78,80,87,69,95,73,94,84,82,-1,7,70,80,49,-1,-1,-1,30,21,32,35,42,""
18,57,67,82,84,93,82,78,78,75,65,58,71,74,59,68,46,41,8,12,17,11,21,30,14,""
19,21,49,52,66,92,67,51,65,79,60,76,71,74,56,21,10,9,12,17,17,27,12,15,13,""
20,34,56,53,78,61,47,50,39,49,26,16,34,55,42,48,33,21,13,7,8,18,18,21,30,""
21,39,41,44,41,50,43,61,60,63,73,40,35,35,43,44,31,23,14,14,23,32,16,28,34,""
22,27,66,64,69,85,81,64,60,65,83,64,73,100,84,63,50,18,24,26,26,15,14,15,22,""
23,36,41,72,62,55,65,68,68,74,59,57,67,60,60,61,38,23,12,13,-1,3,11,20,12,""
24,26,36,58,56,62,85,68,67,75,84,44,65,75,64,-1,-1,3,23,15,13,20,16,27,26,""
25,24,57,65,80,66,74,65,64,83,71,96,66,66,65,50,29,29,14,5,5,5,19,21,19,""
26,28,52,63,75,94,52,81,42,75,40,63,72,74,45,27,43,26,27,21,18,26,-1,21,11,""
27,20,47,58,70,64,66,76,65,71,55,40,61,59,59,72,50,17,20,23,17,28,23,9,12,""
28,28,43,67,76,95,72,75,72,68,61,13,18,67,47,61,35,23,12,8,8,11,19,30,25,""
29,21,41,66,80,95,102,85,69,15,16,-1,24,28,44,47,38,40,20,29,33,8,10,21,20,""
30,44,23,64,74,78,82,102,91,74,90,60,63,77,76,63,27,21,18,9,12,14,18,27,19,""
31,30,42,54,63,70,66,66,53,76,93,77,53,67,59,57,35,32,22,22,19,37,22,21,-1,""
[E]hgmpI}lel`z`fg'o0'jf',"b"
