dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,9,13,17,15,14,14,16,5,14,13,12,15,7,2,8,5,5,11,13,16,21,10,13,""
02,12,16,18,8,17,13,16,4,3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,""
03,1,0,0,0,0,3,1,0,1,1,1,7,10,12,4,6,7,8,7,11,15,6,14,18,""
04,19,16,13,25,16,14,12,20,12,11,9,6,8,2,13,6,11,8,17,14,11,21,19,10,""
05,21,5,18,13,21,15,13,12,17,18,13,7,8,6,4,4,7,8,7,18,12,26,8,17,""
06,14,17,18,16,18,23,14,2,57,39,28,37,29,18,24,28,16,22,25,42,37,52,66,65,""
07,55,55,76,71,62,72,53,71,50,52,46,45,29,32,30,22,27,32,37,56,45,63,70,57,""
08,64,81,73,86,64,82,65,76,46,55,34,28,37,35,22,21,23,18,33,40,62,49,42,69,""
09,62,68,70,69,78,63,64,55,48,49,47,29,32,27,18,19,21,27,29,33,55,59,74,70,""
10,74,53,76,81,77,69,89,81,56,43,25,35,22,24,26,20,17,25,34,49,75,86,69,75,""
11,46,64,77,74,82,82,79,76,75,49,36,26,28,30,23,24,19,38,46,55,92,94,68,85,""
12,73,93,115,108,97,105,79,99,74,57,53,37,20,32,20,19,27,41,80,103,112,152,146,135,""
13,145,140,142,163,147,147,140,122,109,88,59,44,33,27,23,26,39,68,87,141,156,190,203,212,""
14,209,173,189,209,170,142,148,130,109,92,59,37,27,33,28,26,39,74,55,104,127,111,95,131,""
15,131,132,89,95,83,73,60,63,70,49,47,37,36,20,19,21,34,27,32,22,48,63,55,56,""
16,62,77,68,82,66,61,76,55,50,45,47,34,31,27,23,23,18,19,32,29,39,44,45,49,""
17,51,51,56,70,75,47,45,45,46,42,33,33,24,26,24,19,30,23,26,35,41,37,36,51,""
18,58,52,53,61,59,53,49,55,53,57,53,36,29,19,30,15,9,25,34,28,24,31,34,57,""
19,48,46,66,54,64,62,52,59,49,41,47,10,2,0,2,1,3,3,2,4,5,4,2,4,""
20,3,0,2,3,4,1,1,1,3,2,0,1,2,4,14,25,15,21,21,21,27,36,34,38,""
21,48,46,51,51,58,44,40,43,33,42,48,35,34,30,48,18,18,26,30,30,33,27,29,37,""
22,44,43,55,61,53,46,65,59,58,42,59,48,53,42,35,28,29,30,28,27,34,25,23,38,""
23,48,61,67,67,53,52,49,34,43,46,38,34,26,31,23,22,17,15,20,18,30,36,38,40,""
24,53,54,65,54,56,53,48,42,29,39,17,25,26,19,19,15,14,15,15,21,26,37,23,33,""
25,50,46,46,47,52,56,54,41,36,40,35,30,24,25,34,27,20,25,23,35,28,30,43,38,""
26,44,60,53,65,63,65,50,42,50,31,45,32,23,18,20,10,23,19,20,21,35,30,40,41,""
27,48,43,48,54,52,54,44,44,49,48,43,29,30,19,17,10,13,19,18,25,41,33,44,45,""
28,55,43,55,51,53,65,45,63,51,39,45,22,24,31,24,30,24,19,24,21,28,31,42,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
