dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,170,215,204,217,226,217,190,195,213,219,191,181,177,153,115,70,68,55,46,56,86,99,115,168,""
02,159,207,238,231,202,201,195,204,183,206,185,166,153,118,126,114,54,57,55,72,79,90,91,114,""
03,167,187,192,175,187,192,182,209,209,198,206,188,176,133,98,87,66,51,52,54,65,103,114,106,""
04,180,196,194,186,180,170,168,189,185,165,161,161,112,132,90,73,65,47,39,50,66,76,74,98,""
05,143,163,197,184,168,158,172,171,157,159,177,144,168,119,94,81,44,41,42,37,46,75,70,106,""
06,117,150,171,181,183,178,164,150,175,166,168,130,120,110,104,97,60,48,46,41,48,84,111,129,""
07,157,176,152,174,177,171,143,171,153,153,137,149,128,113,75,77,45,33,52,48,58,79,86,90,""
08,156,143,168,182,178,179,188,170,175,203,135,170,113,127,129,90,75,40,44,48,68,101,105,127,""
09,168,163,239,230,238,207,175,176,166,164,160,155,120,104,91,65,57,40,60,44,63,72,110,139,""
10,168,191,219,211,244,223,216,195,135,121,114,107,97,89,80,45,32,31,28,42,49,73,109,106,""
11,148,170,179,207,226,195,170,145,146,155,106,96,82,85,60,48,32,21,39,44,60,73,100,120,""
12,130,162,272,282,243,220,180,161,140,146,135,95,99,76,59,42,47,36,32,71,92,135,167,184,""
13,237,291,338,365,366,322,284,219,198,173,134,128,87,94,77,38,55,48,53,105,158,204,232,286,""
14,333,399,417,415,410,388,300,279,245,203,214,147,143,118,94,79,39,38,60,76,158,172,191,262,""
15,288,288,308,321,299,257,255,217,222,215,173,167,137,125,109,58,58,43,46,47,66,76,98,138,""
16,131,160,162,202,167,180,195,185,190,172,159,160,137,106,79,64,47,47,41,45,60,62,70,98,""
17,139,160,184,171,194,164,185,185,188,171,150,158,138,113,70,58,37,53,35,37,62,68,90,96,""
18,106,152,176,180,165,162,148,142,170,163,173,157,139,127,109,64,42,38,33,45,53,60,73,73,""
19,97,138,164,163,140,147,169,154,183,178,157,137,125,112,82,64,57,46,36,37,45,54,58,69,""
20,93,129,122,165,141,140,124,121,131,148,136,112,113,76,72,59,52,42,37,37,43,41,69,81,""
21,98,129,137,153,155,119,153,164,134,148,135,138,107,108,68,63,46,32,28,36,54,53,59,76,""
22,106,146,143,141,127,138,146,180,187,169,168,179,170,161,119,114,57,50,38,33,54,46,59,109,""
23,109,119,160,164,146,147,167,192,191,197,165,139,140,121,91,81,54,33,26,43,60,50,81,86,""
24,125,147,154,157,127,148,159,163,162,187,165,160,115,116,79,72,44,39,27,36,32,65,59,80,""
25,115,138,169,190,151,156,149,182,178,202,184,153,140,128,102,61,37,42,39,35,41,50,60,85,""
26,116,153,162,185,171,175,163,170,192,191,181,167,140,125,90,72,61,36,44,48,39,61,63,90,""
27,115,127,199,173,184,161,182,139,165,171,149,144,156,118,116,68,53,31,38,35,50,46,70,78,""
28,96,127,159,166,127,145,166,164,150,147,143,135,107,132,83,61,37,25,40,25,29,38,58,67,""
29,112,132,161,149,125,137,154,156,148,149,151,130,133,139,85,57,38,21,26,36,37,41,57,81,""
30,105,125,127,147,122,133,150,171,145,146,140,126,122,80,91,43,33,29,33,36,37,31,86,76,""
31,86,113,131,159,169,161,158,179,160,157,146,131,123,106,95,79,61,26,28,30,34,47,51,13,""
