nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,48,70,137,119,160,54,132,89,112,75,38,33,31,8,10,7,10,9,27,18,6,6,13,6
02,12,5,35,29,88,112,129,81,66,72,54,5,7,5,4,24,64,30,124,63,58,65,157,179
03,99,72,63,69,27,71,58,70,63,49,41,42,49,40,39,53,16,41,62,77,71,65,110,58
04,42,88,69,83,34,87,109,161,148,136,89,41,45,44,25,21,1,6,49,85,87,132,177,84
05,67,74,29,5,50,45,108,79,81,33,8,1,1,2,1,3,4,10,169,178,183,182,183,16
06,91,164,152,128,115,76,87,82,66,70,58,22,5,6,4,4,3,2,4,11,1,2,1,1
07,14,21,45,40,91,99,159,194,169,149,60,39,40,16,10,22,37,40,99,104,90,155,113,147
08,168,71,39,65,167,158,171,234,207,187,112,69,75,23,4,6,15,12,95,47,46,32,26,40
09,75,98,110,121,157,104,111,155,172,166,159,137,93,19,25,23,36,32,93,148,170,81,169,134
10,84,123,172,131,90,120,156,186,160,165,148,87,89,73,88,34,23,47,61,52,30,52,75,95
11,57,60,58,46,18,30,78,55,109,88,51,21,94,99,64,67,110,133,130,138,135,200,179,66
12,150,80,97,109,122,131,145,197,179,174,132,127,127,66,58,39,104,141,87,56,43,135,169,140
13,24,20,15,14,46,124,104,101,135,111,81,37,31,51,55,87,64,25,17,19,25,10,8,15
14,4,61,99,41,64,106,118,130,95,115,98,19,15,11,12,10,15,60,48,100,46,71,91,52
15,85,61,57,42,53,80,93,107,138,158,86,32,73,21,38,65,24,26,30,28,46,45,41,14
16,14,35,40,97,44,125,130,115,145,147,184,163,93,122,47,13,13,19,50,102,114,86,114,108
17,180,136,133,116,53,66,150,200,185,170,133,72,88,40,14,21,40,20,16,60,99,109,109,47
18,71,49,41,53,62,90,136,178,131,114,96,23,53,41,8,4,12,59,126,131,137,103,123,60
19,102,65,35,10,15,17,41,75,68,104,59,15,43,73,44,54,91,111,82,40,3,15,4,3
20,13,11,40,75,77,209,180,159,167,160,202,134,98,155,88,145,194,207,169,191,109,135,204,164
21,152,135,145,170,154,165,207,163,222,236,154,81,96,74,100,73,16,34,44,93,72,96,100,100
22,93,92,77,89,26,48,119,130,128,81,98,99,123,79,90,28,11,8,100,70,115,101,96,148
23,102,80,88,26,5,95,125,130,41,30,85,68,107,82,69,96,6,29,70,90,94,82,95,89
24,134,112,130,120,107,46,156,175,141,143,120,76,23,34,29,20,14,7,22,28,42,95,77,71
25,117,86,152,48,18,57,115,128,104,63,66,43,65,42,44,79,11,16,51,87,71,68,156,94
26,74,70,74,117,84,121,171,166,202,193,177,174,186,111,22,20,12,2,4,2,6,28,185,17
27,4,1,51,182,111,156,157,106,143,81,184,179,171,158,82,47,28,71,19,66,50,42,35,74
28,113,106,153,105,113,181,231,217,186,166,149,132,114,59,16,14,30,40,61,115,127,110,74,63
29,55,55,87,83,25,47,136,134,105,95,74,57,65,50,21,12,4,2,35,64,60,130,75,98
30,75,47,38,61,32,127,212,207,199,197,216,145,161,134,135,86,37,41,84,43,71,117,111,117
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
