aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,16,22,23,25,66,53,19,28,8,3,1,1,0,23,2,0,1,1,2,5,39,52,2,5
02,11,83,83,107,140,114,138,112,56,2,8,3,1,1,0,1,2,1,2,0,2,4,2,3
03,3,11,13,32,22,11,10,1,3,0,1,2,1,3,2,2,0,6,1,2,2,3,12,2
04,2,8,21,10,28,36,18,42,29,3,3,4,13,49,21,33,4,2,1,6,12,12,2,4
05,8,1,5,5,30,28,20,26,38,29,2,4,3,12,0,1,1,3,3,27,61,50,71,43
06,38,50,8,9,0,13,4,4,2,3,3,8,5,1,4,0,1,0,0,1,2,6,20,26
07,3,5,10,45,58,85,97,59,3,0,2,0,12,5,3,2,5,11,1,1,7,4,4,3
08,3,10,21,10,12,79,120,55,30,4,2,6,0,4,2,2,1,14,16,1,4,0,6,39
09,34,35,20,11,22,32,93,78,16,1,4,2,4,0,0,0,0,1,0,1,2,1,7,17
10,78,111,78,99,143,112,113,97,13,3,2,1,3,1,2,3,4,30,9,0,0,3,9,17
11,8,4,1,7,7,29,28,10,17,5,3,5,8,11,23,25,21,3,5,7,21,18,69,26
12,7,20,14,15,34,62,43,57,31,46,33,24,21,11,5,12,1,1,1,1,4,5,19,19
13,12,6,31,112,113,143,132,105,21,7,10,8,10,4,7,5,3,25,33,38,29,38,53,77
14,61,80,52,57,68,70,110,62,42,65,28,37,27,14,8,20,21,35,43,52,82,99,83,95
15,96,106,110,25,53,65,76,113,59,48,63,68,36,45,22,81,45,94,23,31,11,41,12,19
16,60,88,103,96,103,116,117,94,66,72,56,23,31,57,26,15,6,4,8,30,65,64,58,72
17,70,65,63,73,102,98,115,102,59,39,34,29,32,12,2,3,8,8,6,59,62,93,77,44
18,32,34,24,21,28,26,9,25,8,2,4,6,5,4,5,0,0,3,6,9,10,8,8,3
19,7,5,4,9,8,14,10,8,1,5,6,2,2,0,2,3,3,4,0,1,1,1,1,2
20,1,5,7,27,84,70,11,20,2,6,14,1,3,3,0,1,3,1,0,3,11,1,2,3
21,5,2,7,12,7,6,10,8,2,4,6,1,1,3,3,0,12,4,7,5,12,10,6,3
22,3,2,4,2,12,15,12,2,5,4,8,5,3,0,2,2,0,1,0,7,2,3,4,1
23,8,0,6,1,1,2,7,6,15,6,30,3,1,0,2,0,1,2,2,3,2,3,0,0
24,2,1,2,3,3,8,6,6,1,1,4,0,0,0,2,1,1,4,10,5,6,27,44,52
25,40,60,58,28,52,84,121,132,80,6,1,1,1,0,3,5,2,1,4,4,29,48,17,36
26,59,71,41,5,47,107,89,74,37,76,61,29,0,4,1,1,3,3,0,1,3,10,52,48
27,62,65,57,30,24,70,33,43,15,3,3,4,4,10,5,10,8,12,14,32,14,37,37,12
28,10,49,61,53,59,59,93,87,113,81,74,88,18,1,14,9,23,23,18,39,31,1,10,5
29,13,3,2,5,3,5,10,12,2,1,1,0,10,0,0,0,1,1,0,3,21,36,14,21
30,12,4,17,12,83,134,120,99,12,1,4,1,1,4,10,0,1,0,0,1,2,1,0,0
31,1,5,3,3,0,2,14,39,43,6,3,1,2,2,2,9,8,23,19,20,5,14,8,11
