jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,29,57,57,28,33,10,26,25,25,21,17,21,15,1,2,4,4,1,2,3,19,8,9,2
02,31,22,17,59,36,124,53,169,203,93,35,4,10,2,3,15,10,6,20,14,7,5,6,6
03,90,170,130,102,123,203,177,162,112,81,34,17,23,10,11,8,12,13,35,36,34,77,112,104
04,91,47,35,33,11,22,60,59,37,26,30,38,44,9,13,21,14,11,38,41,47,44,26,23
05,45,52,31,21,15,23,49,41,55,33,23,15,3,5,3,4,2,49,19,35,41,92,89,38
06,68,37,43,30,3,15,60,94,55,56,46,46,46,2,5,3,3,16,74,37,32,71,71,33
07,27,26,44,8,14,40,56,69,143,68,22,64,133,74,34,33,54,50,37,26,55,109,144,102
08,13,24,5,4,8,25,15,37,53,39,120,113,151,71,92,33,172,140,56,47,31,23,15,23
09,14,68,75,132,107,196,212,237,142,200,203,143,122,177,165,185,150,69,59,42,90,62,110,107
10,58,27,55,41,47,61,138,60,75,188,202,158,97,61,52,83,119,100,182,203,235,220,235,201
11,196,115,162,66,50,34,131,176,98,96,88,107,97,57,113,51,29,18,61,36,49,41,32,50
12,33,24,34,80,55,82,171,156,112,75,150,45,44,62,4,47,11,14,40,57,33,40,35,42
13,35,53,75,123,144,126,207,196,192,74,16,22,12,20,37,11,4,5,73,29,24,87,108,97
14,33,45,10,2,0,4,25,42,84,62,39,41,26,7,1,0,3,6,4,3,4,1,0,0
15,1,4,10,13,24,73,177,193,91,41,80,29,27,13,11,13,12,2,0,2,2,1,1,0
16,1,1,2,16,21,78,35,44,21,8,15,8,8,2,1,1,8,9,24,14,22,33,43,32
17,48,20,10,10,3,7,15,42,29,19,28,26,24,23,6,17,32,20,15,8,12,20,9,25
18,14,22,20,12,5,13,58,72,44,28,52,26,15,14,4,7,10,6,9,10,18,17,19,16
19,13,13,34,29,9,24,39,120,178,125,103,142,65,17,17,84,35,15,34,76,69,61,78,102
20,46,16,41,44,10,32,21,64,121,74,16,17,15,12,3,0,1,3,44,86,143,197,205,92
21,37,48,41,31,27,13,81,133,122,110,131,79,55,19,9,6,5,11,4,9,8,23,43,38
22,9,19,40,113,156,51,54,40,116,143,141,61,31,11,7,18,16,21,7,11,1,3,4,2
23,18,72,30,10,33,45,68,84,91,16,17,123,71,24,0,14,40,117,97,49,78,75,201,121
24,55,25,54,129,172,182,196,194,114,193,40,92,77,52,43,41,40,17,51,33,16,48,101,144
25,123,116,140,82,50,48,22,68,119,99,24,24,25,17,27,13,22,55,89,73,95,129,138,104
26,70,85,99,53,139,42,39,61,53,55,72,57,2,3,2,4,6,40,62,34,36,47,25,41
27,48,37,25,21,6,66,92,91,82,48,32,45,55,22,16,6,4,3,33,40,33,31,47,105
28,59,47,62,15,10,40,94,111,96,104,91,39,13,10,10,4,6,7,5,13,6,6,0,1
29,4,6,95,145,161,184,127,176,188,175,193,87,104,71,8,2,45,14,9,15,3,2,6,38
30,21,60,20,155,215,215,188,229,203,190,122,93,100,33,14,27,5,24,57,77,84,86,119,63
31,30,52,63,65,24,116,221,196,154,106,27,69,93,157,5,6,4,7,56,108,96,142,122,88
