oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,188,218,197,194,195,189,191,217,203,215,249,206,238,186,138,115,56,63,71,55,71,86,139,184,""
02,185,219,219,191,229,223,212,218,226,231,258,213,221,196,140,62,76,72,65,76,104,87,59,192,""
03,205,213,200,185,178,182,187,197,224,264,242,177,203,110,120,106,71,71,50,46,84,74,112,168,""
04,209,248,241,229,218,184,187,209,210,237,131,275,178,152,121,68,85,60,58,69,127,57,105,159,""
05,198,211,188,173,196,177,169,216,176,184,243,216,191,139,168,103,57,53,76,75,66,56,165,191,""
06,275,275,260,244,213,203,176,205,200,190,198,195,171,143,124,77,68,63,58,70,77,90,105,158,""
07,198,222,213,207,187,159,156,196,173,188,169,155,115,158,124,70,64,57,51,60,85,83,145,165,""
08,229,272,262,238,222,213,210,169,156,163,238,174,167,121,85,94,68,57,61,73,88,77,135,207,""
09,185,201,193,207,175,146,143,-1,128,200,181,154,99,125,104,73,47,48,50,56,53,38,123,107,""
10,215,216,228,231,184,191,192,200,221,202,190,147,173,176,165,49,34,26,-1,12,108,81,152,258,""
11,276,311,274,279,258,233,217,181,260,-1,232,230,173,160,89,75,83,54,72,74,63,88,141,188,""
12,213,211,229,211,192,161,136,168,134,113,124,156,169,134,93,75,65,52,68,80,52,70,191,230,""
13,275,264,301,259,214,187,-1,243,130,159,236,121,117,171,135,99,61,54,51,74,92,-1,-1,137,""
14,281,293,295,265,246,225,207,172,236,118,215,174,209,173,88,83,67,52,50,77,108,72,205,230,""
15,231,235,220,214,212,191,187,161,174,211,231,146,105,152,130,115,59,59,59,93,83,66,133,226,""
16,260,187,164,189,164,144,227,204,72,138,161,88,86,132,95,64,49,48,62,76,90,116,157,211,""
17,227,259,253,238,225,220,177,217,206,253,274,241,188,155,116,84,65,66,59,82,77,101,151,260,""
18,274,279,271,275,302,259,223,196,-1,181,165,127,187,90,73,109,67,78,57,58,50,78,236,299,""
19,312,333,355,308,297,271,293,214,149,197,207,177,180,109,159,95,45,49,87,70,67,139,225,261,""
20,276,347,334,329,259,290,286,349,255,209,223,143,123,152,153,75,65,70,71,102,10,81,144,244,""
21,198,198,238,232,206,194,215,214,161,175,86,116,74,91,104,94,59,54,56,80,71,65,95,256,""
22,338,337,339,335,344,327,305,329,251,314,253,196,248,223,108,92,78,166,106,108,68,86,128,231,""
23,300,321,315,343,327,310,290,230,190,224,190,141,133,115,94,96,61,31,74,79,75,99,104,264,""
24,278,291,301,266,266,300,226,215,173,183,135,151,110,73,62,53,39,49,43,70,63,75,111,177,""
25,198,247,281,241,247,206,211,167,136,117,43,229,236,282,191,156,100,84,105,98,152,164,176,288,""
26,347,317,340,343,356,311,300,219,273,289,230,247,185,189,132,110,80,62,76,108,93,159,162,179,""
27,268,272,267,257,259,250,253,213,196,216,240,241,164,155,132,107,114,73,60,90,115,149,147,161,""
28,203,219,237,241,222,263,208,234,212,267,214,174,178,174,136,158,115,96,58,124,109,111,125,141,""
29,172,239,207,199,166,172,176,170,157,172,145,146,149,122,137,103,80,83,76,99,127,172,171,191,""
30,221,254,253,227,230,227,212,200,212,198,227,208,159,140,133,119,99,77,67,95,104,119,-1,146,""
31,228,197,212,224,217,208,174,178,187,227,201,201,188,161,176,76,111,94,112,112,122,163,175,-1,""
