oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,195,183,225,313,305,288,344,313,324,328,328,296,319,333,260,210,215,252,160,163,148,180,155,168,""
02,169,211,238,318,318,353,321,318,326,318,321,294,312,306,261,233,184,152,164,167,191,212,217,229,""
03,196,211,251,328,304,282,289,316,316,323,272,287,289,306,235,239,221,216,168,168,204,206,215,221,""
04,203,223,260,285,282,275,291,317,329,338,332,311,304,266,238,228,244,213,179,196,182,207,223,246,""
05,192,223,198,231,271,295,288,272,346,319,345,329,281,277,258,218,185,182,165,147,199,218,229,229,""
06,159,180,237,244,275,279,274,283,264,264,265,218,209,253,241,205,170,162,162,174,186,196,188,171,""
07,203,196,201,275,260,224,237,288,298,288,261,223,239,255,257,219,168,182,158,155,173,201,225,228,""
08,224,220,243,313,298,270,316,302,369,330,329,290,272,267,234,232,165,178,159,201,226,229,223,227,""
09,231,244,278,277,295,295,330,282,320,312,313,258,237,235,245,194,154,168,152,145,165,210,204,231,""
10,238,193,252,277,277,288,309,317,357,350,350,281,273,301,278,200,246,211,162,152,170,182,227,227,""
11,198,220,289,317,288,322,301,279,312,310,309,334,243,245,228,205,225,165,171,173,180,235,201,197,""
12,226,247,258,301,303,319,292,276,333,312,335,252,288,267,246,246,198,184,181,195,174,225,234,221,""
13,221,202,285,321,325,294,299,309,299,311,290,307,264,270,264,232,208,184,156,169,193,225,214,207,""
14,178,222,275,267,281,294,286,301,311,337,311,293,297,272,255,213,182,170,159,160,214,222,242,238,""
15,215,221,235,271,296,293,308,330,352,309,303,301,248,289,259,223,191,196,192,193,202,235,235,183,""
16,199,219,245,316,276,287,299,317,336,301,292,291,268,265,245,211,211,168,150,177,196,215,231,246,""
17,239,262,297,326,323,307,289,298,308,327,293,273,267,270,267,224,222,156,189,199,205,226,230,220,""
18,239,227,273,311,282,312,279,326,336,350,336,304,262,232,248,245,235,199,181,167,228,238,238,258,""
19,229,278,289,291,345,275,287,331,373,339,308,274,286,280,283,225,209,201,180,196,219,233,252,254,""
20,272,286,290,305,335,249,279,336,358,340,299,281,229,263,226,184,199,189,153,156,202,222,231,233,""
21,221,276,282,325,315,285,310,321,355,377,320,265,263,260,253,217,190,201,155,161,191,207,205,236,""
22,246,249,319,321,283,271,320,342,361,354,277,228,259,273,220,217,205,166,172,197,208,215,219,226,""
23,260,261,268,312,312,288,290,332,343,356,339,273,268,259,224,224,213,149,178,176,205,189,244,249,""
24,228,221,280,315,297,301,316,277,313,323,294,278,297,286,261,201,218,189,178,164,209,237,209,228,""
25,209,253,290,302,303,274,265,329,346,329,317,230,314,277,238,219,193,169,176,162,191,216,220,229,""
26,231,275,284,286,333,247,261,273,311,352,327,284,253,254,239,187,165,160,143,187,198,205,210,188,""
27,185,212,259,288,287,264,314,325,334,394,317,282,267,283,242,311,204,202,311,203,197,191,195,169,""
28,255,205,264,370,471,396,308,295,311,351,302,259,272,278,235,233,191,176,158,205,193,245,206,193,""
29,151,221,244,238,240,225,245,308,314,313,278,261,241,264,261,241,178,177,142,193,194,249,216,187,""
30,174,239,266,279,302,262,251,269,313,308,291,294,284,255,243,254,184,198,178,196,188,211,218,192,""
31,174,210,266,296,312,297,273,332,335,306,285,280,264,261,333,262,250,184,134,141,169,167,168,26,""
