oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,20,21,32,31,35,32,23,27,26,39,34,29,20,22,22,16,12,13,17,33,15,15,21,""
02,16,22,20,34,43,24,26,44,19,35,28,40,34,25,20,24,11,17,16,21,18,11,12,19,""
03,19,26,21,31,27,21,17,22,29,30,32,27,18,27,27,17,18,17,15,12,23,20,13,13,""
04,19,20,30,33,33,19,30,25,30,34,29,29,31,22,22,20,14,27,18,28,26,36,26,23,""
05,23,24,43,29,32,28,26,29,31,30,33,35,32,38,38,26,16,25,27,33,36,40,42,42,""
06,38,34,45,43,32,31,32,25,36,33,38,45,34,40,39,21,20,22,19,35,33,33,23,9,""
07,18,25,28,32,39,31,32,33,33,31,36,39,34,18,36,32,16,18,26,28,38,23,21,22,""
08,13,18,22,31,19,16,10,20,24,33,37,33,28,36,29,25,10,18,28,31,27,27,23,32,""
09,30,25,29,29,32,31,20,33,25,25,39,39,20,27,23,15,16,14,27,19,27,33,23,21,""
10,31,37,20,34,37,29,18,25,26,38,22,25,21,26,25,16,9,16,9,26,31,36,25,21,""
11,25,34,47,46,41,24,33,26,24,32,30,19,12,4,8,3,8,3,7,9,11,14,16,17,""
12,17,9,9,11,10,7,3,10,8,5,16,11,9,7,11,7,8,4,11,13,8,11,6,6,""
13,12,15,10,16,9,7,7,8,5,9,7,14,7,11,13,10,9,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,7,14,12,18,7,2,3,9,-1,36,8,7,4,0,6,10,7,8,16,15,""
20,12,26,7,12,14,3,18,15,6,8,3,4,5,7,8,4,2,4,8,5,6,8,8,6,""
21,6,14,6,11,9,5,8,11,8,5,9,7,7,2,11,6,4,8,8,6,4,11,7,14,""
22,16,34,11,21,17,16,14,15,16,17,12,6,13,7,11,5,8,4,9,15,6,20,14,16,""
23,19,22,11,9,17,12,22,15,15,11,14,11,8,6,8,18,6,7,5,10,7,11,16,19,""
24,7,29,13,17,12,8,18,13,15,8,6,8,5,4,5,2,2,2,10,6,5,7,8,11,""
25,7,13,6,16,11,5,15,10,6,5,9,7,7,2,10,7,6,5,4,1,2,2,7,10,""
26,10,12,9,12,9,17,9,14,8,5,6,6,6,7,4,5,3,9,8,4,8,6,10,5,""
27,12,15,10,7,14,9,8,8,6,4,16,5,4,8,9,6,7,4,8,6,6,10,7,9,""
28,6,23,13,22,20,12,11,15,13,7,10,16,11,6,11,14,7,9,12,13,14,10,7,11,""
29,9,17,12,9,11,12,8,10,12,9,11,12,11,6,9,10,6,5,9,10,9,6,9,5,""
30,8,18,10,10,7,15,10,8,6,1,17,19,6,10,7,14,8,11,11,16,24,25,-1,-1,""
31,-1,19,16,31,30,21,24,24,17,12,9,7,10,6,5,19,14,16,17,18,37,48,11,-1,""
[E]}ly`Idjzl'a,""
