may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,57,65,45,62,60,62,97,149,167,138,134,135,178,256,182,216,96,148,197,196,121,128,97,83,""
02,48,54,44,59,96,101,130,211,214,187,204,233,216,238,301,295,321,311,284,255,209,178,135,93,""
03,65,55,67,74,83,104,130,147,187,161,197,186,241,276,272,302,291,259,228,194,178,151,100,84,""
04,68,46,63,78,83,91,132,147,210,204,203,223,268,326,306,296,288,289,271,200,207,166,94,62,""
05,42,47,57,63,80,69,113,149,125,184,189,221,229,250,285,297,257,250,261,219,201,132,93,69,""
06,48,48,59,56,67,95,106,119,113,136,184,207,226,208,243,222,252,244,226,148,151,130,76,68,""
07,38,45,37,43,41,66,101,101,148,119,140,13,115,217,255,279,301,325,257,249,215,134,102,74,""
08,43,61,71,36,58,71,111,109,189,188,203,200,254,253,305,340,293,300,241,242,190,172,91,44,""
09,44,37,58,53,94,100,123,182,193,191,171,180,204,257,261,344,298,328,272,265,194,168,135,88,""
10,50,35,42,53,92,114,146,181,210,183,186,240,241,250,291,316,335,308,257,214,202,152,133,86,""
11,60,50,71,67,111,122,151,179,217,225,226,221,264,252,257,173,137,249,267,218,174,133,110,66,""
12,64,78,70,74,105,110,136,130,173,183,151,239,225,279,296,327,296,278,269,226,161,141,117,63,""
13,46,42,59,66,99,92,148,184,189,179,185,213,206,220,242,291,232,302,222,209,174,132,96,63,""
14,49,37,54,66,84,79,117,159,188,155,150,164,252,221,235,271,278,324,234,205,185,149,84,63,""
15,53,53,47,74,90,87,151,128,169,161,184,198,211,236,275,288,317,299,239,236,234,179,118,87,""
16,68,43,49,63,87,110,134,169,183,205,182,199,187,243,301,310,301,292,257,228,201,161,88,74,""
17,48,59,64,76,86,112,143,140,163,171,204,209,223,238,253,293,274,273,229,193,191,153,128,79,""
18,64,45,41,54,76,91,107,158,168,161,155,213,220,252,253,264,273,274,201,156,172,150,90,62,""
19,51,38,39,70,73,54,140,143,164,193,180,223,300,330,252,226,233,245,249,220,175,133,83,52,""
20,64,48,61,62,48,92,122,162,158,152,196,184,238,241,237,212,188,199,207,176,166,119,118,73,""
21,66,61,52,101,93,121,161,174,167,184,179,193,210,231,253,307,307,279,244,225,239,148,97,61,""
22,39,41,66,51,68,95,98,138,165,168,170,173,175,212,246,272,258,259,190,173,179,129,77,72,""
23,51,45,52,66,78,90,106,126,163,154,192,190,211,211,226,258,232,214,197,183,188,161,102,73,""
24,58,71,86,80,78,74,100,120,162,138,147,175,181,166,243,279,265,249,208,205,184,142,64,62,""
25,47,66,49,50,110,93,135,172,167,182,157,108,194,68,227,243,223,230,236,188,173,131,90,72,""
26,52,45,57,66,72,83,119,180,173,132,166,200,203,237,268,267,267,214,229,190,201,111,109,80,""
27,65,64,57,66,100,115,169,192,166,153,181,230,187,162,180,266,268,256,217,188,174,131,91,66,""
28,52,55,35,64,94,86,130,185,182,179,199,194,200,255,220,246,262,228,234,202,157,121,102,86,""
29,52,53,66,77,99,108,126,183,186,205,180,189,229,254,261,277,291,228,192,158,158,120,104,75,""
30,72,73,67,63,106,127,157,159,186,181,214,238,229,230,257,288,279,259,238,219,191,131,110,74,""
31,78,70,80,87,102,118,162,175,220,184,165,190,157,251,261,315,313,271,242,211,197,132,107,-1,""
