may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,3,4,8,11,11,15,22,16,30,19,18,29,26,47,35,19,13,10,11,12,0,1,1,""
02,0,1,3,5,7,14,8,14,30,35,30,37,35,60,76,58,30,13,8,6,4,3,1,1,""
03,2,2,5,13,19,33,18,24,39,26,35,46,42,67,66,51,24,10,7,8,0,1,0,0,""
04,1,1,0,6,4,10,21,21,24,32,25,49,43,32,40,39,40,25,26,24,10,8,2,1,""
05,1,0,6,7,17,19,15,26,26,24,29,60,30,40,34,23,19,28,24,18,6,3,3,0,""
06,0,0,2,6,7,9,7,12,5,22,27,38,19,18,26,17,26,19,15,12,6,0,1,0,""
07,0,0,0,0,9,10,8,6,9,23,25,35,30,21,33,26,24,28,16,9,4,2,2,1,""
08,1,1,3,3,10,19,13,21,23,29,38,58,59,51,56,52,24,39,19,14,10,6,2,2,""
09,1,1,1,13,16,12,20,19,36,33,45,43,59,54,58,57,20,14,5,7,6,5,4,2,""
10,0,2,1,7,5,12,13,12,22,-1,31,35,38,55,68,18,0,0,21,15,7,8,0,0,""
11,1,1,5,7,9,13,16,18,15,43,50,54,39,59,66,38,24,24,10,12,8,3,1,0,""
12,1,2,2,4,4,9,8,18,32,31,30,38,53,53,73,56,41,30,22,21,8,4,1,0,""
13,2,0,2,5,9,12,11,11,18,18,27,31,33,1,36,15,14,33,29,34,19,6,4,2,""
14,4,11,3,4,13,16,7,9,37,37,29,33,31,47,61,47,31,17,15,13,5,2,6,5,""
15,1,1,0,5,5,11,10,10,23,27,22,25,35,37,56,41,19,19,19,10,17,10,3,5,""
16,1,0,7,0,11,11,7,10,26,19,24,21,11,34,42,40,15,13,12,8,8,2,0,1,""
17,0,0,1,0,0,2,3,0,1,5,5,6,9,9,8,14,14,1,7,1,1,2,9,1,""
18,4,4,0,3,2,5,4,3,5,6,4,11,18,14,24,47,44,23,32,18,16,8,2,0,""
19,5,1,9,3,5,10,17,10,25,30,30,35,32,21,44,54,21,5,11,9,6,4,3,3,""
20,3,2,4,26,9,13,7,10,17,24,17,26,20,33,33,54,42,20,17,10,14,9,4,3,""
21,2,3,4,1,4,5,11,16,23,31,23,17,32,48,55,42,15,12,8,8,6,4,2,2,""
22,1,1,2,3,7,5,8,16,26,20,18,19,20,37,42,46,27,11,7,8,8,9,9,5,""
23,3,0,2,3,15,16,15,15,23,28,18,16,30,23,62,58,28,14,11,19,10,6,8,2,""
24,4,7,4,7,41,19,21,17,18,12,13,9,12,14,52,19,25,7,9,8,6,4,3,0,""
25,1,2,1,4,5,0,9,11,9,22,10,10,13,13,40,39,24,20,14,10,2,4,1,1,""
26,0,0,0,3,13,11,10,14,16,20,16,16,30,48,62,38,28,21,7,4,10,5,3,1,""
27,2,3,2,6,3,4,6,7,9,12,12,34,28,38,38,34,29,10,10,14,6,1,4,2,""
28,2,1,2,4,9,11,5,6,8,13,17,22,41,43,54,43,15,21,17,15,13,9,2,1,""
29,2,0,2,3,13,14,23,21,30,36,26,33,56,45,50,58,43,13,7,6,1,0,4,1,""
30,2,0,3,3,9,9,7,6,6,8,8,14,16,45,62,42,18,12,6,5,4,4,3,0,""
31,2,1,5,2,14,33,3,12,16,7,10,21,19,28,51,51,23,34,16,22,15,10,11,-1,""
