may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,7,6,11,3,6,4,4,5,3,5,6,10,9,16,21,23,15,18,25,29,34,43,30,""
02,10,19,19,9,14,8,6,5,3,3,7,7,14,14,16,12,28,21,18,28,39,39,44,23,""
03,26,18,12,14,14,9,3,4,4,2,3,7,18,9,25,18,14,17,14,23,46,37,38,43,""
04,16,22,10,11,7,7,6,2,1,1,6,4,12,7,12,18,11,25,32,43,51,54,48,45,""
05,42,45,25,16,5,7,8,6,3,1,3,8,10,9,16,18,25,28,35,74,80,104,96,90,""
06,51,45,30,27,18,12,7,1,1,5,6,4,10,10,12,18,15,25,44,58,69,62,70,54,""
07,30,33,25,13,5,6,4,1,1,5,6,12,14,20,20,19,22,31,40,42,67,54,62,28,""
08,32,14,6,3,8,3,5,1,4,2,1,7,15,9,12,12,17,30,23,33,31,49,22,7,""
09,6,9,15,4,11,4,6,3,4,2,4,4,5,15,18,13,18,25,23,31,39,33,26,27,""
10,18,15,12,14,9,2,5,1,3,2,4,6,10,14,15,8,15,18,27,23,19,28,23,20,""
11,17,9,11,16,9,6,3,4,8,2,4,6,10,18,15,10,17,20,17,17,22,20,26,30,""
12,19,11,12,9,5,11,5,1,1,1,6,9,9,16,18,13,19,20,26,19,20,28,29,13,""
13,20,9,14,9,10,4,5,2,3,2,3,6,8,6,17,9,11,15,16,15,15,28,26,26,""
14,12,4,7,10,4,4,1,6,2,1,5,6,7,10,11,19,17,10,19,17,16,28,24,51,""
15,21,6,10,7,2,10,3,4,2,2,1,8,6,17,14,14,15,20,10,20,22,30,11,26,""
16,16,8,9,7,9,10,5,-1,4,3,4,7,10,10,11,21,14,14,16,17,22,17,21,15,""
17,10,6,3,11,4,6,6,4,1,1,2,3,11,20,19,18,19,13,18,17,22,35,16,14,""
18,13,11,7,4,4,4,6,1,2,1,2,3,7,8,18,12,18,29,16,21,12,19,13,11,""
19,8,9,1,2,5,5,4,3,4,1,2,5,5,13,10,19,11,9,14,16,16,14,18,13,""
20,12,8,7,5,7,5,3,6,1,4,3,5,3,10,15,7,10,8,9,18,13,18,12,5,""
21,5,8,5,6,9,7,3,2,5,2,3,3,6,7,12,18,12,16,10,6,16,23,10,28,""
22,9,9,2,8,7,3,6,8,2,1,3,7,4,11,17,13,15,14,9,13,13,13,22,40,""
23,12,6,7,8,4,8,4,3,2,2,2,6,12,20,15,22,7,14,8,15,16,18,19,57,""
24,10,2,2,5,6,5,2,2,1,1,2,9,4,18,18,13,13,8,14,11,21,22,23,35,""
25,13,2,9,3,9,3,1,-1,1,1,2,4,10,15,13,15,12,16,17,9,21,22,21,10,""
26,8,1,6,3,5,4,1,-1,5,2,9,6,10,15,18,18,9,13,9,18,17,15,24,8,""
27,2,-1,3,2,1,2,-1,7,2,3,7,7,10,14,15,18,19,13,14,18,13,9,18,18,""
28,6,8,8,8,8,5,7,2,3,1,5,8,17,15,13,7,13,17,9,17,21,19,14,13,""
29,10,11,6,9,5,12,4,3,4,5,3,8,12,11,14,14,15,18,20,12,20,13,17,15,""
30,8,9,8,9,6,5,4,4,2,2,1,5,7,11,8,9,12,14,16,18,24,14,21,70,""
31,23,4,5,6,11,3,-1,1,1,3,1,6,5,12,13,27,60,17,16,41,16,42,19,2,""
[E]z,"n`df}f'a{fIndh`e'jfd"
