may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,5,5,7,2,4,2,4,2,2,-1,2,5,4,9,8,15,16,14,12,17,18,21,14,""
02,12,5,12,7,5,6,4,2,-1,-1,4,4,7,6,7,8,6,4,7,2,10,7,10,6,""
03,16,5,5,7,3,3,3,-1,1,1,1,3,6,-1,2,2,2,1,-1,2,3,2,3,1,""
04,1,-1,7,3,3,2,-1,1,-1,1,2,1,4,1,3,4,2,-1,-1,-1,3,6,-1,1,""
05,2,6,5,11,2,3,4,2,2,2,1,1,6,7,12,12,9,18,22,31,64,69,50,68,""
06,27,22,17,12,6,4,3,-1,-1,4,-1,3,9,9,15,13,8,12,34,34,27,61,31,51,""
07,22,19,13,7,-1,5,2,-1,-1,1,1,2,7,6,5,9,10,17,13,16,3,3,2,1,""
08,2,-1,1,2,1,2,2,-1,1,-1,2,5,6,3,5,4,7,9,12,14,22,15,12,13,""
09,11,7,10,4,5,3,6,2,4,1,3,5,5,6,5,8,8,10,20,21,29,22,24,26,""
10,17,14,5,7,7,3,3,2,3,1,4,4,12,10,2,16,15,16,35,27,22,54,16,20,""
11,16,20,24,27,12,6,4,2,2,-1,1,3,6,17,8,3,13,9,13,17,17,19,13,35,""
12,19,15,4,6,5,10,7,1,1,2,6,9,9,15,12,11,17,18,12,26,26,21,33,23,""
13,25,15,14,10,7,9,6,3,4,4,2,4,7,8,13,14,12,12,22,17,24,40,23,26,""
14,23,5,14,6,4,9,6,6,2,2,5,10,10,15,11,19,11,13,18,25,19,25,31,18,""
15,18,7,10,6,3,8,6,6,3,6,2,10,7,14,14,15,20,20,17,29,22,29,32,24,""
16,13,11,8,3,7,10,4,5,6,3,3,3,10,14,12,20,13,13,25,24,26,15,29,23,""
17,21,10,6,8,7,7,8,5,-1,3,2,4,11,18,20,8,11,16,17,23,29,32,18,13,""
18,12,8,7,6,8,3,7,3,1,2,1,5,8,12,18,16,26,25,20,32,23,19,28,15,""
19,16,21,2,2,1,8,6,4,6,4,5,8,7,10,14,22,9,16,18,12,16,11,18,14,""
20,20,9,9,9,3,3,6,7,2,3,1,9,5,15,18,16,17,17,29,20,9,25,29,17,""
21,7,8,13,4,8,9,7,7,4,3,7,6,10,14,18,26,19,29,20,13,19,14,17,14,""
22,15,13,4,8,4,6,6,7,3,2,4,6,10,15,17,17,16,28,17,27,17,12,18,13,""
23,12,3,4,5,3,3,4,3,-1,3,3,5,11,23,18,30,19,17,17,19,18,15,20,11,""
24,7,-1,1,1,2,-1,1,5,1,2,5,7,3,17,19,18,17,11,20,14,18,14,28,19,""
25,30,6,10,4,7,2,24,4,1,3,3,5,10,13,22,26,16,21,27,11,12,16,21,28,""
26,13,4,6,4,6,6,4,1,5,3,11,8,15,16,19,25,17,24,17,23,17,16,34,20,""
27,13,2,5,6,2,7,3,5,4,3,11,8,14,17,14,20,24,13,18,19,13,11,25,19,""
28,22,10,6,4,7,11,10,5,3,3,2,5,12,21,24,20,21,21,24,18,25,22,18,22,""
29,19,11,7,9,4,11,5,4,5,2,3,6,15,18,18,23,22,24,28,16,14,20,16,27,""
30,11,20,7,5,11,10,6,7,2,4,6,1,8,13,14,24,20,22,21,23,25,12,23,20,""
31,17,4,1,7,3,5,3,1,5,5,7,8,11,15,17,17,19,16,15,21,15,13,17,1,""
[E]g$zh`}fIb,"a'k`nefkl'gl'cy"
