jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,1,1,1,1,2,0,4,1,6,42,45,34,10,75,95,53,80,58,40,51,60,""
02,85,39,33,68,63,85,44,79,44,49,98,77,45,58,45,41,38,-1,22,29,19,16,16,59,""
03,66,44,65,40,47,64,23,55,45,71,21,29,39,13,32,46,38,32,30,46,48,34,23,29,""
04,30,37,31,47,50,30,21,25,30,33,37,41,37,45,33,23,31,39,40,36,66,57,43,37,""
05,33,36,36,45,68,63,62,71,43,56,24,36,42,41,26,27,29,36,37,25,61,42,33,25,""
06,23,31,31,44,58,57,34,35,56,34,28,56,48,24,26,39,15,19,28,19,31,35,26,-1,""
07,43,16,30,22,43,32,31,24,30,35,25,36,12,7,18,23,19,56,49,34,14,18,23,23,""
08,41,23,26,33,35,43,20,23,13,12,23,18,17,10,24,15,16,14,20,11,15,25,23,29,""
09,21,26,22,23,29,22,23,14,4,20,26,32,31,76,25,32,49,32,11,7,16,17,22,21,""
10,15,22,23,27,20,10,12,8,7,4,8,9,12,4,5,4,9,7,0,1,0,0,0,0,""
11,1,0,0,1,0,1,0,1,2,0,13,19,5,0,0,0,4,0,0,0,0,0,0,0,""
12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
13,0,0,0,0,0,1,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,""
14,0,0,0,0,2,1,3,39,44,40,52,55,70,29,40,42,30,22,32,23,30,32,27,44,""
15,44,36,44,55,50,43,31,21,31,52,57,52,50,28,21,27,16,30,33,26,29,20,18,36,""
16,33,32,33,35,39,38,14,24,24,15,22,19,22,11,20,20,20,21,24,13,13,18,17,26,""
17,23,28,18,37,42,48,33,8,13,14,34,19,23,12,7,18,5,5,8,12,8,17,8,25,""
18,12,20,20,19,21,23,29,12,20,12,7,9,11,13,12,6,9,12,15,15,14,20,12,27,""
19,21,20,15,21,31,14,12,12,11,17,13,11,12,13,23,26,6,-1,12,0,0,0,0,2,""
20,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
21,0,0,1,0,1,1,1,0,3,1,0,0,1,0,0,0,0,0,8,11,8,11,18,12,""
22,16,18,18,31,27,32,22,19,17,17,31,4,10,26,9,9,5,10,7,7,8,8,8,20,""
23,10,11,12,13,18,13,6,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,""
24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,""
25,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,""
26,0,0,0,0,0,0,0,0,1,0,2,0,3,8,1,0,2,-1,2,-1,2,0,2,1,""
27,0,0,1,2,3,3,1,1,4,4,1,1,3,4,4,0,0,0,2,0,0,0,0,0,""
28,0,0,0,0,1,0,1,0,0,0,0,0,0,8,13,1,0,2,4,1,1,3,3,5,""
29,6,6,7,1,2,7,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,""
30,1,3,4,2,4,2,3,2,1,5,1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]cfahg'jf,"zzlgzIzbpgl}'kl"
