jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,9,8,13,14,8,15,16,19,27,42,42,""
05,43,42,57,55,63,69,88,107,85,44,17,22,14,13,23,15,10,7,8,20,24,21,19,33,""
06,32,28,29,41,56,58,80,91,70,38,27,23,19,15,17,23,13,12,10,20,14,20,33,25,""
07,40,23,39,35,52,76,120,108,114,77,40,37,24,20,34,31,20,19,11,17,20,28,42,57,""
08,56,54,53,61,85,98,113,122,111,82,44,26,32,29,30,14,17,23,13,22,20,36,30,50,""
09,59,52,67,70,83,96,123,137,101,72,43,42,28,-1,-1,29,17,14,11,16,29,30,40,52,""
10,55,55,60,71,78,97,121,122,97,75,42,23,28,24,37,22,13,21,14,17,25,41,42,43,""
11,47,56,57,74,77,106,121,134,99,61,28,25,19,19,29,29,20,18,10,14,20,23,41,47,""
12,41,50,51,90,73,95,112,137,69,38,33,31,14,21,23,20,21,14,15,16,17,15,30,31,""
13,41,36,39,61,64,94,115,113,80,50,34,17,11,18,25,28,13,10,12,13,15,12,28,49,""
14,36,38,49,58,56,80,81,109,72,43,33,15,11,15,18,18,20,11,8,13,15,19,29,52,""
15,42,35,49,71,74,95,114,98,109,75,37,21,23,23,18,27,18,17,13,15,13,19,38,37,""
16,34,34,42,60,56,77,91,86,55,31,18,19,8,14,17,18,14,12,12,22,15,20,28,38,""
17,21,36,38,61,54,75,63,92,81,46,22,23,20,18,14,19,14,11,10,13,15,24,26,29,""
18,40,35,25,31,37,66,75,73,57,36,26,18,15,9,18,16,16,14,13,11,14,23,37,36,""
19,43,52,47,56,56,66,77,81,52,44,30,11,12,19,20,10,10,13,14,15,11,17,34,32,""
20,35,40,37,48,53,72,79,76,55,34,25,18,12,21,22,19,18,10,20,25,19,19,22,31,""
21,27,36,42,45,60,60,68,55,60,47,20,12,18,16,19,11,18,11,12,21,9,18,19,31,""
22,33,25,38,41,52,48,61,67,30,29,22,13,9,15,14,11,6,8,12,13,10,11,30,46,""
23,32,27,34,36,49,55,51,63,52,49,44,18,17,11,12,12,11,9,12,11,8,12,28,40,""
24,35,34,28,29,43,46,43,48,41,27,12,9,8,9,8,10,9,6,8,10,13,12,19,18,""
25,20,30,23,27,23,36,37,33,30,26,10,6,9,5,12,8,9,6,12,16,10,12,19,36,""
26,18,20,19,20,31,28,32,40,23,18,13,10,5,5,8,7,8,12,5,11,6,6,13,19,""
27,27,20,22,33,34,29,29,40,36,19,11,4,2,4,5,4,8,10,5,12,9,6,10,23,""
28,20,21,17,22,17,23,32,42,23,24,11,8,7,4,10,6,9,6,7,13,8,13,14,25,""
29,23,18,14,25,32,34,30,36,27,22,14,12,8,6,4,9,7,5,9,7,10,9,15,23,""
30,27,20,19,28,22,28,35,31,30,26,12,8,12,7,10,6,16,14,14,8,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
