jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,44,41,59,69,124,101,200,161,108,110,115,194,158,150,110,111,93,68,64,38,25,42,28,26,""
02,52,65,51,82,130,123,133,146,137,145,137,115,117,46,20,41,116,56,67,96,46,52,40,53,""
03,62,67,62,72,110,136,141,164,116,96,142,140,144,85,83,76,62,106,70,33,26,41,29,42,""
04,58,66,60,89,117,162,72,142,80,7,12,8,5,12,-1,3,17,55,39,22,32,28,26,29,""
05,60,72,58,81,116,129,148,153,159,204,167,115,125,112,109,126,71,50,55,20,55,37,30,34,""
06,69,90,67,73,106,157,182,-1,2,2,63,86,-1,9,134,75,80,85,90,29,63,50,58,37,""
07,39,55,60,72,91,142,167,159,171,195,109,168,115,112,176,117,93,93,64,59,60,29,25,33,""
08,60,68,72,77,77,154,143,173,159,198,173,131,140,145,195,144,88,106,92,36,28,43,35,36,""
09,58,62,78,66,149,150,171,158,98,6,20,28,56,107,49,88,77,83,79,105,48,40,45,43,""
10,31,25,27,50,54,129,113,171,167,43,101,132,114,123,151,79,77,48,56,41,16,14,17,28,""
11,50,54,47,50,104,146,182,113,82,30,8,10,22,68,15,13,68,79,39,58,72,42,52,41,""
12,19,33,35,40,104,146,182,113,25,40,79,76,73,113,53,45,60,79,39,37,56,33,18,42,""
13,40,41,50,56,71,128,146,153,121,93,96,99,87,97,100,71,95,84,50,34,54,74,34,31,""
14,51,44,60,61,100,186,132,173,163,111,91,130,102,120,129,84,83,48,50,79,46,48,33,44,""
15,38,53,63,72,73,135,140,142,124,101,133,97,134,104,143,125,87,35,57,63,39,38,31,41,""
16,47,56,80,57,121,135,161,155,88,8,3,13,12,17,14,8,17,59,44,64,98,72,51,77,""
17,46,60,50,61,84,142,152,137,144,81,68,112,159,110,146,110,48,67,71,48,51,36,59,30,""
18,61,61,74,94,112,84,157,69,24,-1,-1,-1,-1,-1,-1,-1,21,34,22,15,10,19,45,9,""
19,79,55,74,55,83,177,124,82,146,175,128,143,151,118,35,126,61,85,58,69,36,9,25,86,""
20,81,64,100,92,132,208,147,149,135,135,107,126,84,95,172,165,141,151,172,88,16,16,18,3,""
21,26,45,48,44,48,96,237,118,115,103,15,17,241,233,265,186,153,235,180,101,86,81,107,128,""
22,85,93,116,112,171,227,201,196,149,227,249,228,56,3,3,11,7,10,116,83,77,79,-1,49,""
23,49,96,129,145,160,122,115,142,145,-1,67,120,83,23,18,6,24,162,54,98,70,108,95,56,""
24,59,73,81,116,156,209,236,219,96,4,3,30,14,3,18,4,45,101,130,50,53,52,52,58,""
25,67,90,93,99,106,212,210,190,127,126,119,125,87,59,113,43,27,-1,-1,38,29,152,122,38,""
26,-1,-1,-1,-1,-1,-1,98,197,131,175,181,154,111,21,45,7,3,3,1,1,2,9,24,36,""
27,46,49,86,96,122,191,239,260,157,182,165,189,182,161,37,17,5,2,1,6,6,36,51,30,""
28,43,58,70,94,92,201,145,138,167,217,141,55,28,3,1,1,-1,-1,3,-1,-1,-1,1,4,""
29,49,18,8,7,4,5,23,148,126,120,181,185,98,126,126,118,63,5,138,168,90,160,105,88,""
30,102,132,173,160,233,246,267,354,296,94,105,59,40,10,27,34,81,176,19,230,66,49,69,7,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
