oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,2,8,3,5,14,15,16,10,13,9,14,18,20,18,23,26,13,17,16,17,13,12,8,6
02,2,3,8,9,10,12,6,16,16,17,22,17,26,31,33,33,25,23,19,32,11,11,3,6
03,6,3,7,9,11,13,9,20,22,13,15,23,26,24,25,30,15,23,21,17,15,11,4,1
04,3,8,6,12,4,8,12,14,21,22,15,26,31,25,24,26,27,20,16,24,11,13,8,3
05,10,7,13,11,12,15,16,16,18,11,15,17,35,35,27,23,29,27,11,22,10,7,11,4
06,8,11,7,18,18,7,15,9,20,24,18,17,20,22,19,21,20,18,6,16,16,8,11,8
07,11,7,14,8,17,13,12,21,17,21,16,17,14,12,16,26,14,19,13,17,13,10,7,2
08,6,7,13,16,13,15,18,15,16,21,15,18,15,21,20,14,15,20,18,13,11,-1,-1,-1,-1
09,5,5,6,10,13,15,12,14,22,20,17,21,26,15,19,13,15,19,14,11,5,9,6,7
10,2,5,5,9,11,9,13,18,17,15,18,23,21,15,12,4,8,6,4,5,5,5,7,2
11,-1,5,15,8,17,14,8,18,21,18,16,12,17,14,18,12,11,8,6,2,8,9,6,5
12,3,9,6,14,12,13,14,16,17,14,21,24,20,22,19,12,10,8,10,7,3,3,2,3
13,5,4,5,13,11,11,10,24,22,12,22,26,15,16,15,17,17,16,19,15,3,2,7,5
14,12,6,11,8,12,9,5,20,15,15,17,17,23,12,11,5,5,8,7,9,12,9,7,1
15,1,2,14,17,15,14,11,13,15,11,21,19,14,17,11,19,11,14,13,19,11,8,8,5
16,7,4,10,17,16,16,15,16,27,22,14,23,21,23,18,16,18,16,18,20,7,9,12,23
17,9,22,15,20,18,12,21,26,30,24,22,26,29,24,11,21,11,9,11,8,3,7,8,7
18,3,8,4,13,9,15,12,35,25,26,31,40,21,25,19,25,12,10,8,7,10,10,9,6
19,2,6,9,10,16,13,18,23,32,24,29,22,26,22,32,15,20,10,11,10,9,5,4,7
20,5,12,15,21,5,11,26,20,23,35,30,36,30,30,28,19,11,16,6,5,10,9,4,6
21,4,1,1,1,2,5,5,5,11,10,7,10,7,5,5,6,6,5,4,7,-1,-1,4,1
22,-1,-1,4,3,1,6,6,11,5,4,6,4,6,7,9,9,2,1,-1,3,-1,-1,1,2
23,5,4,14,22,14,11,21,25,32,31,34,33,32,22,40,16,20,14,9,9,10,4,5,4
24,4,4,5,17,13,16,21,31,30,31,25,34,30,26,28,18,17,16,12,13,14,7,5,7
25,2,7,8,12,12,10,11,3,5,1,1,3,6,2,-1,3,3,1,3,10,8,3,7,8
26,5,3,4,8,15,12,16,15,22,22,28,25,31,25,25,16,11,11,3,10,8,6,3,8
27,5,9,9,21,9,14,19,28,20,18,26,23,27,26,23,19,14,9,16,6,8,12,9,7
28,8,6,8,19,14,12,16,17,23,23,25,31,33,31,22,-1,14,11,14,14,6,15,11,9
29,2,11,19,9,17,15,17,18,12,17,16,22,23,9,28,21,15,11,15,9,19,8,3,11
30,4,10,9,10,13,16,19,12,20,19,20,22,25,25,21,18,19,22,18,15,11,11,10,5
31,5,12,13,10,14,11,11,20,17,20,23,24,15,20,25,28,22,21,13,12,15,9,8,6
