feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,190,242,231,261,241,253,229,238,145,264,169,188,145,73,101,79,41,29,60,67,90,140,159,200
02,238,223,244,285,274,239,256,240,113,167,196,221,150,117,67,65,25,47,65,51,86,110,171,179
03,217,234,280,233,208,199,216,155,154,100,181,145,100,105,83,55,36,32,45,-1,61,108,112,135
04,174,209,227,246,212,198,201,195,125,88,139,107,144,123,65,18,37,40,35,60,90,96,156,182
05,225,205,273,258,274,251,194,173,171,175,159,190,157,127,80,73,20,24,33,73,89,92,126,170
06,207,227,215,221,218,196,184,207,158,161,174,78,118,70,72,52,43,-1,37,67,82,98,109,177
07,178,170,193,160,166,150,146,182,143,162,188,148,160,139,102,84,30,44,31,54,76,121,125,159
08,199,171,192,195,169,219,211,179,144,146,145,113,71,77,-1,-1,71,61,33,105,82,114,133,124
09,161,227,274,286,267,289,312,135,92,117,124,109,90,74,53,33,97,35,36,29,49,57,96,132
10,198,195,239,240,209,204,170,154,194,145,105,144,125,106,69,7,48,37,51,53,106,106,181,136
11,154,174,221,197,193,208,255,202,176,146,174,191,150,121,106,61,68,-1,45,35,62,124,129,174
12,175,179,208,202,191,185,187,198,124,138,130,137,124,70,63,53,62,23,49,75,88,105,121,143
13,177,201,172,195,169,184,206,172,124,144,136,145,142,85,80,74,35,40,45,68,56,128,123,112
14,142,147,157,143,141,166,175,144,135,178,186,152,137,107,64,0,0,24,41,71,65,92,98,109
15,96,110,135,141,138,161,140,140,122,187,144,165,151,106,107,65,46,54,43,82,92,90,114,135
16,153,167,202,190,219,189,161,165,104,140,142,144,123,98,72,55,39,31,66,43,40,74,116,98
17,117,193,193,163,148,156,146,155,153,165,-1,74,122,96,71,47,38,39,36,52,59,88,128,83
18,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,114,84,56,32,33,37,26,48,72,97,86,76
19,114,173,150,184,157,128,130,160,101,125,136,121,118,72,38,45,27,39,21,46,50,87,-1,120
20,114,148,134,126,128,147,159,180,95,115,161,130,107,80,75,59,136,26,56,52,74,111,114,107
21,74,133,159,147,130,162,139,151,127,-1,30,106,-1,108,49,46,42,52,52,68,59,89,115,123
22,-1,125,178,142,167,137,164,146,119,110,109,121,146,96,55,70,40,47,49,61,49,75,111,103
23,118,201,234,182,175,202,184,170,147,159,143,160,135,86,65,73,52,41,33,63,72,97,136,150
24,133,175,191,209,175,153,196,143,141,138,150,105,93,96,79,47,49,52,48,52,73,95,144,-1,-1
25,125,156,151,147,156,153,181,194,137,96,145,150,161,102,77,33,50,29,38,71,85,118,140,137
26,200,210,177,172,186,173,139,139,122,157,183,161,141,96,74,53,75,49,63,58,91,75,142,121
27,119,162,177,178,181,182,173,205,132,139,138,154,96,82,75,55,31,24,49,61,104,109,145,124
28,173,162,192,174,136,133,145,160,142,161,151,106,116,12,70,68,45,51,54,60,71,97,122,158
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]n&gt;`s,I}lel`z`fg'o0'jf',b
