jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,12,23,41,28,43,23,20,48,25,36,26,18,18,15,15,15,10,8,11,15,29,27,14,15
02,21,15,21,17,43,21,36,27,57,21,41,25,21,10,12,5,12,17,18,10,10,11,17,15
03,10,28,14,26,51,42,60,102,110,100,108,141,173,126,119,83,46,63,83,100,94,156,96,50
04,37,81,64,28,51,28,23,27,26,43,53,31,22,13,15,5,9,12,13,19,18,30,23,9
05,14,14,16,14,28,27,35,33,40,24,31,25,31,21,11,17,7,10,12,13,13,21,9,23
06,9,11,24,16,44,35,39,61,33,34,40,43,18,15,20,12,10,7,8,9,15,10,21,11
07,11,22,28,20,36,18,30,40,36,35,49,39,17,22,15,8,6,8,6,26,16,32,15,15
08,12,10,10,21,36,28,41,50,66,33,35,32,29,16,18,8,4,6,10,18,22,24,21,11
09,16,15,16,30,30,22,26,50,34,19,43,15,25,18,14,11,5,5,9,10,18,27,21,9
10,33,10,21,34,42,24,30,16,13,6,7,7,9,6,6,10,43,7,14,12,12,64,17,6
11,13,29,16,18,29,29,55,32,34,32,12,32,30,18,6,4,11,6,6,12,14,19,16,4
12,10,9,19,17,28,31,54,53,39,21,19,21,18,12,7,3,3,6,5,10,9,13,11,5
13,10,7,6,9,8,9,37,51,35,32,20,20,12,18,8,7,13,3,13,3,13,13,8,10
14,5,9,13,21,36,18,10,11,51,22,30,24,12,13,11,6,5,12,4,10,13,12,15,10
15,12,13,15,21,19,9,19,54,22,25,-1,7,19,7,6,11,10,8,7,15,10,19,10,11
16,5,10,20,20,58,16,24,18,10,15,12,16,37,21,5,9,7,11,7,10,16,14,11,7
17,7,30,13,25,27,25,28,25,38,20,23,6,5,13,3,8,11,8,14,7,7,5,21,9
18,4,18,8,16,42,13,14,29,21,16,31,13,13,13,7,33,7,6,7,11,7,7,14,6
19,6,27,17,38,42,22,36,36,30,34,26,13,10,4,25,8,6,5,9,13,23,27,18,23
20,7,20,17,43,50,38,41,26,51,41,39,23,31,24,16,29,27,-1,26,15,9,12,16,5
21,5,15,20,20,32,28,25,25,27,24,35,22,-1,31,7,13,6,11,16,23,12,17,19,7
22,21,16,16,18,28,31,53,57,71,45,9,15,17,19,-1,73,42,85,81,74,46,16,39,6
23,19,6,15,17,22,24,45,62,63,-1,-1,36,-1,-1,-1,13,13,2,42,9,6,11,56,7
24,9,7,28,10,38,46,84,49,-1,-1,-1,16,25,6,9,5,7,34,11,12,11,17,13,8
25,10,8,18,16,27,26,46,35,37,31,-1,21,-1,-1,29,6,6,1,6,6,42,15,17,6
26,4,7,15,20,18,20,60,40,23,44,62,60,21,7,5,21,25,25,10,23,20,17,15,6
27,4,8,20,24,26,22,42,18,48,43,16,14,14,8,9,12,5,33,4,6,9,9,11,16
28,7,7,23,12,27,18,37,20,30,31,22,21,15,16,10,9,5,10,20,27,21,21,18,7
29,5,9,13,21,22,25,44,22,37,9,-1,-1,-1,-1,-1,15,13,11,17,13,15,16,18,6
30,5,17,16,24,20,25,47,-1,16,27,51,42,34,-1,-1,9,7,13,11,29,27,22,18,4
31,17,6,11,24,26,18,30,41,12,-1,40,9,48,8,3,1,8,6,6,20,36,26,15,10
