jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,11,10,11,16,21,10,9,15,15,20,24,28,25,30,27,23,24,21,21,24,18,20,12,9
02,8,9,16,10,10,12,15,14,19,20,15,14,32,34,22,24,34,35,34,38,35,27,21,14
03,10,13,10,12,14,20,22,34,53,55,58,60,52,43,39,33,31,51,88,104,102,93,73,26
04,22,11,4,7,17,25,12,21,27,30,28,21,16,29,27,32,29,22,26,20,30,22,20,13
05,11,10,11,16,21,10,9,15,15,20,24,28,25,30,27,23,24,21,21,24,18,20,12,9
06,11,10,11,16,21,10,9,15,15,20,24,28,25,30,27,23,24,21,21,24,18,20,12,9
07,10,8,7,10,10,20,15,11,27,22,23,26,24,25,29,26,29,23,25,22,19,21,11,17
08,31,2,7,15,10,16,13,13,15,31,27,28,38,36,36,37,31,47,33,47,27,17,7,9
09,10,11,8,10,7,8,10,19,28,28,22,34,28,33,26,34,47,96,38,43,42,14,13,14
10,12,7,15,10,16,13,15,16,25,37,25,26,40,33,41,31,47,54,38,27,35,20,12,13
11,7,11,12,12,17,21,12,16,19,30,24,31,29,27,24,38,37,27,35,30,14,14,23,17
12,9,6,7,5,15,9,17,18,22,29,29,20,17,23,28,46,39,40,32,27,29,20,16,7
13,8,9,12,12,15,18,17,22,19,19,27,28,33,14,33,38,31,32,39,31,26,38,41,13
14,4,5,3,6,11,12,8,13,15,24,15,17,18,25,21,24,26,24,22,21,12,16,12,11
15,11,10,11,16,21,10,9,15,15,20,24,28,25,30,27,23,24,21,21,24,18,20,12,9
16,3,4,4,10,13,9,3,16,14,21,25,17,32,22,18,28,44,53,33,39,25,18,17,13
17,5,8,11,12,16,13,11,19,15,29,32,26,31,37,24,40,28,31,30,27,24,26,10,13
18,7,5,7,7,13,15,17,25,20,25,31,31,29,35,40,34,34,50,48,34,29,18,18,9
19,5,7,13,13,9,18,7,17,16,35,30,19,34,32,35,38,45,49,42,24,22,26,18,15
20,15,4,5,15,22,10,10,13,25,26,27,24,33,29,18,27,32,41,37,33,24,16,11,1
21,3,2,4,4,2,10,4,6,15,8,10,8,6,9,10,13,5,9,10,11,5,8,5,5
22,2,2,3,3,2,3,5,5,6,7,3,12,9,15,27,29,25,39,45,27,23,19,6,8
23,2,3,6,6,14,10,13,15,26,22,24,15,32,23,33,41,32,31,24,28,9,14,19,9
24,11,6,5,9,14,12,9,16,20,19,30,20,25,33,32,54,27,39,30,26,28,17,13,10
25,6,9,9,8,12,19,14,21,20,23,20,27,30,17,25,31,37,24,32,28,60,12,16,4
26,10,7,7,7,13,12,10,14,14,21,29,20,17,26,35,28,27,21,32,19,22,12,5,1
27,5,5,8,8,11,21,14,11,20,26,31,41,28,18,39,28,26,43,33,18,24,18,36,6
28,4,10,14,14,14,17,11,18,28,27,35,29,24,32,30,25,25,29,25,29,20,12,9,7
29,13,4,9,9,13,13,17,17,18,27,22,29,37,32,39,39,35,32,28,28,48,11,15,13
30,11,5,10,13,17,12,22,13,20,26,35,23,22,30,54,33,40,56,36,35,27,15,12,3
31,7,7,8,9,24,15,13,19,17,24,24,30,29,32,32,41,40,37,42,21,18,18,13,5
