jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,92,71,65,90,87,84,84,68,63,63,39,55,47,27,3,10,4,9,7,7,8,9,18,23,""
02,18,17,25,22,19,19,24,27,40,51,54,29,36,25,29,33,26,20,33,31,42,53,52,61,""
03,94,98,89,87,78,95,84,80,67,76,56,33,44,44,33,31,28,25,20,22,32,47,70,95,""
04,83,80,71,99,83,114,83,78,64,44,51,49,46,40,24,28,26,26,22,28,48,60,74,87,""
05,81,85,98,76,86,84,84,89,75,58,52,52,51,60,36,27,21,25,29,33,33,48,1,92,""
06,98,95,92,74,86,74,81,26,0,27,54,44,50,51,33,27,23,22,29,49,48,76,86,101,""
07,79,95,93,74,81,69,62,65,57,50,57,40,38,42,31,19,27,38,29,34,55,95,84,89,""
08,75,90,78,73,71,90,79,78,57,40,44,39,39,34,34,23,16,26,26,25,38,50,61,91,""
09,100,110,94,96,99,83,99,89,41,50,50,59,39,36,40,22,27,20,36,34,41,52,84,80,""
10,84,83,90,83,72,81,71,67,66,56,32,40,43,41,43,42,32,35,39,47,43,65,79,86,""
11,99,90,84,86,74,77,75,69,56,58,33,48,30,35,27,19,25,25,32,34,56,82,73,71,""
12,83,101,72,82,77,80,92,68,62,56,40,35,46,33,33,31,20,24,26,42,46,61,81,83,""
13,90,92,77,62,69,73,67,72,51,44,41,36,36,39,28,20,26,26,36,36,43,63,68,83,""
14,79,85,86,81,68,54,59,56,47,49,36,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,""
17,1,3,1,2,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,""
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,36,48,51,0,64,""
20,77,83,62,69,62,40,49,52,50,38,31,27,25,34,32,15,24,30,29,33,41,61,74,75,""
21,75,75,77,65,52,50,57,51,32,40,37,34,39,24,27,28,18,19,25,31,36,63,66,88,""
22,77,76,68,56,70,38,42,42,43,19,30,29,30,19,24,22,21,24,27,33,46,42,72,78,""
23,86,77,54,52,59,62,51,36,37,26,36,0,25,25,21,32,26,26,28,40,34,43,56,68,""
24,87,70,74,54,64,52,45,35,34,41,34,23,19,21,16,23,27,25,30,27,36,56,53,66,""
25,90,71,68,57,62,51,42,33,34,30,21,26,20,28,14,19,48,43,49,69,54,90,129,149,""
26,164,169,154,149,141,98,103,95,74,78,52,71,58,72,54,61,9,10,16,24,26,42,59,74,""
27,69,80,67,65,57,57,43,26,29,30,19,23,22,15,15,20,19,16,13,17,32,49,56,70,""
28,75,76,73,63,68,44,32,32,27,21,19,21,27,21,12,8,20,14,17,21,24,46,46,71,""
29,73,84,70,64,73,39,37,29,21,14,17,19,22,13,17,17,11,17,16,17,26,56,57,63,""
30,76,74,65,58,49,49,25,25,33,17,12,20,17,14,0,11,8,10,19,17,24,53,46,65,""
31,60,67,47,54,56,40,22,32,19,19,18,21,20,15,16,13,13,10,16,16,15,-1,-1,-1,""
