jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,""
02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,2,5,5,1,""
03,1,3,4,2,5,4,3,3,3,1,0,2,2,2,1,2,1,1,2,0,3,4,2,2,""
04,1,2,3,3,2,4,7,7,7,1,2,0,2,2,3,1,1,1,2,1,0,1,7,1,""
05,1,2,4,3,6,4,8,3,2,1,1,1,3,4,0,0,0,1,1,1,1,1,0,2,""
06,4,5,2,0,0,2,5,2,0,4,3,3,5,3,0,0,2,3,1,1,1,1,2,6,""
07,4,3,7,4,10,0,3,1,1,1,1,1,2,1,3,2,3,2,1,2,3,2,0,0,""
08,1,5,1,3,4,5,3,1,6,2,4,4,4,2,0,5,1,0,0,1,1,2,1,0,""
09,4,2,1,5,2,0,0,0,1,1,1,3,2,0,2,0,0,1,1,2,0,3,0,2,""
10,3,3,5,3,3,2,6,2,4,1,1,2,2,2,0,0,2,2,4,0,3,1,2,0,""
11,4,1,3,2,5,6,1,2,0,3,1,1,1,1,1,0,0,0,0,2,2,1,3,1,""
12,2,3,2,1,2,0,0,0,0,1,2,4,5,1,0,1,2,2,5,4,1,0,1,1,""
13,4,3,4,1,1,1,2,6,1,2,2,1,1,2,1,2,2,1,1,1,0,4,1,1,""
14,5,4,2,1,5,0,6,3,4,3,0,2,2,2,1,2,2,1,3,3,4,5,1,0,""
15,1,1,5,6,7,3,5,5,0,3,3,2,1,1,1,2,1,1,2,1,4,1,5,8,""
16,6,3,5,5,12,6,8,5,7,2,0,2,2,2,2,0,2,2,2,0,2,4,0,3,""
17,3,3,4,8,5,5,6,3,4,3,0,1,1,3,2,1,0,1,2,0,2,1,5,2,""
18,7,3,5,9,7,9,5,2,3,2,1,1,0,2,2,4,1,2,3,0,2,5,3,3,""
19,5,7,5,4,2,8,6,4,4,2,4,2,2,0,1,2,2,1,1,2,2,5,8,2,""
20,11,2,4,3,4,5,4,3,7,4,1,3,1,3,1,4,0,1,5,1,3,1,1,1,""
21,4,3,4,5,0,0,3,2,3,5,2,3,2,0,1,1,2,2,0,1,3,1,3,7,""
22,6,5,9,11,7,6,5,5,4,4,3,1,2,1,1,3,2,2,1,5,2,2,2,1,""
23,4,1,5,4,5,4,3,3,3,1,1,4,4,1,3,1,1,1,4,7,6,7,7,6,""
24,4,7,4,4,6,8,12,9,2,4,5,2,3,5,3,0,0,1,1,1,2,3,5,7,""
25,3,7,5,5,6,9,4,9,2,5,4,4,2,4,0,0,0,2,1,2,1,5,6,2,""
26,10,6,5,7,7,6,5,6,6,4,1,1,0,3,3,2,0,2,0,0,2,2,8,6,""
27,1,5,3,5,5,4,1,0,0,4,3,0,2,1,2,1,1,1,1,3,1,1,1,2,""
28,0,6,6,3,3,3,1,4,3,2,0,0,0,1,2,0,1,2,1,2,1,2,4,4,""
29,3,4,3,3,5,3,5,3,3,1,1,2,3,2,2,1,1,0,1,3,1,8,5,2,""
30,1,2,2,3,3,3,5,3,3,1,1,2,3,2,2,1,1,1,3,0,0,3,2,3,""
31,4,5,1,1,0,0,2,0,0,6,1,1,5,1,0,0,0,0,0,9,1,1,2,-1,""
[E]e'nh{}fgIf,"}effb'jfd"
