jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,86,74,72,88,83,81,78,66,52,48,79,88,83,87,51,43,35,19,26,26,-1,48,44,62
02,70,85,66,78,84,79,66,93,83,77,52,60,80,66,60,44,29,22,24,19,-1,41,52,56
03,68,80,78,93,85,107,113,118,107,74,80,102,85,79,63,45,34,26,24,27,-1,47,69,57
04,68,73,79,88,81,84,80,110,96,87,101,98,92,84,68,51,25,30,13,26,31,30,33,60
05,75,72,78,92,93,96,99,112,86,75,92,91,84,70,67,62,43,32,25,24,21,30,40,75
06,89,88,90,99,102,97,93,130,121,112,101,125,106,88,75,70,48,33,21,31,28,29,44,63
07,69,83,74,86,108,97,100,117,116,119,97,100,108,99,62,59,44,33,26,17,37,30,46,59
08,79,69,76,87,107,109,92,107,134,113,119,116,116,103,47,48,38,28,28,25,36,41,45,56
09,62,69,98,92,115,122,128,122,95,82,83,106,107,80,67,56,-1,23,-1,20,-1,31,42,54
10,72,68,77,88,106,100,134,123,104,90,101,83,111,77,57,50,39,19,25,27,-1,39,44,53
11,78,73,100,90,115,111,96,-1,119,92,71,89,69,96,68,47,42,34,27,31,33,32,39,58
12,68,62,62,102,104,113,98,114,109,100,75,104,105,89,78,42,33,24,36,23,35,30,35,61
13,72,65,91,89,100,112,92,139,101,70,-1,105,102,68,41,42,37,11,17,27,35,34,38,56
14,91,64,78,98,117,103,98,106,109,102,94,97,75,68,43,20,29,25,21,22,-1,26,45,63
15,88,74,84,94,111,98,101,108,111,97,90,104,120,90,69,54,33,36,27,20,-1,38,52,52
16,71,97,65,98,98,97,99,100,127,79,67,71,73,62,66,51,23,20,15,23,24,28,41,45
17,59,80,86,106,92,98,83,92,67,71,52,66,70,70,54,33,34,25,16,15,32,-1,44,46
18,48,58,61,82,90,-1,68,103,83,70,79,66,76,76,55,53,22,18,23,26,21,32,36,70
19,79,77,85,104,95,81,77,95,90,86,72,83,-1,69,64,52,36,32,21,26,24,32,32,63
20,77,75,64,82,80,77,52,67,92,73,74,68,83,66,66,53,32,38,12,27,33,30,48,66
21,75,74,75,85,85,92,75,92,95,86,75,82,73,63,57,46,-1,22,24,21,28,22,36,56
22,85,84,84,98,92,82,80,107,81,91,72,55,72,61,50,41,37,26,23,24,24,31,46,76
23,73,73,77,86,92,92,99,90,84,77,66,58,73,67,48,39,34,31,26,27,24,30,44,53
24,78,66,92,96,68,76,96,87,80,74,69,67,51,82,54,31,33,25,19,20,28,29,56,67
25,61,71,76,73,85,66,62,71,92,61,62,61,70,69,53,46,33,34,27,27,44,46,59,66
26,77,86,98,104,99,95,74,88,87,71,83,45,60,58,40,51,27,26,24,20,-1,39,45,68
27,67,65,55,73,79,73,68,70,40,60,63,71,62,-1,-1,-1,-1,37,23,14,16,38,37,62
28,67,69,99,85,79,62,63,64,83,57,50,68,70,44,47,38,32,25,18,18,31,31,39,50
29,58,46,64,69,83,72,70,76,61,66,64,60,52,45,43,35,20,28,22,30,33,39,59,75
30,77,93,89,96,90,57,75,53,66,66,63,49,49,41,48,41,29,25,20,23,29,42,48,51
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
