jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,35,31,47,55,56,60,62,41,36,38,48,45,51,41,27,23,13,10,15,22,14,28,32,""
02,39,18,34,53,57,72,84,60,56,41,47,42,47,44,40,27,28,9,21,10,19,22,31,23,""
03,33,36,35,49,60,76,61,71,73,53,67,66,65,64,46,45,27,18,16,20,14,23,24,35,""
04,41,35,46,54,56,588,174,70,66,63,160,369,185,51,54,37,26,21,20,22,27,22,30,44,""
05,28,464,345,44,63,71,66,60,56,55,71,71,64,59,61,43,35,28,27,27,34,19,28,45,""
06,35,32,55,59,79,95,96,74,69,76,92,86,89,70,193,103,3,10,20,16,14,18,24,33,""
07,36,31,35,28,76,88,59,61,60,74,77,66,64,69,73,48,39,24,20,11,23,20,32,28,""
08,44,35,58,57,74,104,102,99,68,68,73,87,85,52,57,42,44,23,14,13,13,19,8,0,""
09,-1,-1,-1,-1,-1,-1,-1,40,-1,10,62,95,71,67,44,50,28,17,20,20,19,18,24,43,""
10,44,33,42,56,62,84,71,70,73,84,64,85,68,59,52,52,36,27,19,25,20,25,28,25,""
11,27,42,47,32,-1,1,-1,1,-1,-1,-1,-1,59,74,48,39,36,17,24,22,15,24,22,29,""
12,30,41,45,60,84,88,90,72,64,45,25,67,77,58,49,41,32,26,11,14,19,14,29,26,""
13,35,37,51,48,82,92,69,52,47,-1,-1,-1,-1,45,68,32,34,22,17,13,25,27,19,33,""
14,25,35,37,53,66,88,82,65,66,56,73,61,71,69,47,37,32,32,16,24,22,21,18,30,""
15,22,28,57,42,71,76,84,67,55,48,55,66,69,53,48,35,32,11,10,13,17,23,27,15,""
16,31,30,42,37,71,81,68,74,67,58,49,52,49,65,48,52,36,21,22,10,12,19,25,31,""
17,43,35,56,56,67,73,71,64,58,62,58,49,51,58,44,29,26,20,11,21,14,28,25,38,""
18,29,31,45,63,73,135,79,70,50,56,49,55,43,45,43,29,38,27,20,12,20,23,34,26,""
19,39,42,41,49,59,74,56,64,48,41,49,30,38,48,20,38,27,16,23,31,13,19,31,29,""
20,31,33,29,50,62,92,72,60,53,53,63,49,41,38,25,21,15,23,9,11,22,25,22,21,""
21,28,33,37,33,44,62,56,43,10,39,56,40,48,42,22,29,30,20,17,19,23,25,33,38,""
22,34,51,40,45,62,58,77,58,47,49,53,48,57,44,42,29,17,16,10,15,23,23,35,44,""
23,40,51,43,59,50,61,64,45,62,46,39,36,43,47,31,33,26,13,11,12,14,23,32,32,""
24,34,32,39,58,65,69,56,52,54,50,59,56,60,38,106,41,28,20,27,18,33,25,20,34,""
25,47,47,53,55,58,67,73,74,63,44,47,61,56,38,38,34,32,22,24,8,22,25,27,40,""
26,27,46,34,52,59,61,64,61,44,39,40,50,54,48,49,39,37,26,30,16,24,41,32,26,""
27,34,51,35,50,75,80,51,70,48,50,46,61,43,52,43,33,31,23,20,13,22,18,29,33,""
28,42,41,40,51,69,53,63,64,49,41,45,46,41,35,34,39,30,26,24,33,16,28,41,28,""
29,39,42,64,47,70,62,65,74,64,70,46,68,43,51,49,68,31,29,31,22,45,36,51,92,""
30,44,57,63,61,93,73,79,82,53,55,65,70,61,51,43,49,39,35,30,56,47,47,55,7,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
