jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,3,4,14,12,-1,-1,26,135,62,82,96,60,83,69,61,46,66,115,103,65,52,55,28,""
02,19,34,27,43,20,120,183,81,97,78,153,73,46,47,70,98,61,40,77,49,84,59,40,49,""
03,36,15,37,31,108,121,47,65,108,90,104,37,52,82,94,117,81,86,73,40,42,42,13,10,""
04,11,12,18,26,28,58,114,91,79,129,64,69,59,54,50,53,36,22,17,43,14,24,25,17,""
05,20,14,15,33,40,96,109,111,75,98,72,58,59,82,93,66,48,49,81,32,48,29,47,32,""
06,19,31,70,45,42,78,95,165,121,83,77,40,54,61,52,30,30,66,119,64,65,71,49,22,""
07,20,19,28,29,30,115,116,124,68,91,75,77,89,101,86,99,58,70,21,88,34,43,39,19,""
08,15,18,37,40,46,91,94,82,92,54,94,48,59,23,25,50,38,38,75,58,64,27,71,21,""
09,28,19,29,36,41,86,98,97,114,108,111,94,67,54,82,83,71,22,121,84,51,87,40,54,""
10,36,28,45,72,99,113,115,79,122,88,105,65,90,77,50,67,54,79,119,90,37,76,67,23,""
11,40,34,42,71,74,116,159,161,203,84,74,70,90,29,61,62,37,41,54,58,43,61,33,36,""
12,11,30,34,42,35,116,183,130,160,96,37,35,50,95,118,82,74,22,62,33,12,14,25,4,""
13,7,10,11,23,22,68,157,129,148,75,61,65,38,86,92,59,-1,65,60,33,61,65,48,29,""
14,33,23,36,43,53,115,159,145,101,135,59,32,71,97,44,21,39,70,90,67,55,46,30,26,""
15,49,41,38,56,44,142,128,92,113,61,69,54,44,90,113,54,133,100,43,43,52,23,28,11,""
16,24,8,11,12,40,92,115,69,85,112,55,89,44,71,52,39,66,32,73,75,78,54,34,24,""
17,19,20,28,30,67,119,80,58,94,71,126,62,90,72,74,89,64,80,136,103,93,81,46,23,""
18,39,34,40,57,58,135,196,157,93,75,80,90,95,36,15,47,46,27,105,40,55,54,38,18,""
19,17,21,22,15,52,117,202,135,181,50,109,88,3,97,90,32,70,45,127,85,41,49,38,14,""
20,20,15,23,29,40,135,122,169,119,161,124,104,124,118,87,34,33,61,45,65,52,47,30,12,""
21,13,27,15,29,24,85,182,119,73,62,145,68,39,32,28,53,94,36,48,27,13,7,9,8,""
22,9,18,15,18,16,36,88,63,73,72,32,62,48,39,32,36,63,-1,-1,8,24,108,63,31,""
23,33,-1,-1,-1,-1,14,158,121,108,85,140,67,42,68,91,68,76,42,107,94,107,105,57,45,""
24,68,63,52,66,88,169,109,99,87,1,77,35,42,67,51,27,62,71,122,74,87,77,58,70,""
25,43,50,49,39,62,96,125,126,105,109,84,73,78,77,90,94,51,52,124,100,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,105,59,55,37,""
28,43,35,58,44,37,71,210,141,132,117,113,130,87,172,86,56,22,77,217,112,132,79,63,56,""
29,45,58,52,79,66,133,188,224,186,157,123,85,78,62,63,100,55,112,88,72,71,65,85,30,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
